Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 126, Sample, n/a, SFug_F2	Abundances Count: F5: 126, Sample, n/a, SFug_F2	Modifications
Q8MT58	Carnosine dipeptidase 2, isoform A	61.3	28	65	6	3026088.41785	62	
Q8MZ07	GEO07581p1	17.81	3	5	3	90187.3793	5	
Q8MZI3	RNA helicase	18.34	13	16	3	204217.6012	11	
Q8SWS2	RE29468p	60.95	6	30	0	611298.9283	24	
Q8SWS3	RE26528p	20.44	2	4	2	32374.173600000002	4	
Q8SWZ6	RH51312p	8.33	2	2	2	29691.4672	2	
Q8SX06	GEO08318p1	16.67	2	3	2	42876.8333	3	
Q8SX32	type I protein arginine methyltransferase	8.21	2	3	2	24978.113	3	
Q8SX35	GEO07743p1	26.53	3	4	0	37546.337400000004	4	
Q8SX50	RE04530p	17.3	6	7	0	93358.4187	6	
Q8SX54	CLIP domain-containing serine protease	8.33	3	3	3	51801.576	3	
Q8SX57	LD44221p	47.08	8	17	8	259986.07833	15	
Q8SX78	LD05679p	17.93	7	7	7	60552.62760000001	7	
Q8SX89	Kugelkern, isoform A	7.37	3	4	3	46609.255000000005	4	
Q8SXC2	FI04487p	9.11	5	5	5	53367.21000000001	5	
Q8SXD5	GH02216p	55.13	11	33	2	1776027.0248	32	
Q8SXE1	RH69521p	2.6	1	2	1	5910.9739	2	
Q8SXF0	Small ribosomal subunit protein uS9m	13.42	6	6	5	102812.196	4	
Q8SXF2	RH40246p	7.01	3	4	3	56672.844	4	
Q8SXG7	tRNA selenocysteine-associated protein 1	7.44	3	3	3	14654.079099999999	2	
Q8SXK0	RE18748p	2.91	1	1	1	9879.343	1	
Q8SXM8	Lysine--tRNA ligase	22.82	14	23	0	286010.58275	21	
Q8SXP8	TAR DNA-binding protein 43	7.91	3	3	0	3525.0208	1	
Q8SXQ1	aldehyde dehydrogenase (NAD(+))	27.22	14	21	14	506612.8283	18	
Q8SXQ5	Glutaredoxin-related protein 5, mitochondrial	10.06	2	5	2	9366.0173	2	
Q8SXS0	RE40914p	12.25	5	5	5	21952.528	3	
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	28.71	11	22	11	993025.693	20	
Q8SY13	Beaten path IIIc, isoform A	5.74	2	2	0	2436.31314	2	
Q8SY19	Microsomal glutathione S-transferase 1	15.13	2	2	1	71056.62	1	
Q8SY58	Ketimine reductase mu-crystallin	5.63	2	3	2	11392.6266	3	
Q8SY67	lysozyme	14.47	2	3	2	14132.806400000001	2	
Q8SY69	MICOS complex subunit MIC10	25.0	2	7	2	341872.667	6	
Q8SYC4	RE68566p	1.72	1	1	1	52299.543	1	
Q8SYD9	Endophilin B, isoform A	42.56	16	65	0	2194429.6005700002	51	
Q8SYG3	E2 ubiquitin-conjugating enzyme	41.67	7	19	0	664792.85275	18	
Q8SYH8	RE57644p	18.68	5	10	1	65627.11769	9	
Q8SYJ2	GEO09626p1	67.47	9	59	9	5550862.9695	56	
Q8SYN0	RE52086p	9.3	4	5	4	31205.87874	5	
Q8SYQ4	RE42475p	70.27	11	44	11	1657005.58172	40	
Q8SYQ8	RE40412p	19.85	3	3	3	32411.036999999997	3	
Q8SZK5	RH26533p	10.29	3	3	3	21133.18685	3	
Q8SZK9	HL04814p	48.48	12	60	12	4210392.67856	55	
Q8SZM2	RH04334p	25.19	7	27	7	1349518.7468	26	
Q8SZN1	GEO08217p1	51.61	7	29	3	748990.2524	28	
Q8T0I9	GH27479p	16.47	7	12	1	309169.3045	10	
Q8T0J5	GH26851p	41.11	12	33	0	1310264.2547	30	
Q8T0N5	GH17516p	19.21	6	9	6	366565.406	8	
Q8T0U6	Serine/threonine-protein phosphatase	16.92	8	14	0	120831.6888	9	
Q8T0V2	GH02495p	19.91	8	13	0	155331.9468	10	
Q8T389	Endophilin B	40.74	15	54	0	4493.1743	1	
Q8T3V6	Large ribosomal subunit protein uL29m	11.07	3	3	3	25545.9485	3	
Q8T3W8	Venom allergen-1	9.54	3	3	0	31379.355	3	
Q8T4C4	ATP synthase subunit beta	11.25	5	66	1	6679.391	1	
Q8T4G5	AFG3 like matrix AAA peptidase subunit 2, isoform A	31.84	25	39	2	893732.36302	34	
Q8T6I0	Achaete scute target 1, isoform B	58.99	29	65	0	2631847.9525	57	
Q8WR19	AFGF intracellular binding protein	8.94	3	3	1	37397.492	3	
Q94513	Boundary element associated factor	18.79	5	10	1	132120.3601	9	
Q94533	Ribosomal protein S6 kinase	9.8	5	7	5	74968.0772	6	
Q94883	DNA replication-related element factor, isoform A	3.1	2	2	2	13380.5295	2	
Q95NU8	GH16255p	13.57	8	12	8	137038.8739	10	
Q95NV8	Allatostatin C, isoform B	9.92	1	1	0	3654.817	1	
Q95PE4	GEO07784p1	6.17	1	1	1	12922.299	1	
Q95R34	GH16463p	9.71	3	3	3	55028.1593	3	
Q95R98	Protein phosphatase methylesterase 1	7.82	3	4	3	99069.14	3	
Q95RB1	Pre-mRNA-splicing factor RBM22	12.2	5	6	5	76477.7143	5	
Q95RB2	Cuticular protein 49Ae	81.34	7	149	7	17985453.46557	135	
Q95RC5	LD44506p	5.31	3	3	3	27469.762499999997	3	
Q95RE4	LD37574p	41.48	11	18	0	39107.08993	10	
Q95RF6	LD34461p	34.5	4	13	4	250448.89045	11	
Q95RI2	LD28549p	27.78	8	12	8	129387.18289999999	10	
Q95RI7	Survival of motor neuron-related-splicing factor 30	17.28	4	4	0	36980.9271	4	
Q95RQ1	LD16414p	3.32	2	2	2	8908.837	1	
Q95RR6	LD15002p	64.6	17	61	0	121213.047	2	
Q95RS6	Phenoloxidase-activating factor 2	21.62	7	8	7	110687.8605	7	
Q95RV5	Ribulose-phosphate 3-epimerase	3.62	1	2	1	484289.61	2	
Q95RY2	LD01461p	48.09	10	18	2	543423.6086	13	
Q95SH0	GH26463p	1.52	2	2	2	11790.798	1	
Q95SH2	Charged multivesicular body protein 1, isoform A	30.54	8	14	8	348552.4705	11	
Q95SH7	GH26007p	8.57	2	3	2	39364.9645	3	
Q95SI7	GH23390p	65.87	15	59	15	2252068.59894	55	
Q95SN8	GH12395p	21.83	5	8	5	220649.1704	8	
Q95TK5	LD44914p	22.77	9	11	8	147373.9365	11	
Q95TL8	Endoplasmic reticulum protein 44, isoform A	36.17	17	31	0	939182.6891	31	
Q95TP0	LD34582p	3.1	1	1	1	9621.092	1	
Q95TZ7	GH19182p	78.36	26	115	0	3423471.3440300003	85	
Q95U15	GH14252p	75.64	27	227	0	4116985.00477	32	
Q95U34	GH11113p	22.45	11	21	11	709915.0058	19	
Q95WY3	Nucleolar protein 56	13.1	6	8	6	189500.397	8	
Q960D4	SD06560p	25.8	16	21	1	412023.94845	20	
Q960M4	Peroxiredoxin-5	52.63	9	87	9	7781364.3394	80	
Q960Y8	Aluminum tubes, isoform G	21.97	19	26	1	353126.03834	25	
Q961A8	LD25351p	1.59	1	1	0	935.9757	1	
Q961B3	5'-nucleotidase domain-containing protein 1	6.93	4	4	0	124773.861	4	
Q961B9	LD24073p	6.28	3	4	3	50784.9619	4	
Q961C8	LD22649p	10.93	4	5	0	18339.729339999998	4	
Q961E7	phosphorylase kinase	7.16	4	5	1	30611.2214	3	
Q961Q8	GH10454p	6.42	3	3	3	56860.340000000004	2	
Q961T9	GH07914p	29.41	6	10	6	231735.11849999998	10	
Q961X4	Combover, isoform B	11.74	9	14	0	95337.89891	13	
Q966T5	Paxillin, isoform D	28.93	7	18	3	171404.97100000002	4	
Q967S0	Amidophosphoribosyltransferase	9.69	5	5	0	81991.2285	5	
Q9I7I3	GH12831p	9.56	3	3	3	63882.4207	3	
Q9I7J0	GH21596p	69.23	11	41	11	1245118.30515	32	
Q9I7K3	N-acyl-aliphatic-L-amino acid amidohydrolase	2.0	1	1	1	15726.841	1	
Q9I7L9	Uncharacterized protein, isoform A	4.28	1	1	0	843.80084	1	
Q9I7M3	Uncharacterized protein, isoform A	32.89	10	21	0	919368.1235	19	
Q9I7Q5	Cuticular protein 65Au, isoform A	65.09	5	29	5	1057143.45705	24	
Q9NCC3	Sorting nexin	9.03	5	7	5	139349.156	7	
Q9NF31	EG:BACN25G24.3 protein (Fbgn0004860;ph-d protein)	3.02	4	4	0	60334.5252	4	
Q9NG60	Eukaryotic translation initiation factor 2D	3.37	1	1	1	598.0863	1	
Q9U1K7	Thioredoxin domain-containing protein 17	26.67	4	6	4	247183.187	6	
Q9U1L2	EG:BACR7A4.14 protein	47.01	11	15	11	143143.7735	13	
Q9U6P7	FI18813p1	11.39	5	8	5	149767.9751	7	
Q9U6R9	Gamma-soluble NSF attachment protein	49.01	19	59	16	2055213.4250999999	57	
Q9U9Q2	Neosin, isoform A	11.59	5	5	5	39860.676999999996	4	
Q9V393	Kurtz arrestin	9.57	4	5	4	81309.4277	5	
Q9V396	Carbonic anhydrase	64.44	15	34	15	2447607.487	32	
Q9V3A8	Ergic53, isoform A	4.69	3	3	3	76424.883	3	
Q9V3C8	DShc protein	1.71	1	1	1	11604.8	1	
Q9V3D9	Signal recognition particle 54 kDa protein	14.37	8	11	8	128415.23550000001	10	
Q9V3E3	Large ribosomal subunit protein mL50	14.29	3	3	3	46504.495	3	
Q9V3E7	LD24793p	39.85	12	24	12	355155.30222	23	
Q9V3E9	RNA polymerase II-associated protein 3	1.87	1	1	1	2923.7615	1	
Q9V3F8	Pyrroline-5-carboxylate reductase	25.71	5	13	5	388341.70697	13	
Q9V3H0	DNAation factor-related protein 4	2.67	1	1	1	2668.4602	1	
Q9V3I0	EG:BACR42I17.2 protein	12.18	3	3	3	28232.974000000002	2	
Q9V3L7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	52.0	6	14	6	303839.2314	13	
Q9V3N7	dihydropyrimidinase	45.16	25	46	6	1657498.9002399999	45	
Q9V3N9	B6	1.79	1	1	1	34627.453	1	
Q9V3P3	LD45860p	35.1	9	21	9	640478.8425500001	20	
Q9V3Q4	thioredoxin-dependent peroxiredoxin	17.36	4	4	4	53052.1562	4	
Q9V3R3	GPN-loop GTPase	5.5	2	2	2	8734.8703	2	
Q9V3T8	LD32469p	14.36	3	3	3	22833.094	3	
Q9V3U6	26-29kD-proteinase	24.41	11	33	11	1489474.4073	32	
Q9V3V2	peptidylprolyl isomerase	56.48	12	33	2	1023516.5453	30	
Q9V3V6	26S proteasome regulatory complex subunit p50	61.21	22	52	21	2649600.35223	47	
Q9V3V9	Endonuclease G inhibitor, isoform A	50.97	17	25	17	633102.8739	25	
Q9V3W2	GM23292p	61.68	14	52	14	2128438.55667	48	
Q9V3W7	LD40489p	47.45	11	20	11	167045.35281	13	
Q9V3W9	UV excision repair protein RAD23	33.57	10	25	3	347378.28183	24	
Q9V3Y4	LD43650p	8.23	2	3	2	10803.88	1	
Q9V3Y7	Uncharacterized protein, isoform A	62.76	17	33	17	993792.15806	32	
Q9V3Z4	GH11341p	27.89	14	24	14	533805.01174	19	
Q9V3Z9	HL02234p	42.6	15	43	15	2609428.8393099997	36	
Q9V400	Integrin linked kinase, isoform A	5.13	3	3	3	20768.1276	3	
Q9V405	26S proteasome regulatory subunit 6B	38.74	20	32	12	913297.8884	29	
Q9V406	Activator protein 4	9.35	6	8	6	114007.70513	7	
Q9V420	FI02878p	19.66	7	10	7	229055.05	8	
Q9V428	Ras suppressor protein 1	27.92	8	14	8	563579.0356000001	13	
Q9V434	Asparagine--tRNA ligase, cytoplasmic	7.35	5	5	5	39730.789170000004	5	
Q9V436	26S proteasome non-ATPase regulatory subunit 8	39.39	10	21	10	952796.5390999999	21	
Q9V455	Importin subunit alpha	19.84	9	23	9	667834.3753	23	
Q9V470	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	46.15	16	45	16	954208.50156	39	
Q9V4C1	Uncharacterized protein, isoform E	40.5	28	61	0	1212578.9611199999	54	
Q9V4D9	Purine-rich binding protein-alpha, isoform B	64.73	18	66	0	1747571.3187	54	
Q9V4E0	Complex I-49kD	33.97	12	20	11	660377.5947	20	
Q9V4E7	Transporter	3.46	3	4	2	72747.0915	3	
Q9V9M7	Large ribosomal subunit protein eL21	38.36	7	13	7	478592.10980000003	12	
Q9V9Q4	LD43819p	34.18	13	24	13	650356.19296	22	
Q9V9S0	Lysosome-associated membrane glycoprotein 5	11.64	3	5	3	137176.9532	5	
Q9V9T5	GM14617p	2.44	2	2	0	12994.0593	2	
Q9V9T9	Beta-glucuronidase	2.62	2	2	2	19049.62	2	
Q9V9U0	RE35358p	10.11	2	3	2	126992.462	3	
Q9V9U7	Tubulin-specific chaperone A	39.09	6	10	6	226500.1836	9	
Q9V9V0	Cleavage stimulation factor subunit 1	2.12	1	1	1	5168.3574	1	
Q9V9V4	CRAL-TRIO domain-containing protein	27.85	7	17	7	464326.1686	15	
Q9V9W2	Large ribosomal subunit protein eL6	24.69	8	26	0	2082388.9864	25	
Q9V9W4	GH08048p	1.69	1	1	1	3308.0374	1	
Q9V9Y6	Carbonic anhydrase	8.94	3	5	3	37785.1252	5	
Q9VA09	Guanylate cyclase soluble subunit beta-1	7.62	6	8	6	66719.48565	8	
Q9VA18	Coiled-coil-helix-coiled-coil-helix domain containing 3	78.03	19	64	19	1852277.02725	58	
Q9VA32	Cuticular protein 100A	21.99	4	10	4	63187.258400000006	7	
Q9VA34	LP06141p	2.47	3	4	3	19577.6717	4	
Q9VA36	CIN85 and CD2AP related, isoform C	16.67	13	19	0	187142.01074	15	
Q9VA41	GEO08227p1	52.87	7	17	3	105582.4877	8	
Q9VA42	Niemann-Pick type C-2g, isoform A	49.69	7	28	4	764757.44819	23	
Q9VA56	GH23271p	54.34	20	59	1	4829.2866	1	
Q9VA69	procollagen-proline 4-dioxygenase	7.09	4	4	4	48860.1426	4	
Q9VA71	FI19924p1	7.86	3	3	3	864.63794	1	
Q9VA76	IP18706p	16.71	5	7	5	44037.69	6	
Q9VA81	GEO10172p1	13.57	2	3	2	40638.0423	3	
Q9VA95	Trafficking protein particle complex subunit	15.17	2	3	2	14861.318299999999	3	
Q9VA97	Pyridoxal phosphate homeostasis protein	32.28	9	13	9	354337.37331	13	
Q9VAA6	GEO12235p1	19.62	3	4	3	49611.0584	4	
Q9VAA9	JIL-1 anchoring and stabilizing protein, isoform A	23.58	9	11	9	105508.81173	10	
Q9VAC1	GM14349p	62.05	20	122	20	9518879.09838	109	
Q9VAC4	GEO09167p1	55.77	8	20	8	918594.5312	20	
Q9VAC9	Uncharacterized protein, isoform A	11.98	4	6	0	27787.0765	4	
Q9VAD4	Translation initiation factor eIF2B subunit alpha	9.15	3	3	3	18831.9581	3	
Q9VAD7	RH37294p	5.2	1	1	1	780.34875	1	
Q9VAG3	trypsin	24.11	5	8	5	231150.5784	7	
Q9VAG9	3'(2'),5'-bisphosphate nucleotidase 1	37.91	10	19	10	282488.52869999997	17	
Q9VAI9	GEO07291p1	62.25	9	53	5	3356339.05966	46	
Q9VAJ9	Mitochondrial 2-oxoglutarate/malate carrier protein	25.87	9	9	9	294128.30746000004	9	
Q9VAL5	protein-tyrosine-phosphatase	2.72	3	3	0	5939.5239	2	
Q9VAL7	Calnexin 99A, isoform A	37.52	23	55	1	1378227.9369	49	
Q9VAN7	Phosphoglycerate mutase	65.88	17	107	15	8169184.95204	97	
Q9VAQ4	Peptidase S1 domain-containing protein	13.48	4	4	4	58120.6964	4	
Q9VAS1	Neprilysin-like 19	2.53	2	2	2	11444.1817	2	
Q9VAU6	LD27564p	2.99	2	2	2	12066.7481	2	
Q9VAV2	FI21480p1	13.07	11	15	11	246878.773	15	
Q9VAY0	Neprilysin 7	3.91	3	3	3	16630.4006	3	
Q9VAY2	Heat shock protein 83	39.9	31	79	30	1818838.94432	68	
Q9VAY6	Pre-mRNA-splicing factor SPF27	11.87	3	4	3	41071.256	2	
Q9VAY9	GH07821p	8.65	3	3	3	17457.5261	3	
Q9VB05	ALG-2 interacting protein X	24.28	25	38	25	1187513.28763	34	
Q9VB10	Hydroxysteroid dehydrogenase-like protein 2	42.72	16	48	16	1669886.70684	44	
Q9VB17	IP11341p	10.74	3	3	3	57380.153	3	
Q9VB22	LD33695p	18.39	9	13	9	89877.10766000001	12	
Q9VB23	Serine/threonine protein phosphatase 2A regulatory subunit	21.76	12	22	1	356278.57994	20	
Q9VB51	GEO08385p1	13.33	1	1	1	3379.6367	1	
Q9VB64	Uridine diphosphate glucose pyrophosphatase NUDT14	46.7	8	15	8	586820.8053400001	14	
Q9VB66	CLIP domain-containing serine protease	4.72	2	2	2	40973.382	2	
Q9VB69	Malic enzyme	29.5	16	20	2	195267.24422	19	
Q9VB76	Carbonic anhydrase	9.32	3	3	3	43280.875	3	
Q9VB77	IP09938p	7.01	2	5	2	51382.18785	5	
Q9VB79	IP09473p	17.65	6	14	6	278789.33640000003	13	
Q9VB81	Cuticular protein 97Eb	66.81	11	42	11	1354996.3344	37	
Q9VB86	LP07342p	16.78	3	6	3	26129.745349999997	5	
Q9VB96	Uncharacterized protein, isoform A	20.21	10	22	0	698253.2734	21	
Q9VBC1	Uncharacterized protein, isoform A	19.35	2	2	2	1834.6136	1	
Q9VBC9	Beaten path VII	7.74	3	3	3	28903.008429999998	3	
Q9VBI2	UMP-CMP kinase	50.99	13	81	13	3646681.9705	78	
Q9VBI3	RH72336p	22.66	7	16	7	375367.80942999996	15	
Q9VBL3	GH01188p	5.83	3	3	3	27916.5444	3	
Q9VBN5	60S ribosomal protein L27	15.56	2	2	2	74469.16	2	
Q9VBP5	Jing interacting gene regulatory 1, isoform A	2.38	1	1	1	5104.654	1	
Q9VBP6	Succinate-semialdehyde dehydrogenase	72.5	26	100	26	6060092.7871	86	
Q9VBR3	Astrocytic leucine-rich repeat molecule	5.94	3	4	3	68307.704	3	
Q9VBS7	Uncharacterized protein, isoform B	27.76	12	26	12	1440909.0703	26	
Q9VBT1	CHK kinase-like domain-containing protein	14.15	6	7	6	99161.37030000001	7	
Q9VBT2	IP11926p	4.33	2	2	2	24135.64	2	
Q9VBU0	Uncharacterized protein, isoform A	4.08	2	2	2	24102.608999999997	2	
Q9VBU9	40S ribosomal protein S27	23.81	3	11	3	2815140.682	11	
Q9VBV4	Juvenile hormone binding protein 7	15.2	4	4	3	106512.243	4	
Q9VBX3	Vig2, isoform B	1.58	1	1	0	22949.857	1	
Q9VBY7	Protein lin-7 homolog	72.82	13	48	1	2347962.82	44	
Q9VC05	Oxysterol-binding protein	8.55	6	6	6	24357.82182	4	
Q9VC06	LD37516p	15.62	11	15	11	138311.80299999999	13	
Q9VC10	Phosphatidylinositol glycan anchor biosynthesis class S	1.49	1	1	1	26250.05	1	
Q9VC18	Bifunctional purine biosynthesis protein ATIC	35.93	19	29	19	477150.4404	27	
Q9VC30	RE05274p	18.28	3	6	3	22500.8062	5	
Q9VC31	Ras-related protein Rab-1	28.64	6	12	4	328488.8684	8	
Q9VC48	Methionine aminopeptidase	28.88	10	16	10	734920.5335	16	
Q9VC53	BolA-like protein DDB_G0274169	31.33	5	13	5	218095.0012	11	
Q9VC58	Syntaxin-18	4.05	2	2	2	19167.852	2	
Q9VC66	AT25567p	19.46	8	9	8	203909.588	9	
Q9VC67	Juvenile hormone binding protein 12	27.38	7	10	7	69327.75278000001	9	
Q9VC87	RE57978p	2.84	1	1	1	12696.744	1	
Q9VCB9	FI08802p	15.16	4	4	4	116708.61200000001	4	
Q9VCD8	Structural maintenance of chromosomes protein	2.5	3	3	3	8418.220679999999	3	
Q9VCD9	Uncharacterized protein, isoform C	34.42	5	11	5	523781.2223	10	
Q9VCE0	Phosphatidylserine decarboxylase proenzyme, mitochondrial	9.17	4	5	4	146200.6911	5	
Q9VCF8	LD23561p	22.64	7	9	7	176064.6783	9	
Q9VCI4	LD32918p	1.13	1	2	1	7031.342	1	
Q9VCI7	LD02979p	17.15	6	9	1	100374.43190000001	7	
Q9VCK6	LD34157p	18.02	7	8	7	107948.28255	7	
Q9VCR2	N-acyl-aliphatic-L-amino acid amidohydrolase	8.98	4	4	4	41335.8248	4	
Q9VCR4	FI17836p1	5.18	4	6	4	38646.9294	4	
Q9VCR9	RH48101p	43.21	13	26	13	740370.23619	24	
Q9VCT4	Klingon	4.4	2	2	2	12544.1955	2	
Q9VCU0	GEO02312p1	14.17	2	7	2	233532.7383	7	
Q9VCU1	FI07649p	1.31	1	1	1	5778.549	1	
Q9VCU6	Heterochromatin protein 1c	6.75	2	3	2	37159.758	2	
Q9VCW2	Cardinal	4.82	4	4	4	66756.52660000001	4	
Q9VCW6	GCS light chain	33.33	11	27	11	1392946.02894	26	
Q9VCZ2	FI07970p	2.48	1	1	1	16655.695	1	
Q9VD00	FI07666p	34.53	8	15	8	487435.14099999995	12	
Q9VD01	LP12095p	4.55	1	1	1	67876.57	1	
Q9VD02	GH14779p	30.73	4	11	4	290884.0686	11	
Q9VD13	GH02671p	10.79	6	7	0	52977.2521	6	
Q9VD14	GH07286p	9.57	6	9	6	213198.6413	9	
Q9VD29	small monomeric GTPase	49.74	9	33	9	1270274.9546	30	
Q9VD30	GH05294p	70.16	12	36	12	1630859.8064100002	32	
Q9VD55	Holocytochrome c-type synthase	5.34	2	3	2	20890.653	3	
Q9VD58	Isocitric dehydrogenase subunit beta	50.54	16	106	16	5540193.8363	88	
Q9VD64	ADP-ribosylation factor-like protein 3	20.11	3	5	3	40793.7484	4	
Q9VD68	GH19849p	6.84	3	3	3	37393.143800000005	3	
Q9VD72	Vacuolar-sorting protein SNF8	5.91	2	2	2	76342.856	2	
Q9VDC0	GH01837p	24.0	5	14	5	311977.27170000004	14	
Q9VDC1	Deoxyribonuclease TATDN1	3.45	1	1	1	10798.565	1	
Q9VDC2	isopentenyl-diphosphate Delta-isomerase	2.73	1	1	1	19258.596	1	
Q9VDC3	AP complex subunit sigma	35.92	5	15	5	558166.1017	15	
Q9VDE2	oxaloacetate tautomerase	33.18	6	15	6	1344259.1615900001	13	
Q9VDF4	Cortactin, isoform A	30.95	16	23	16	403551.2583	18	
Q9VDH3	GH08630p	55.7	12	33	12	1279077.0601000001	29	
Q9VDI1	LD46328p	48.58	21	60	0	1440563.32214	53	
Q9VDI3	Myosin-2 essential light chain	28.19	4	5	4	45368.5335	5	
Q9VDI5	Uncharacterized protein, isoform A	29.18	6	16	4	197621.1567	10	
Q9VDK2	GH15831p	1.18	1	1	0	4661.4683	1	
Q9VDK7	Signal recognition particle subunit SRP72	33.54	18	21	18	208971.13424	21	
Q9VDK9	GH12359p	4.71	3	3	3	20689.26765	3	
Q9VDL0	Signal recognition particle 14 kDa protein	20.18	3	4	3	55830.113600000004	4	
Q9VDL5	GEO09602p1	13.43	1	1	1	11238.37	1	
Q9VDP9	S-formylglutathione hydrolase	45.8	8	15	1	474245.893	13	
Q9VDQ3	Identity crisis	6.14	3	3	3	23954.5045	3	
Q9VDT1	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	27.9	11	25	11	943345.9505	22	
Q9VDT4	Uncharacterized protein, isoform A	7.73	1	1	1	7208.191	1	
Q9VDT5	Carboxypeptidase	18.05	8	20	8	582105.2653	17	
Q9VDU1	Acyl-CoA synthetase X3	2.04	1	1	1	2379.258	1	
Q9VDU7	nicotinamidase	21.57	7	17	7	282324.4515	17	
Q9VDV2	AT06125p	6.34	3	3	2	52730.464	2	
Q9VDY8	MIP08680p	65.44	17	56	1	2234531.93639	51	
Q9VDZ8	Mitochondrial import inner membrane translocase subunit TIM44	48.13	22	50	0	1955773.20866	48	
Q9VE08	GH10002p	10.8	2	2	2	73658.7492	2	
Q9VE12	LD27322p	8.02	3	3	3	50663.917	3	
Q9VE24	N-sulfoglucosamine sulfohydrolase	7.44	5	6	5	87142.69099999999	5	
Q9VE31	GEO12059p1	9.91	1	1	1	2282.3801	1	
Q9VE52	Cleavage stimulation factor 64 kD subunit	12.41	5	6	5	73603.20079999999	6	
Q9VE56	FI17806p1	11.22	3	3	3	218089.603	3	
Q9VE57	GEO10850p1	5.52	1	2	1	33148.137	2	
Q9VE75	V-type proton ATPase subunit a	4.92	4	4	3	71002.86379999999	4	
Q9VE85	Nucleoporin 43kD	13.41	4	6	4	53394.2833	6	
Q9VE94	LD14127p	5.73	2	3	2	21779.553	2	
Q9VEA1	Eukaryotic translation initiation factor 4C	24.32	5	9	5	211976.4989	8	
Q9VEA7	FI01460p	8.99	1	3	1	105448.56199999999	3	
Q9VEB1	Malate dehydrogenase, mitochondrial	84.52	28	296	28	28819035.66784	252	
Q9VEB7	AT04491p	2.05	1	1	1	38525.68	1	
Q9VEC2	Proteasome assembly chaperone 2	21.86	5	7	5	133065.6528	6	
Q9VEC8	RE23139p1	26.92	4	5	4	123152.5636	5	
Q9VED8	Deoxyribonuclease II	8.2	3	4	3	58342.023400000005	4	
Q9VEF5	Inhibitor of growth protein	3.0	1	2	1	308.65848	1	
Q9VEG8	RE59232p	13.2	3	5	3	61113.7548	5	
Q9VEH2	Transmembrane protein 192	6.15	2	2	2	71864.92606	2	
Q9VEJ3	Pyrroline-5-carboxylate reductase	50.55	10	29	2	1204842.9974	25	
Q9VEJ9	Curly Su	4.52	3	3	3	53796.269400000005	3	
Q9VEK7	Cellular repressor of E1A-stimulated genes, isoform A	15.17	4	4	1	48154.97	3	
Q9VEK8	GH07711p	35.28	12	21	12	700687.0007	21	
Q9VEN3	non-specific serine/threonine protein kinase	19.63	11	18	11	154507.31387	13	
Q9VEN6	Mitochondrial ribosomal protein S11	4.5	1	1	1	21761.12	1	
Q9VEN9	Protein associated with topo II related - 1, isoform A	4.75	4	4	4	40425.629	3	
Q9VEP6	Adenylosuccinate lyase	20.79	10	22	10	584805.69635	21	
Q9VEP8	GH11385p	13.77	10	12	10	222116.8565	12	
Q9VEP9	Splicing factor 3A subunit 1	16.96	11	16	11	171773.649	12	
Q9VEQ2	ER membrane protein complex subunit 2	22.34	6	7	1	85484.43414	5	
Q9VES8	RE28913p	26.26	8	9	8	367099.232	9	
Q9VET3	peptidyl-tRNA hydrolase	5.88	1	1	1	15871.056	1	
Q9VEV3	Tetratricopeptide repeat protein 1	52.85	13	19	13	267799.9681	18	
Q9VEV7	Protein farnesyltransferase subunit beta	6.68	3	3	3	50165.606	3	
Q9VEW1	Jiangshi, isoform A	5.65	3	3	3	13685.1427	2	
Q9VEY0	Uncharacterized protein, isoform C	45.28	12	18	4	198513.8415	17	
Q9VEY4	Growth hormone-regulated TBC protein 1	5.15	2	3	2	26343.787	3	
Q9VEY5	MICOS complex subunit	64.16	13	43	13	1437463.52716	43	
Q9VF03	Brahma associated protein 155 kDa	7.03	9	10	0	114320.6182	9	
Q9VF15	GEO09476p1	65.36	10	39	7	1284489.6831	35	
Q9VF23	arginine kinase	3.28	2	2	2	83565.647	2	
Q9VF24	Crossveinless d	5.17	8	10	8	95663.8482	8	
Q9VF28	Actin-related protein 2/3 complex subunit 3	46.89	7	11	7	266766.949	9	
Q9VF39	FI01459p	15.0	6	10	6	70605.64454	8	
Q9VF51	Aldehyde oxidase 3, isoform A	4.94	7	13	5	181101.88005	12	
Q9VF70	Cerebral cavernous malformation 3	13.94	4	5	4	76280.1598	5	
Q9VF77	FI16517p1	13.42	5	6	5	88069.35699999999	5	
Q9VF82	Trafficking protein particle complex subunit 6B	13.16	2	3	2	53175.3403	3	
Q9VF85	serine--tRNA ligase	13.67	5	5	5	73857.3637	5	
Q9VF86	N-acetyl-D-glucosamine kinase	14.66	7	11	7	187574.399	8	
Q9VF98	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	34.29	3	4	3	45515.3925	4	
Q9VFC7	Mf5 protein	78.08	31	236	0	7538828.41369	153	
Q9VFF0	Mitochondrial-processing peptidase subunit beta	59.15	23	134	23	12433673.07861	101	
Q9VFI3	GEO08281p1	45.19	3	10	3	111935.446	7	
