Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127N, Sample, n/a, SFug_M1	Abundances Count: F5: 127N, Sample, n/a, SFug_M1	Modifications
Q9V3V9	Endonuclease G inhibitor, isoform A	47.63	16	37	16	393681.00464	34	
Q9V3W2	GM23292p	61.08	12	86	12	1561947.50554	73	
Q9V3W7	LD40489p	41.18	10	24	10	91371.34509	14	
Q9V3W9	UV excision repair protein RAD23	28.5	9	33	4	108159.60063	24	
Q9V3Y4	LD43650p	6.65	2	4	2	1695.1471	1	
Q9V3Y7	Uncharacterized protein, isoform A	37.54	11	33	11	133930.6996	28	
Q9V3Z4	GH11341p	22.31	12	31	12	102420.06203	25	
Q9V3Z9	HL02234p	46.21	14	53	14	1731775.9646100001	37	
Q9V400	Integrin linked kinase, isoform A	6.7	4	6	3	8220.54504	6	
Q9V405	26S proteasome regulatory subunit 6B	41.65	19	51	11	526813.59916	39	
Q9V406	Activator protein 4	9.03	7	16	7	31138.864139999998	10	
Q9V420	FI02878p	13.91	5	10	5	38509.81582	10	
Q9V428	Ras suppressor protein 1	29.33	9	20	9	142661.81606	17	
Q9V434	Asparagine--tRNA ligase, cytoplasmic	4.66	3	5	3	12645.5463	3	
Q9V436	26S proteasome non-ATPase regulatory subunit 8	29.17	7	12	7	111657.2681	8	
Q9V455	Importin subunit alpha	15.95	9	16	9	103067.62538	12	
Q9V470	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	33.41	15	35	15	344011.6083	32	
Q9V491	Plexin A, isoform A	1.03	2	2	0	331.69382	1	
Q9V4C1	Uncharacterized protein, isoform E	29.3	23	61	0	532601.59703	45	
Q9V4D9	Purine-rich binding protein-alpha, isoform B	64.0	17	75	0	1024218.83886	63	
Q9V4E0	Complex I-49kD	26.28	9	14	8	84897.82225	9	
Q9V4E7	Transporter	3.62	3	6	2	14694.31392	6	
Q9V7W9	Nuclear inhibitor of protein phosphatase 1	8.88	3	3	3	3980.8379299999997	3	
Q9V9M7	Large ribosomal subunit protein eL21	35.22	6	13	6	69702.16601	9	
Q9V9Q4	LD43819p	24.01	9	22	9	178834.21351	15	
Q9V9S0	Lysosome-associated membrane glycoprotein 5	8.81	2	5	2	76958.7819	3	
Q9V9T5	GM14617p	15.04	10	14	1	15702.8542	8	
Q9V9T9	Beta-glucuronidase	2.62	2	2	2	1860.4799	1	
Q9V9U7	Tubulin-specific chaperone A	24.55	4	12	4	59785.38045	11	
Q9V9V0	Cleavage stimulation factor subunit 1	6.6	3	3	3	3702.444	2	
Q9V9V4	CRAL-TRIO domain-containing protein	13.76	5	13	5	79991.67406	12	
Q9V9W2	Large ribosomal subunit protein eL6	21.4	7	29	0	284496.53356	18	
Q9V9W4	GH08048p	3.6	2	2	2	670.22833	1	
Q9V9Y6	Carbonic anhydrase	2.65	1	2	1	1224.58637	2	
Q9VA09	Guanylate cyclase soluble subunit beta-1	4.57	5	9	5	39483.8857	7	
Q9VA18	Coiled-coil-helix-coiled-coil-helix domain containing 3	78.92	20	89	20	1552690.18672	78	
Q9VA32	Cuticular protein 100A	15.35	4	16	4	66377.7626	9	
Q9VA34	LP06141p	3.64	4	5	4	7837.84944	5	
Q9VA36	CIN85 and CD2AP related, isoform C	17.91	16	33	0	103046.77755	20	
Q9VA41	GEO08227p1	42.04	6	16	2	96553.9246	7	
Q9VA42	Niemann-Pick type C-2g, isoform A	49.69	7	22	4	406685.5416	13	
Q9VA56	GH23271p	60.79	20	66	1	696.40204	1	
Q9VA69	procollagen-proline 4-dioxygenase	1.27	1	3	1	13380.8328	3	
Q9VA71	FI19924p1	6.19	3	3	3	9421.01538	3	
Q9VA76	IP18706p	11.33	4	8	4	13776.99122	5	
Q9VA95	Trafficking protein particle complex subunit	5.52	1	2	1	3368.7564	2	
Q9VA97	Pyridoxal phosphate homeostasis protein	34.25	10	19	10	168100.98508	17	
Q9VAA6	GEO12235p1	10.76	2	6	2	29549.460980000003	6	
Q9VAA9	JIL-1 anchoring and stabilizing protein, isoform A	16.21	9	20	9	43638.18184	14	
Q9VAC1	GM14349p	63.31	21	113	21	4567845.74572	86	
Q9VAC4	GEO09167p1	23.08	3	12	3	215757.9475	10	
Q9VAC9	Uncharacterized protein, isoform A	28.12	9	17	1	16756.00854	8	
Q9VAD4	Translation initiation factor eIF2B subunit alpha	8.5	3	4	3	4123.8549	2	
Q9VAD7	RH37294p	11.56	2	3	2	1712.20118	3	
Q9VAG3	trypsin	11.46	3	6	3	32940.1471	5	
Q9VAG9	3'(2'),5'-bisphosphate nucleotidase 1	20.92	7	10	7	15203.3545	5	
Q9VAI9	GEO07291p1	62.25	9	62	5	1949960.4996699998	42	
Q9VAJ9	Mitochondrial 2-oxoglutarate/malate carrier protein	23.34	8	14	8	76712.81271	13	
Q9VAL5	protein-tyrosine-phosphatase	2.29	3	4	0	5061.03316	3	
Q9VAL7	Calnexin 99A, isoform A	32.07	20	84	1	731181.60985	53	
Q9VAN7	Phosphoglycerate mutase	63.53	18	121	16	6578240.31176	94	
Q9VAQ4	Peptidase S1 domain-containing protein	12.85	5	10	5	33146.59085	8	
Q9VAS1	Neprilysin-like 19	3.58	3	5	3	3353.9408599999997	4	
Q9VAU6	LD27564p	2.62	2	2	2	5297.1319	2	
Q9VAV2	FI21480p1	16.09	13	25	13	77736.84857	20	
Q9VAY0	Neprilysin 7	5.58	4	4	4	4030.4044000000004	2	
Q9VAY2	Heat shock protein 83	34.31	28	98	27	799873.15118	72	
Q9VAY6	Pre-mRNA-splicing factor SPF27	7.19	2	2	2	18881.328999999998	2	
Q9VAY9	GH07821p	4.83	2	2	2	21187.074	1	
Q9VB05	ALG-2 interacting protein X	17.46	19	58	19	423429.19137	47	
Q9VB10	Hydroxysteroid dehydrogenase-like protein 2	48.54	18	54	18	827772.51189	47	
Q9VB17	IP11341p	10.12	4	7	4	16134.9235	5	
Q9VB22	LD33695p	13.07	8	14	8	94423.83903999999	9	
Q9VB23	Serine/threonine protein phosphatase 2A regulatory subunit	14.5	9	31	1	36373.85181	14	
Q9VB64	Uridine diphosphate glucose pyrophosphatase NUDT14	41.98	7	10	7	131814.5063	9	
Q9VB69	Malic enzyme	19.45	12	25	1	57127.64903	16	
Q9VB76	Carbonic anhydrase	5.79	2	4	2	18152.2079	4	
Q9VB77	IP09938p	4.06	1	2	1	3473.8528	1	
Q9VB78	Eater	12.38	3	7	3	2604.512	1	
Q9VB79	IP09473p	14.19	5	15	5	27056.0189	12	
Q9VB81	Cuticular protein 97Eb	42.98	11	59	11	783937.03956	53	
Q9VB86	LP07342p	7.34	1	1	1	4856.9053	1	
Q9VB96	Uncharacterized protein, isoform A	24.33	11	26	2	236747.02610000002	23	
Q9VBC1	Uncharacterized protein, isoform A	39.78	4	8	4	6871.58822	8	
Q9VBC9	Beaten path VII	3.68	2	4	2	14899.3318	4	
Q9VBI2	UMP-CMP kinase	50.99	13	74	13	1382156.2773199999	49	
Q9VBI3	RH72336p	22.66	7	23	7	84264.84761	17	
Q9VBL3	GH01188p	8.54	5	6	5	5481.82104	5	
Q9VBN5	60S ribosomal protein L27	5.93	1	1	1	891.80084	1	
Q9VBP5	Jing interacting gene regulatory 1, isoform A	7.44	3	3	2	12210.4146	3	
Q9VBP6	Succinate-semialdehyde dehydrogenase	76.03	33	149	33	3113328.68897	126	
Q9VBR3	Astrocytic leucine-rich repeat molecule	3.4	2	4	2	14548.896700000001	3	
Q9VBS7	Uncharacterized protein, isoform B	30.82	11	20	11	270546.09032	19	
Q9VBT1	CHK kinase-like domain-containing protein	9.59	4	6	4	13467.6864	6	
Q9VBT2	IP11926p	4.57	2	2	2	904.1445	1	
Q9VBU0	Uncharacterized protein, isoform A	8.15	4	5	3	5585.4615	3	
Q9VBU9	40S ribosomal protein S27	22.62	2	16	2	500483.70682	10	
Q9VBV4	Juvenile hormone binding protein 7	7.6	2	3	1	11439.3555	3	
Q9VBX3	Vig2, isoform B	9.03	3	4	0	8914.929680000001	3	
Q9VBY7	Protein lin-7 homolog	54.36	10	72	1	868011.20517	57	
Q9VC05	Oxysterol-binding protein	3.19	3	5	3	14908.7381	5	
Q9VC06	LD37516p	12.05	9	12	9	39015.6489	10	
Q9VC10	Phosphatidylinositol glycan anchor biosynthesis class S	1.87	1	1	1	960.1558	1	
Q9VC18	Bifunctional purine biosynthesis protein ATIC	21.53	13	33	13	119297.62541	25	
Q9VC30	RE05274p	13.98	3	7	3	4502.4688	1	
Q9VC31	Ras-related protein Rab-1	25.82	6	20	4	29660.80385	9	
Q9VC48	Methionine aminopeptidase	19.52	7	14	7	85931.6654	14	
Q9VC53	BolA-like protein DDB_G0274169	28.0	5	12	5	71570.0304	8	
Q9VC58	Syntaxin-18	6.08	3	3	3	826.52124	2	
Q9VC66	AT25567p	25.62	12	25	12	78028.90065	24	
Q9VC67	Juvenile hormone binding protein 12	11.51	3	6	3	7149.3381	4	
Q9VC87	RE57978p	7.51	3	5	3	9009.248599999999	2	
Q9VCB9	FI08802p	6.15	2	2	2	15818.9894	2	
Q9VCC9	LD23779p	2.55	3	5	3	1059.85321	2	
Q9VCD8	Structural maintenance of chromosomes protein	3.15	4	7	4	3281.9394	3	
Q9VCD9	Uncharacterized protein, isoform C	27.27	4	9	4	107043.1849	8	
Q9VCE0	Phosphatidylserine decarboxylase proenzyme, mitochondrial	6.94	3	7	3	9124.33652	7	
Q9VCF8	LD23561p	10.51	4	8	4	31506.5905	6	
Q9VCI4	LD32918p	5.33	4	7	4	346.2221	1	
Q9VCI7	LD02979p	12.03	5	12	1	79402.3663	9	
Q9VCK6	LD34157p	14.88	7	11	7	27043.87143	7	
Q9VCR2	N-acyl-aliphatic-L-amino acid amidohydrolase	8.23	4	8	4	34133.571429999996	6	
Q9VCR4	FI17836p1	3.66	3	5	3	4372.19362	3	
Q9VCR9	RH48101p	20.22	8	34	8	167487.44411	28	
Q9VCT4	Klingon	5.69	3	4	3	4163.29722	3	
Q9VCU0	GEO02312p1	33.33	4	15	4	43683.798670000004	11	
Q9VCU6	Heterochromatin protein 1c	6.75	2	4	2	23715.5043	4	
Q9VCW2	Cardinal	11.33	9	12	9	10460.82156	5	
Q9VCW6	GCS light chain	37.54	12	34	12	206847.74941	29	
Q9VCZ2	FI07970p	5.96	3	4	3	2209.0868	2	
Q9VD00	FI07666p	15.11	4	16	4	71522.9829	13	
Q9VD01	LP12095p	8.52	2	4	2	18629.1694	4	
Q9VD02	GH14779p	37.99	5	19	5	150374.15262	16	
Q9VD13	GH02671p	17.26	8	11	1	28310.10295	7	
Q9VD14	GH07286p	11.88	8	21	8	123118.65013	21	
Q9VD29	small monomeric GTPase	48.19	9	26	9	1234788.07286	23	
Q9VD30	GH05294p	74.19	12	43	12	1154589.94853	39	
Q9VD55	Holocytochrome c-type synthase	5.34	2	3	2	10579.341199999999	3	
Q9VD58	Isocitric dehydrogenase subunit beta	45.95	14	105	14	2298840.30908	79	
Q9VD64	ADP-ribosylation factor-like protein 3	24.58	4	5	4	18173.0665	3	
Q9VD68	GH19849p	4.3	2	3	2	10800.023000000001	3	
Q9VD72	Vacuolar-sorting protein SNF8	7.09	2	5	2	23277.82886	5	
Q9VDC0	GH01837p	28.0	5	14	5	25842.456729999998	11	
Q9VDC2	isopentenyl-diphosphate Delta-isomerase	6.25	2	4	2	37887.14	4	
Q9VDC3	AP complex subunit sigma	35.92	5	12	5	237304.4454	10	
Q9VDE2	oxaloacetate tautomerase	34.09	6	7	6	221940.6802	4	
Q9VDF4	Cortactin, isoform A	27.73	15	34	15	108833.0309	26	
Q9VDH3	GH08630p	66.23	13	38	13	791147.87749	33	
Q9VDI1	LD46328p	53.04	22	79	0	443988.81765	52	
Q9VDI3	Myosin-2 essential light chain	17.45	3	4	3	7192.6055	2	
Q9VDI5	Uncharacterized protein, isoform A	29.18	5	11	3	27986.7853	4	
Q9VDK2	GH15831p	5.72	4	6	3	13802.38728	5	
Q9VDK7	Signal recognition particle subunit SRP72	25.54	16	32	16	84726.43012	20	
Q9VDK9	GH12359p	6.46	4	6	4	32704.769	5	
Q9VDL5	GEO09602p1	13.43	1	2	1	7206.0612	2	
Q9VDP9	S-formylglutathione hydrolase	29.02	6	23	1	252767.3887	19	
Q9VDQ3	Identity crisis	6.53	4	4	4	407.15585	1	
Q9VDT1	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	32.84	12	22	12	149940.51487	19	
Q9VDT5	Carboxypeptidase	20.54	8	17	8	146801.70396	14	
Q9VDU7	nicotinamidase	15.69	5	15	5	137692.32213	13	
Q9VDV2	AT06125p	8.54	4	4	3	3843.9794699999998	2	
Q9VDY8	MIP08680p	57.35	14	64	1	673557.77586	53	
Q9VDZ8	Mitochondrial import inner membrane translocase subunit TIM44	41.59	20	73	0	537631.65458	71	
Q9VE08	GH10002p	8.92	2	3	2	3520.9492	2	
Q9VE12	LD27322p	14.81	5	12	5	25029.41482	9	
Q9VE24	N-sulfoglucosamine sulfohydrolase	6.68	4	7	4	17089.14629	5	
Q9VE52	Cleavage stimulation factor 64 kD subunit	14.08	6	8	6	25925.55153	6	
Q9VE56	FI17806p1	7.14	2	3	2	44505.649900000004	3	
Q9VE57	GEO10850p1	12.41	2	3	2	9974.9313	3	
Q9VE73	WD repeat-containing protein 37	3.29	2	2	2	1159.41775	2	
Q9VE75	V-type proton ATPase subunit a	2.76	3	4	2	12912.9489	3	
Q9VE85	Nucleoporin 43kD	12.57	5	11	5	28180.242430000002	8	
Q9VE94	LD14127p	12.24	5	6	5	8371.82118	4	
Q9VEA1	Eukaryotic translation initiation factor 4C	31.08	6	17	6	168328.72878	14	
Q9VEA7	FI01460p	28.09	1	3	1	4160.996300000001	2	
Q9VEB1	Malate dehydrogenase, mitochondrial	85.12	28	303	28	14193217.30174	235	
Q9VEB7	AT04491p	5.94	3	3	3	12724.34056	2	
Q9VEC2	Proteasome assembly chaperone 2	14.57	4	6	4	21433.84127	4	
Q9VEC8	RE23139p1	14.62	2	4	2	19930.735699999997	4	
Q9VED8	Deoxyribonuclease II	10.11	4	12	4	70218.83857	9	
Q9VEF5	Inhibitor of growth protein	7.39	3	4	3	9830.220150000001	2	
Q9VEG8	RE59232p	2.8	1	1	1	25151.078	1	
Q9VEH2	Transmembrane protein 192	6.15	2	5	2	10852.74	3	
Q9VEJ3	Pyrroline-5-carboxylate reductase	51.28	10	39	2	435160.27213	33	
Q9VEJ9	Curly Su	1.2	1	2	1	8126.584699999999	2	
Q9VEK7	Cellular repressor of E1A-stimulated genes, isoform A	28.91	6	14	1	110358.17715999999	12	
Q9VEK8	GH07711p	34.05	12	33	12	146584.40816	27	
Q9VEN3	non-specific serine/threonine protein kinase	17.6	12	21	12	56345.39185	16	
Q9VEN6	Mitochondrial ribosomal protein S11	7.5	2	2	2	3227.7309999999998	2	
Q9VEN9	Protein associated with topo II related - 1, isoform A	6.51	6	8	6	10124.71533	6	
Q9VEP6	Adenylosuccinate lyase	11.64	7	24	7	97607.21661	21	
Q9VEP8	GH11385p	13.2	10	14	10	34146.4467	9	
Q9VEP9	Splicing factor 3A subunit 1	15.05	12	22	12	56397.35918	14	
Q9VEQ2	ER membrane protein complex subunit 2	14.18	4	10	1	14898.19935	6	
Q9VES8	RE28913p	27.34	8	16	8	23024.567300000002	10	
Q9VET3	peptidyl-tRNA hydrolase	11.76	2	3	2	30710.4854	3	
Q9VEV3	Tetratricopeptide repeat protein 1	24.33	9	26	9	101056.83589999999	19	
Q9VEV7	Protein farnesyltransferase subunit beta	5.73	3	3	3	421.32434	1	
Q9VEW1	Jiangshi, isoform A	4.4	3	4	3	9368.50207	3	
Q9VEY0	Uncharacterized protein, isoform C	34.23	11	25	3	96868.17876	19	
Q9VEY4	Growth hormone-regulated TBC protein 1	4.85	2	3	2	16912.4559	3	
Q9VEY5	MICOS complex subunit	55.31	12	37	12	865669.18651	33	
Q9VEY9	GH15759p	2.33	1	1	1	666.3298	1	
Q9VF03	Brahma associated protein 155 kDa	12.32	12	17	1	50270.21146	15	
Q9VF15	GEO09476p1	81.05	12	61	8	694961.07414	44	
Q9VF23	arginine kinase	7.22	4	6	4	5306.49147	2	
Q9VF24	Crossveinless d	5.1	8	12	8	37288.36717	10	
Q9VF28	Actin-related protein 2/3 complex subunit 3	33.33	6	19	6	40138.70116	10	
Q9VF39	FI01459p	4.13	2	2	2	6669.1313	1	
Q9VF51	Aldehyde oxidase 3, isoform A	9.89	13	22	10	87260.9393	21	
Q9VF70	Cerebral cavernous malformation 3	16.35	4	7	4	16821.5901	6	
Q9VF77	FI16517p1	10.07	4	7	4	13725.79236	4	
Q9VF82	Trafficking protein particle complex subunit 6B	22.37	4	4	4	12111.340499999998	3	
Q9VF86	N-acetyl-D-glucosamine kinase	13.79	5	12	5	125817.25498	11	
Q9VF98	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	9.52	1	2	1	12889.4936	2	
Q9VFC7	Mf5 protein	84.38	37	292	0	3180724.2131600003	173	
Q9VFE9	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	3.84	2	3	2	2236.02085	2	
Q9VFF0	Mitochondrial-processing peptidase subunit beta	67.02	24	158	24	4590044.64602	114	
Q9VFI3	GEO08281p1	21.15	1	1	1	3289.878	1	
Q9VFM0	GH19262p	4.96	3	5	3	3310.5135600000003	4	
Q9VFN7	GEO07678p1	20.13	4	19	4	178745.13734000002	15	
Q9VFN9	GEO07882p1	15.32	2	6	2	24561.215	4	
Q9VFP0	RH07106p	17.84	7	11	7	41410.6609	10	
Q9VFP6	Inositol polyphosphate 1-phosphatase	39.73	14	39	14	485981.72375	29	
Q9VFQ9	Dipeptidase B, isoform A	18.7	11	26	11	261734.14934	20	
Q9VFS1	Adenosine deaminase	6.77	5	9	5	8138.54635	5	
Q9VFS4	Cilia- and flagella-associated protein 36	13.23	4	7	4	24355.632999999998	5	
Q9VFT4	AT27578p	10.58	6	11	6	5585.64839	8	
Q9VFU7	Sidestep IV, isoform C	3.8	4	6	4	16447.96774	5	
Q9VFV1	RE55542p	2.83	2	2	2	15677.4323	2	
Q9VFV9	DnaJ-like-2, isoform A	55.83	19	59	19	863926.31652	55	
Q9VFZ4	Methanethiol oxidase	9.67	5	11	5	68204.2142	10	
Q9VG00	Cytochrome c oxidase assembly protein COX20, mitochondrial	15.45	3	5	3	6256.53459	4	
Q9VG01	RE12073p	5.26	3	3	3	10508.5615	2	
Q9VG04	Protein MEMO1	10.85	4	6	4	5212.5692500000005	4	
Q9VG06	peptidyl-tRNA hydrolase	5.76	1	1	1	2020.0691	1	
Q9VG23	GH22994p	65.12	12	32	1	655062.04607	23	
Q9VG26	MIP06012p	38.03	8	22	8	284179.38902	18	
Q9VG28	Beaten path Vc	2.36	1	3	1	349.67487	1	
Q9VG31	Malic enzyme	16.64	15	41	0	214584.44475	35	
Q9VG33	Sulfurtransferase	73.64	6	14	6	485965.435	14	
Q9VG42	Glycine N-methyltransferase	15.57	5	8	5	45184.138	7	
Q9VG51	Sorting nexin-3	55.69	9	28	9	106881.86772	22	
Q9VG62	Toys are us	1.44	1	1	1	719.42523	1	
Q9VG69	LP03547p	32.01	11	35	11	291145.72649000003	30	
Q9VG81	RH49330p	11.83	6	15	6	29086.89464	9	
Q9VG92	Glutathione S transferase D8	13.21	3	20	2	38043.20018	5	
Q9VGA0	Glutathione S transferase D9, isoform A	42.66	9	19	8	213702.9172	15	
Q9VGA1	Glutathione S transferase D10, isoform A	10.48	3	17	1	4446.5472	2	
Q9VGA3	LD12305p	35.91	7	32	6	263467.04875	23	
Q9VGC2	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	4.58	2	2	2	2654.4812	2	
Q9VGE4	FI04457p	9.25	11	16	11	25943.10496	10	
Q9VGE7	Beta-galactosidase	8.01	4	9	4	8110.783289999999	5	
Q9VGF3	IP11040p	11.88	5	6	5	7725.60956	3	
Q9VGF7	Mitochondrial glutamate carrier 2	21.5	8	32	6	205931.58516	26	
Q9VGJ9	Heme oxygenase	14.53	5	10	5	80926.35889999999	10	
Q9VGK3	peptidylprolyl isomerase	36.96	4	9	4	57737.60566	8	
Q9VGL0	LD43047p	2.84	4	6	4	1031.8984	2	
Q9VGM2	Fatty acid-binding protein, muscle	84.62	13	246	0	8425593.77321	199	
Q9VGP7	Large ribosomal subunit protein mL40	12.76	3	7	3	30668.773	7	
Q9VGQ1	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	42.52	20	85	20	2138680.04099	72	
Q9VGQ8	Arfaptin	6.76	3	4	3	15675.860050000001	4	
Q9VGR0	DnaJ homolog subfamily C member 17	13.04	4	4	4	5503.422350000001	3	
Q9VGR1	GRIP and coiled-coil domain containing 88 kDa	4.03	3	5	3	2671.61374	2	
Q9VGS3	RH44771p	14.04	3	26	3	303371.30376	21	
Q9VGT0	UDP-glucuronosyltransferase	1.36	1	2	1	8210.8128	2	
Q9VGT3	GM04645p	5.3	3	5	3	1448.03375	2	
Q9VGT8	UDP-glucuronosyltransferase	3.68	3	7	3	13824.41786	3	
Q9VGU7	Arrestin C-terminal-like domain-containing protein	6.56	3	4	3	11015.4672	2	
Q9VGV9	palmitoyl-protein hydrolase	14.47	4	5	4	22509.3496	3	
Q9VGW7	type I protein arginine methyltransferase	15.16	5	7	5	38868.4951	6	
Q9VGY2	Peptide deformylase	10.08	3	4	1	13129.1078	4	
Q9VGY8	Phytanoyl-CoA dioxygenase domain containing 1	3.82	1	1	1	2761.2783	1	
Q9VGZ3	Cytoplasmic aconitate hydratase	13.79	14	24	9	57239.184850000005	14	
Q9VH25	Gamma-soluble NSF attachment protein	19.79	6	13	4	32983.55615	7	
Q9VH26	Carbonic anhydrase	17.11	6	21	6	164505.73468	16	
Q9VH37	IP06524p	14.29	3	4	3	21251.483119999997	4	
Q9VH63	Uncharacterized protein	3.0	2	2	2	859.9048	1	
Q9VH64	LD29322p	10.03	4	5	4	24554.5496	4	
Q9VH66	FI18258p1	29.61	6	13	6	37240.67602	10	
Q9VH72	TA01656p1	52.94	7	23	7	305500.50107999996	16	
Q9VH76	Synaptosomal-associated protein	68.87	15	67	13	310113.31301	37	
Q9VH77	mannose-6-phosphate isomerase	7.58	4	10	4	23100.36433	10	
Q9VH81	protein-serine/threonine phosphatase	8.85	5	7	5	41346.3142	7	
Q9VH85	GH14967p	3.41	3	3	3	3017.7322	1	
Q9VH98	Diuretic hormone 44, isoform A	21.91	6	8	6	88237.9575	6	
Q9VHA1	Spermidine synthase, isoform A	10.45	3	12	0	93493.56349999999	8	
Q9VHA8	LD25575p	12.25	8	20	8	111668.9804	15	
Q9VHB1	Mitochondrial pyruvate carrier	35.06	5	19	1	77676.91262	13	
Q9VHB8	2-oxoisovalerate dehydrogenase subunit alpha	7.74	4	7	4	37087.672	6	
Q9VHC3	Blistery, isoform A	13.19	10	18	10	70852.072	13	
Q9VHC7	FI21236p1	30.54	19	54	9	647194.89713	38	
Q9VHC8	LD31448p	10.06	2	2	2	547.70703	1	
Q9VHE3	GH05665p	9.38	4	6	4	16964.96212	6	
Q9VHE4	omega-amidase	17.31	5	13	5	37845.7961	12	
Q9VHE5	Large ribosomal subunit protein eL34	17.86	4	9	0	24106.7088	6	
Q9VHF9	Uncharacterized protein, isoform B	10.11	2	10	2	90520.64087999999	9	
Q9VHG6	Insulator binding factor 2	22.05	5	9	5	21506.075539999998	8	
Q9VHH8	Beag	6.82	4	8	4	17201.13952	7	
Q9VHI1	Hyrax	7.06	4	6	4	7598.1955499999995	4	
Q9VHI8	Uncharacterized protein, isoform A	26.09	8	21	1	201958.955	20	
Q9VHJ2	LD32381p	2.65	1	1	1	2995.6167	1	
Q9VHJ5	Carbonic anhydrase	10.98	3	4	2	13174.5378	2	
Q9VHJ7	LD41978p	4.65	3	3	3	6704.341	1	
Q9VHL2	T-complex protein 1 subunit eta	38.79	20	47	20	409257.62327	39	
Q9VHM3	LD30467p	10.77	5	8	5	19022.0932	6	
Q9VHN4	GH14121p	9.77	3	5	3	4219.99665	4	
Q9VHN7	transketolase	22.36	14	33	2	229806.67270999998	24	
Q9VHQ0	Large ribosomal subunit protein mL66	5.16	1	2	1	7804.7366	2	
Q9VHT3	CG9617 protein	15.17	3	3	3	8252.11402	2	
Q9VHT5	Large ribosomal subunit protein uL1m	10.73	4	7	4	15749.71348	5	
Q9VHX2	GH08043p	9.4	4	7	4	6755.837170000001	4	
Q9VHX4	LD24679p	66.57	21	108	21	2324362.30994	87	
Q9VI04	Beta-ureidopropionase	13.47	5	8	5	13872.694449999999	4	
Q9VI09	GH14494p	49.01	6	27	6	519419.88676	22	
Q9VI21	Dementin, isoform D	3.92	3	3	0	1008.34815	2	
Q9VI24	LD25151p	7.73	3	3	3	3215.6436	1	
Q9VI53	LD44267p	14.93	6	13	6	26129.46732	11	
Q9VI57	Dephospho-CoA kinase domain-containing protein	16.95	4	6	4	17449.2494	3	
Q9VI64	LD30995p	47.03	13	57	13	694943.86086	49	
Q9VI80	Thawb	1.58	2	3	2	6498.6891	2	
Q9VIB5	Carboxylic ester hydrolase	6.99	4	5	3	10527.745930000001	5	
Q9VIE7	GMP synthase (glutamine-hydrolyzing)	5.86	4	7	4	9264.53777	4	
Q9VIE8	Aconitate hydratase, mitochondrial	71.92	51	330	44	11896268.61788	248	
Q9VIF2	GM01519p	8.7	4	11	4	45819.7604	10	
Q9VIG0	Malectin domain-containing protein	18.16	7	12	7	48312.88315	10	
Q9VIH1	CG9273 protein	16.67	5	12	5	14670.27259	7	
Q9VII5	GEO08323p1	25.79	4	13	4	77711.96253	12	
Q9VII9	Glyoxylate reductase/hydroxypyruvate reductase	2.76	1	1	0	1705.154	1	
Q9VIJ3	FI14214p	12.78	2	3	1	751.765	1	
Q9VIK0	Alpha-methylacyl-CoA racemase, isoform A	8.04	3	3	3	1178.5521	2	
Q9VIK6	Centrocortin, isoform A	14.56	12	20	12	37354.80072	14	
Q9VIL2	LD19544p	8.63	3	8	3	38428.7901	8	
Q9VIM0	Lysosomal Pro-X carboxypeptidase	9.05	6	18	6	92953.59517	15	
Q9VIN9	Small ribosomal subunit protein mS40	15.2	3	6	3	36021.04262	6	
Q9VIQ5	RH02620p	27.49	7	16	7	15352.52618	8	
Q9VIQ6	FI17342p1	14.79	3	8	3	36090.5997	7	
Q9VIQ8	Cytochrome c oxidase subunit 4	47.25	11	50	11	910888.88956	40	
Q9VIS4	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]	6.13	3	3	3	12760.0003	3	
Q9VIU3	FI23988p1	6.9	3	4	3	8261.037779999999	4	
Q9VIV6	GH04973p	4.56	2	2	2	827.77527	1	
Q9VIW6	small monomeric GTPase	11.72	3	3	3	20798.918700000002	3	
Q9VIW9	alkaline phosphatase	2.35	1	1	1	1826.6725	1	
Q9VIX1	Galactose-specific C-type lectin, isoform A	24.19	2	2	2	24775.8721	2	
Q9VIX7	Fondue, isoform B	19.41	7	15	1	64343.77245	8	
Q9VJ19	Large ribosomal subunit protein eL30	42.34	4	18	4	180038.59395	10	
Q9VJ22	GH09876p	5.41	2	3	2	1954.0387	1	
Q9VJ25	Membrane magnesium transporter	16.51	2	3	2	10776.227069999999	3	
Q9VJ28	L-2-hydroxyglutarate dehydrogenase, mitochondrial	18.02	7	14	7	197306.6467	12	
Q9VJ30	non-specific serine/threonine protein kinase	5.24	7	13	2	37490.67523	9	
Q9VJ43	Sterol carrier protein 2	26.47	13	48	6	497859.80442	37	
Q9VJ58	Fas-associated factor 2, isoform A	18.1	9	20	9	39963.308189999996	13	
Q9VJ60	GM16226p	12.15	3	7	3	23438.44726	7	
Q9VJ61	SD03870p	9.81	5	6	5	9728.96769	5	
Q9VJ68	Hydroxylysine kinase	17.03	8	19	8	113426.30375	15	
