Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 126, Sample, n/a, SFug_F3	Abundances Count: F8: 126, Sample, n/a, SFug_F3	Modifications
Q8SY13	Beaten path IIIc, isoform A	8.62	4	5	0	22481.0654	4	
Q8SY19	Microsomal glutathione S-transferase 1	14.47	3	8	1	304595.75169999996	7	
Q8SY58	Ketimine reductase mu-crystallin	1.97	1	1	1	5920.9097	1	
Q8SY67	lysozyme	14.47	2	6	2	369807.35049999994	6	
Q8SY69	MICOS complex subunit MIC10	25.0	2	7	2	1193621.368	7	
Q8SYC4	RE68566p	3.93	2	2	2	75029.934	2	
Q8SYD9	Endophilin B, isoform A	44.87	17	82	0	4204158.53172	70	
Q8SYG3	E2 ubiquitin-conjugating enzyme	53.57	11	27	1	2028585.8921	25	
Q8SYH8	RE57644p	19.05	5	10	0	192862.107	10	
Q8SYJ2	GEO09626p1	67.47	10	68	10	10969239.3822	65	
Q8SYQ4	RE42475p	69.59	10	50	10	3517694.20916	45	
Q8SYQ8	RE40412p	27.94	4	9	4	100621.6645	9	
Q8SZK5	RH26533p	16.4	3	4	3	128534.50300000001	3	
Q8SZK9	HL04814p	59.31	15	64	15	9007583.36863	62	
Q8SZM2	RH04334p	28.15	9	35	9	5433571.851199999	33	
Q8SZN1	GEO08217p1	73.39	10	27	5	1908250.7666000002	27	
Q8T0I9	GH27479p	28.88	11	16	1	483249.02890000003	14	
Q8T0J5	GH26851p	40.42	12	39	0	5741413.274	39	
Q8T0N5	GH17516p	19.54	8	15	8	816740.1041	15	
Q8T0U6	Serine/threonine-protein phosphatase	12.15	6	10	1	94264.6228	5	
Q8T0V2	GH02495p	25.5	11	20	0	422164.28510000004	15	
Q8T389	Endophilin B	43.12	16	71	0	9539.5262	2	
Q8T3V6	Large ribosomal subunit protein uL29m	16.61	5	5	4	47216.63072	5	
Q8T3W8	Venom allergen-1	12.6	4	6	0	80053.4076	5	
Q8T4C4	ATP synthase subunit beta	11.25	5	77	1	9303.861	1	
Q8T4G5	AFG3 like matrix AAA peptidase subunit 2, isoform A	25.42	23	36	2	1803195.2290999999	31	
Q8T6I0	Achaete scute target 1, isoform B	64.98	32	81	0	4875490.7092	75	
Q8T972	N-terminal E2 ubiquitin-conjugating enzyme	4.55	1	2	0	8399.244200000001	2	
Q8WR19	AFGF intracellular binding protein	2.79	1	1	0	11671.705	1	
Q94513	Boundary element associated factor	18.79	5	8	1	78617.32336	7	
Q94533	Ribosomal protein S6 kinase	6.12	3	3	3	28370.288	2	
Q94883	DNA replication-related element factor, isoform A	4.23	3	3	3	101752.942	3	
Q95NU8	GH16255p	14.82	7	11	7	217076.00639999998	10	
Q95NV8	Allatostatin C, isoform B	28.1	2	4	0	12522.8696	4	
Q95PE4	GEO07784p1	5.56	1	1	1	7350.6543	1	
Q95R34	GH16463p	12.62	4	5	4	128989.7079	4	
Q95R98	Protein phosphatase methylesterase 1	7.82	3	6	3	175152.5453	6	
Q95RB1	Pre-mRNA-splicing factor RBM22	18.66	8	9	8	77171.0931	8	
Q95RB2	Cuticular protein 49Ae	48.51	7	175	7	30371541.46966	157	
Q95RC5	LD44506p	4.95	3	3	3	22690.594	3	
Q95RE4	LD37574p	51.42	13	23	0	63988.2278	19	
Q95RF6	LD34461p	34.5	4	12	4	400732.91740000003	11	
Q95RI2	LD28549p	31.37	9	11	9	164229.5369	11	
Q95RI7	Survival of motor neuron-related-splicing factor 30	20.99	5	6	1	82700.0689	5	
Q95RP1	LD18295p	10.71	2	2	2	21512.869300000002	2	
Q95RQ1	LD16414p	3.32	2	2	2	7114.941199999999	2	
Q95RR6	LD15002p	64.6	18	79	0	80712.914	2	
Q95RS6	Phenoloxidase-activating factor 2	15.2	5	8	5	279282.423	8	
Q95RV5	Ribulose-phosphate 3-epimerase	15.38	3	8	3	799107.09953	8	
Q95RY2	LD01461p	45.04	9	18	2	363266.7429	15	
Q95SH0	GH26463p	2.44	2	2	2	7740.90676	2	
Q95SH2	Charged multivesicular body protein 1, isoform A	30.54	8	28	8	754341.9531	23	
Q95SH7	GH26007p	3.49	1	2	1	189762.61	2	
Q95SI7	GH23390p	75.09	18	61	18	4650879.9211	56	
Q95SN8	GH12395p	15.49	4	7	4	240881.24730000002	6	
Q95TK5	LD44914p	21.21	9	14	8	418371.3218	12	
Q95TL8	Endoplasmic reticulum protein 44, isoform A	33.5	15	31	0	1924451.66983	31	
Q95TP0	LD34582p	4.51	2	2	2	12116.901	1	
Q95TZ7	GH19182p	85.32	28	147	0	14731271.93065	119	
Q95U15	GH14252p	83.65	34	259	0	4791481.563999999	29	
Q95U34	GH11113p	30.82	13	27	13	1884437.5248	26	
Q95WY3	Nucleolar protein 56	16.13	8	9	8	354526.7203	9	
Q960D4	SD06560p	20.91	13	13	0	638556.3696999999	13	
Q960M4	Peroxiredoxin-5	74.21	13	104	13	22892413.48127	97	
Q960Y8	Aluminum tubes, isoform G	25.74	22	26	0	833158.80336	25	
Q961A8	LD25351p	2.07	1	1	0	1547.6234	1	
Q961B3	5'-nucleotidase domain-containing protein 1	5.24	3	3	0	148960.3197	3	
Q961B9	LD24073p	3.72	2	2	2	60178.585	2	
Q961C8	LD22649p	9.84	4	4	0	51709.31	4	
Q961E7	phosphorylase kinase	7.88	4	5	0	75027.1355	3	
Q961K6	GH19047p	3.18	2	2	2	2484.5942	1	
Q961Q8	GH10454p	8.89	4	5	4	80193.1165	5	
Q961T9	GH07914p	32.94	6	12	6	493540.4127	12	
Q961X4	Combover, isoform B	17.43	11	13	0	70286.40019	13	
Q966T5	Paxillin, isoform D	28.93	7	20	4	106763.0358	6	
Q967S0	Amidophosphoribosyltransferase	11.33	6	8	0	93915.6647	6	
Q9I7H8	LD37276p	14.29	4	5	4	43784.2143	5	
Q9I7I3	GH12831p	12.97	4	4	4	74949.1802	4	
Q9I7J0	GH21596p	72.19	11	40	11	3554131.7572999997	36	
Q9I7K3	N-acyl-aliphatic-L-amino acid amidohydrolase	3.74	2	2	2	71606.51800000001	2	
Q9I7L9	Uncharacterized protein, isoform A	14.01	5	5	0	82828.44	5	
Q9I7M3	Uncharacterized protein, isoform A	48.17	12	25	1	1445968.5693	24	
Q9I7Q5	Cuticular protein 65Au, isoform A	65.09	7	25	7	2613135.30437	24	
Q9NCC3	Sorting nexin	15.58	8	10	8	394764.763	10	
Q9NF31	EG:BACN25G24.3 protein (Fbgn0004860;ph-d protein)	1.47	2	2	0	14674.83164	2	
Q9NG60	Eukaryotic translation initiation factor 2D	4.97	2	2	2	7267.5617999999995	2	
Q9U1K7	Thioredoxin domain-containing protein 17	37.78	6	8	6	418105.6791	8	
Q9U1L2	EG:BACR7A4.14 protein	55.78	12	16	12	271290.3689	14	
Q9U6P7	FI18813p1	10.55	5	7	5	293152.9872	7	
Q9U6R9	Gamma-soluble NSF attachment protein	63.91	22	60	19	2340259.1578	59	
Q9U9Q2	Neosin, isoform A	20.22	7	7	7	113349.3824	7	
Q9V393	Kurtz arrestin	5.32	2	3	2	40432.689300000005	2	
Q9V396	Carbonic anhydrase	58.15	15	45	15	3521671.35477	43	
Q9V3A8	Ergic53, isoform A	4.88	3	3	3	51875.537000000004	3	
Q9V3C8	DShc protein	5.62	2	2	2	25823.6938	2	
Q9V3D9	Signal recognition particle 54 kDa protein	21.26	10	16	10	448939.4001	16	
Q9V3E3	Large ribosomal subunit protein mL50	19.05	4	5	4	91305.976	5	
Q9V3E7	LD24793p	42.86	14	26	14	540115.2514	23	
Q9V3E9	RNA polymerase II-associated protein 3	9.36	5	6	5	16707.6133	4	
Q9V3F8	Pyrroline-5-carboxylate reductase	25.71	5	14	5	504847.98230000003	14	
Q9V3I0	EG:BACR42I17.2 protein	12.18	3	8	3	397914.58536	8	
Q9V3L7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	48.67	6	10	6	285520.1717	9	
Q9V3N7	dihydropyrimidinase	41.6	23	59	4	3452604.86325	56	
Q9V3N9	B6	4.48	3	3	3	117460.061	3	
Q9V3P3	LD45860p	39.18	10	21	10	998043.8192	21	
Q9V3Q4	thioredoxin-dependent peroxiredoxin	12.4	3	4	3	47382.034100000004	4	
Q9V3R3	GPN-loop GTPase	7.59	3	3	3	30074.956	2	
Q9V3T8	LD32469p	18.46	4	6	4	58916.5427	4	
Q9V3U6	26-29kD-proteinase	24.77	13	38	13	4351558.8657	35	
Q9V3V2	peptidylprolyl isomerase	62.96	14	54	2	2996422.58735	54	
Q9V3V6	26S proteasome regulatory complex subunit p50	61.92	23	69	22	5965575.70947	62	
Q9V3V9	Endonuclease G inhibitor, isoform A	57.38	16	34	16	1106144.40896	30	
Q9V3W2	GM23292p	66.47	16	60	16	5769205.5417599995	53	
Q9V3W7	LD40489p	52.16	11	26	11	578923.9443600001	22	
Q9V3W9	UV excision repair protein RAD23	41.3	13	33	5	750685.6783	32	
Q9V3Y4	LD43650p	20.57	5	8	5	263463.0763	7	
Q9V3Y7	Uncharacterized protein, isoform A	60.36	15	32	15	1485133.65906	30	
Q9V3Z4	GH11341p	30.28	14	31	14	1289950.75846	24	
Q9V3Z9	HL02234p	42.6	17	39	17	3606449.73154	37	
Q9V400	Integrin linked kinase, isoform A	9.38	5	5	4	39822.8726	5	
Q9V405	26S proteasome regulatory subunit 6B	58.84	29	53	19	2604787.0124	48	
Q9V406	Activator protein 4	13.31	7	11	7	370243.32295	11	
Q9V420	FI02878p	15.83	8	12	8	529381.013	10	
Q9V428	Ras suppressor protein 1	36.04	9	20	9	787789.95938	16	
Q9V434	Asparagine--tRNA ligase, cytoplasmic	8.78	4	5	4	56135.585399999996	5	
Q9V436	26S proteasome non-ATPase regulatory subunit 8	31.06	9	19	9	999288.94257	17	
Q9V455	Importin subunit alpha	22.37	11	25	11	1905132.152	24	
Q9V470	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	45.91	19	44	19	2125829.98685	42	
Q9V491	Plexin A, isoform A	1.44	3	3	0	33346.399	3	
Q9V4C1	Uncharacterized protein, isoform E	47.85	34	78	0	2805135.50358	71	
Q9V4D9	Purine-rich binding protein-alpha, isoform B	64.73	19	82	0	6416275.642200001	69	
Q9V4E0	Complex I-49kD	31.41	12	19	11	949868.2887	19	
Q9V4E7	Transporter	9.12	6	7	3	393091.68200000003	7	
Q9V7W9	Nuclear inhibitor of protein phosphatase 1	6.01	2	3	2	10446.414700000001	3	
Q9V9M7	Large ribosomal subunit protein eL21	28.93	6	17	6	1144159.411	11	
Q9V9Q4	LD43819p	30.23	12	26	12	787667.385	22	
Q9V9S0	Lysosome-associated membrane glycoprotein 5	17.3	5	8	5	144436.1962	8	
Q9V9T5	GM14617p	13.75	10	10	0	121313.8462	9	
Q9V9T9	Beta-glucuronidase	2.92	2	2	2	23725.1505	2	
Q9V9U0	RE35358p	4.79	1	2	1	68584.543	2	
Q9V9U7	Tubulin-specific chaperone A	38.18	5	12	5	622999.60584	12	
Q9V9V0	Cleavage stimulation factor subunit 1	4.25	2	2	2	4220.2236	1	
Q9V9V4	CRAL-TRIO domain-containing protein	33.89	10	21	10	1052233.8067	17	
Q9V9W2	Large ribosomal subunit protein eL6	27.57	9	28	0	2683206.5099	24	
Q9V9W4	GH08048p	1.69	1	1	1	3868.8167	1	
Q9V9Y6	Carbonic anhydrase	8.61	3	3	3	27063.377	2	
Q9VA09	Guanylate cyclase soluble subunit beta-1	6.35	6	6	6	340443.609	6	
Q9VA18	Coiled-coil-helix-coiled-coil-helix domain containing 3	78.03	20	85	20	5067287.65428	81	
Q9VA32	Cuticular protein 100A	29.88	7	16	7	468004.99821	13	
Q9VA34	LP06141p	1.88	2	2	2	30512.37	2	
Q9VA36	CIN85 and CD2AP related, isoform C	24.15	19	24	0	405170.1319	21	
Q9VA41	GEO08227p1	52.87	7	18	3	377838.7167	12	
Q9VA42	Niemann-Pick type C-2g, isoform A	49.69	7	27	4	2167808.3794	24	
Q9VA56	GH23271p	63.77	23	81	2	62708.951199999996	5	
Q9VA69	procollagen-proline 4-dioxygenase	2.73	2	2	2	46907.395	1	
Q9VA71	FI19924p1	4.52	1	2	1	6900.4542	2	
Q9VA76	IP18706p	16.43	6	8	6	60124.981999999996	4	
Q9VA81	GEO10172p1	29.29	5	5	5	104438.599	5	
Q9VA95	Trafficking protein particle complex subunit	17.93	2	3	2	112484.751	3	
Q9VA97	Pyridoxal phosphate homeostasis protein	35.43	8	13	8	565658.0686	13	
Q9VAA6	GEO12235p1	19.62	3	7	3	186097.4965	7	
Q9VAA9	JIL-1 anchoring and stabilizing protein, isoform A	28.21	11	18	11	313997.2116	18	
Q9VAC1	GM14349p	45.49	17	130	17	23575690.95519	122	
Q9VAC4	GEO09167p1	63.46	7	16	7	1228867.3014	15	
Q9VAC9	Uncharacterized protein, isoform A	30.21	10	13	1	66620.11563	12	
Q9VAD4	Translation initiation factor eIF2B subunit alpha	8.17	3	3	3	14166.295299999998	2	
Q9VAD7	RH37294p	18.5	3	3	3	21302.8405	3	
Q9VAG3	trypsin	17.0	4	7	4	196196.916	7	
Q9VAG9	3'(2'),5'-bisphosphate nucleotidase 1	40.85	10	16	10	680842.315	13	
Q9VAI9	GEO07291p1	62.25	8	60	5	5365731.65309	54	
Q9VAJ9	Mitochondrial 2-oxoglutarate/malate carrier protein	33.75	12	15	12	686421.6477	15	
Q9VAL5	protein-tyrosine-phosphatase	0.86	1	1	0	1670.4109	1	
Q9VAL7	Calnexin 99A, isoform A	38.51	22	70	1	2215238.0943	65	
Q9VAN7	Phosphoglycerate mutase	62.35	16	134	14	25444708.8777	126	
Q9VAQ4	Peptidase S1 domain-containing protein	12.85	5	6	5	92887.7153	6	
Q9VAS1	Neprilysin-like 19	2.24	2	2	2	16603.8	1	
Q9VAU6	LD27564p	2.99	2	2	2	9896.7248	2	
Q9VAV2	FI21480p1	16.52	13	16	13	370519.9689	15	
Q9VAY0	Neprilysin 7	5.16	4	4	4	33520.577099999995	4	
Q9VAY2	Heat shock protein 83	37.87	32	96	31	4881521.94226	77	
Q9VAY6	Pre-mRNA-splicing factor SPF27	17.99	4	5	4	48860.7095	3	
Q9VAY9	GH07821p	7.89	3	3	3	42425.508	3	
Q9VB05	ALG-2 interacting protein X	26.2	26	47	26	2532182.27185	46	
Q9VB10	Hydroxysteroid dehydrogenase-like protein 2	48.06	18	46	18	4399953.00207	45	
Q9VB17	IP11341p	7.98	3	3	3	98920.87	1	
Q9VB22	LD33695p	14.29	8	11	8	227912.35220000002	10	
Q9VB23	Serine/threonine protein phosphatase 2A regulatory subunit	22.33	13	26	1	517719.54867	22	
Q9VB51	GEO08385p1	42.96	3	3	3	33493.932	2	
Q9VB64	Uridine diphosphate glucose pyrophosphatase NUDT14	47.17	9	29	9	752602.44866	24	
Q9VB66	CLIP domain-containing serine protease	6.04	3	4	3	35833.8864	3	
Q9VB69	Malic enzyme	20.75	12	16	1	206558.8541	15	
Q9VB76	Carbonic anhydrase	3.54	1	2	1	10310.2976	2	
Q9VB77	IP09938p	12.18	4	4	4	132182.245	4	
Q9VB79	IP09473p	24.22	8	17	8	704854.3484	15	
Q9VB81	Cuticular protein 97Eb	54.89	13	55	13	5571945.8734	53	
Q9VB86	LP07342p	10.14	2	3	1	14268.30058	3	
Q9VB96	Uncharacterized protein, isoform A	36.49	14	29	2	2144425.5343	29	
Q9VBC1	Uncharacterized protein, isoform A	29.03	3	3	3	25956.92756	3	
Q9VBC9	Beaten path VII	13.15	4	4	4	133397.079	4	
Q9VBI2	UMP-CMP kinase	54.55	16	95	16	10309272.74347	84	
Q9VBI3	RH72336p	28.52	9	21	9	1099151.0907	19	
Q9VBL3	GH01188p	13.79	7	7	7	54261.34	6	
Q9VBN5	60S ribosomal protein L27	26.67	4	6	4	1286198.8450000002	6	
Q9VBP5	Jing interacting gene regulatory 1, isoform A	4.76	2	2	1	33917.437	2	
Q9VBP6	Succinate-semialdehyde dehydrogenase	68.96	32	141	32	23991755.2792	133	
Q9VBR3	Astrocytic leucine-rich repeat molecule	1.7	1	1	1	22303.518	1	
Q9VBS7	Uncharacterized protein, isoform B	34.35	12	24	12	1417550.1239	24	
Q9VBT1	CHK kinase-like domain-containing protein	12.95	6	9	6	315740.7162	8	
Q9VBT2	IP11926p	9.86	4	4	4	27151.6633	3	
Q9VBU0	Uncharacterized protein, isoform A	7.43	4	4	3	53791.7636	3	
Q9VBU9	40S ribosomal protein S27	38.1	3	9	3	4033922.76	8	
Q9VBV4	Juvenile hormone binding protein 7	30.4	8	10	8	267329.5171	9	
Q9VBY7	Protein lin-7 homolog	63.08	12	50	1	3807013.9087	44	
Q9VC05	Oxysterol-binding protein	9.44	6	7	6	50368.532289999996	7	
Q9VC06	LD37516p	15.21	10	15	10	214607.6127	15	
Q9VC10	Phosphatidylinositol glycan anchor biosynthesis class S	3.17	2	2	2	8790.6546	2	
Q9VC18	Bifunctional purine biosynthesis protein ATIC	28.64	15	23	15	828887.2082	21	
Q9VC30	RE05274p	8.06	1	2	1	5674.6666000000005	2	
Q9VC31	Ras-related protein Rab-1	32.39	7	28	5	535396.4232	15	
Q9VC48	Methionine aminopeptidase	25.67	9	14	9	552413.9060000001	14	
Q9VC53	BolA-like protein DDB_G0274169	21.33	4	13	4	498674.0807	10	
Q9VC58	Syntaxin-18	8.86	4	4	4	26997.6598	4	
Q9VC66	AT25567p	28.82	13	18	13	347079.15105000004	18	
Q9VC67	Juvenile hormone binding protein 12	11.9	3	4	3	53424.4803	4	
Q9VC87	RE57978p	10.75	4	4	4	14975.0532	2	
Q9VCB9	FI08802p	26.23	6	12	6	656153.5545	12	
Q9VCD8	Structural maintenance of chromosomes protein	0.89	1	1	1	906.68945	1	
Q9VCD9	Uncharacterized protein, isoform C	34.42	5	10	5	832317.23234	10	
Q9VCE0	Phosphatidylserine decarboxylase proenzyme, mitochondrial	11.41	5	5	5	58114.57747	4	
Q9VCF8	LD23561p	23.45	8	11	8	229161.57986	11	
Q9VCI4	LD32918p	3.55	3	3	3	47149.294499999996	3	
Q9VCI7	LD02979p	17.37	7	12	0	324391.1784	11	
Q9VCK6	LD34157p	20.89	8	10	8	249064.68943	8	
Q9VCR2	N-acyl-aliphatic-L-amino acid amidohydrolase	10.22	5	5	4	74835.274	4	
Q9VCR4	FI17836p1	7.58	6	7	6	80844.57560000001	6	
Q9VCR9	RH48101p	39.61	11	25	11	1471361.1974	21	
Q9VCT4	Klingon	6.06	3	4	3	14036.6204	4	
Q9VCU0	GEO02312p1	34.17	4	8	4	562243.9349999999	8	
Q9VCU1	FI07649p	1.31	1	1	1	10620.066	1	
Q9VCU6	Heterochromatin protein 1c	14.35	3	3	3	71877.76699999999	2	
Q9VCW2	Cardinal	5.3	5	6	5	74151.9866	6	
Q9VCW6	GCS light chain	36.14	13	31	13	2266108.6497	27	
Q9VCZ2	FI07970p	2.48	1	1	1	49784.465	1	
Q9VD00	FI07666p	23.74	6	12	6	287061.68722	12	
Q9VD01	LP12095p	18.75	3	3	3	169804.82	2	
Q9VD02	GH14779p	30.73	4	10	4	345873.68176	10	
Q9VD13	GH02671p	14.64	8	9	0	134931.1786	8	
Q9VD14	GH07286p	17.02	9	13	9	213011.7134	12	
Q9VD29	small monomeric GTPase	54.92	10	33	10	2080857.87611	27	
Q9VD30	GH05294p	79.44	14	60	14	8081241.79766	47	
Q9VD55	Holocytochrome c-type synthase	3.56	1	1	1	30468.127	1	
Q9VD58	Isocitric dehydrogenase subunit beta	52.7	17	90	17	17431650.011	79	
Q9VD64	ADP-ribosylation factor-like protein 3	35.75	5	7	4	107713.4922	6	
Q9VD68	GH19849p	6.84	3	3	3	52893.676	3	
Q9VD72	Vacuolar-sorting protein SNF8	3.15	1	1	1	21149.953	1	
Q9VDC0	GH01837p	24.0	5	14	5	559994.3478	12	
Q9VDC1	Deoxyribonuclease TATDN1	5.33	2	2	2	9958.735540000001	2	
Q9VDC2	isopentenyl-diphosphate Delta-isomerase	10.55	2	2	2	8729.84056	2	
Q9VDC3	AP complex subunit sigma	44.37	6	14	6	1085542.4324	13	
Q9VDE2	oxaloacetate tautomerase	44.09	8	15	8	1171260.5041999999	14	
Q9VDF4	Cortactin, isoform A	36.31	23	28	23	1080569.5097	25	
Q9VDH3	GH08630p	58.77	13	36	13	2870073.91024	33	
Q9VDI1	LD46328p	56.88	24	81	1	3215943.43658	72	
Q9VDI3	Myosin-2 essential light chain	17.45	3	3	3	86204.3758	3	
Q9VDI5	Uncharacterized protein, isoform A	33.1	6	14	4	138876.24455	13	
Q9VDK2	GH15831p	3.87	3	3	2	46993.9707	3	
Q9VDK7	Signal recognition particle subunit SRP72	36.62	21	30	21	487778.9176	27	
Q9VDK9	GH12359p	4.89	3	4	3	158076.56	4	
Q9VDL0	Signal recognition particle 14 kDa protein	20.18	3	4	3	101770.21299999999	4	
Q9VDL5	GEO09602p1	52.24	3	3	3	80250.2807	3	
Q9VDP9	S-formylglutathione hydrolase	21.33	5	13	1	580578.1963	8	
Q9VDQ3	Identity crisis	8.06	4	4	4	29124.2579	4	
Q9VDT1	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	30.12	11	21	11	1226615.4552499999	20	
Q9VDT4	Uncharacterized protein, isoform A	9.39	1	2	1	13202.0957	2	
Q9VDT5	Carboxypeptidase	25.73	10	18	10	750741.113	18	
Q9VDU1	Acyl-CoA synthetase X3	8.36	4	5	3	22866.87805	5	
Q9VDU7	nicotinamidase	31.37	11	16	11	505896.186	16	
Q9VDV2	AT06125p	8.26	4	4	3	74700.212	3	
Q9VDY8	MIP08680p	74.26	18	75	2	4942437.12115	64	
Q9VDZ8	Mitochondrial import inner membrane translocase subunit TIM44	42.76	23	47	0	3652701.53076	46	
Q9VE08	GH10002p	13.62	3	3	3	29661.7125	3	
Q9VE12	LD27322p	19.44	7	8	7	64065.9544	6	
Q9VE24	N-sulfoglucosamine sulfohydrolase	8.59	5	6	5	72157.0806	4	
Q9VE31	GEO12059p1	18.92	2	2	2	4722.107300000001	2	
Q9VE52	Cleavage stimulation factor 64 kD subunit	14.08	6	8	6	60574.88304	7	
Q9VE56	FI17806p1	18.88	4	7	4	408781.6069	6	
Q9VE57	GEO10850p1	6.9	1	2	1	27625.441	2	
Q9VE73	WD repeat-containing protein 37	3.49	2	2	2	15834.8397	2	
Q9VE75	V-type proton ATPase subunit a	2.28	3	3	3	81014.793	2	
Q9VE85	Nucleoporin 43kD	19.27	7	9	7	101553.117	9	
Q9VE94	LD14127p	8.85	3	4	3	82591.4638	4	
Q9VEA1	Eukaryotic translation initiation factor 4C	31.08	6	15	6	584718.2598	13	
Q9VEA7	FI01460p	44.94	3	5	3	506473.2182	5	
Q9VEB1	Malate dehydrogenase, mitochondrial	85.12	28	305	28	74442275.46339001	262	
Q9VEB7	AT04491p	12.1	4	4	4	41207.075	4	
Q9VEC2	Proteasome assembly chaperone 2	36.44	8	9	8	252757.7146	9	
Q9VEC6	LD29902p	14.83	12	17	0	804.838	1	
Q9VEC8	RE23139p1	26.15	3	3	3	206313.39829999997	3	
Q9VED8	Deoxyribonuclease II	10.11	4	7	4	141997.29214	7	
Q9VEF5	Inhibitor of growth protein	13.16	4	4	4	39471.025	3	
Q9VEG8	RE59232p	10.8	2	2	2	41775.9983	2	
Q9VEH2	Transmembrane protein 192	17.31	4	4	4	218262.8739	4	
Q9VEJ3	Pyrroline-5-carboxylate reductase	45.79	9	30	2	1772263.4303	28	
Q9VEJ9	Curly Su	2.39	2	2	2	12874.985	2	
Q9VEK7	Cellular repressor of E1A-stimulated genes, isoform A	23.7	4	7	0	127635.9143	7	
Q9VEK8	GH07711p	39.88	11	22	11	686681.331	21	
Q9VEN3	non-specific serine/threonine protein kinase	24.14	15	18	15	467502.22864	15	
Q9VEN6	Mitochondrial ribosomal protein S11	5.0	1	1	1	16038.212	1	
Q9VEN9	Protein associated with topo II related - 1, isoform A	5.27	5	6	5	36096.3985	5	
Q9VEP6	Adenylosuccinate lyase	22.25	11	27	11	604375.6934	23	
Q9VEP8	GH11385p	21.38	13	18	13	263721.28135	17	
Q9VEP9	Splicing factor 3A subunit 1	26.79	18	22	18	378295.4434	19	
Q9VEQ2	ER membrane protein complex subunit 2	22.34	6	8	1	206233.6105	8	
Q9VES8	RE28913p	29.5	9	16	9	1090809.2127999999	16	
Q9VET3	peptidyl-tRNA hydrolase	25.21	4	5	4	146102.70799999998	3	
Q9VEV3	Tetratricopeptide repeat protein 1	45.25	12	19	12	589194.7382	19	
Q9VEV6	Uncharacterized protein, isoform A	10.84	3	3	3	14182.6928	2	
Q9VEV7	Protein farnesyltransferase subunit beta	4.3	2	2	2	22043.280400000003	2	
Q9VEW1	Jiangshi, isoform A	8.01	5	5	5	97712.3328	5	
Q9VEY0	Uncharacterized protein, isoform C	44.74	14	31	6	682121.45254	29	
Q9VEY4	Growth hormone-regulated TBC protein 1	2.12	1	1	1	23637.75	1	
Q9VEY5	MICOS complex subunit	62.39	12	34	12	3020462.7381	32	
Q9VEY9	GH15759p	3.1	1	1	1	952.3024	1	
Q9VF03	Brahma associated protein 155 kDa	11.25	11	11	0	229620.2198	11	
Q9VF15	GEO09476p1	81.05	12	39	8	3195360.49172	37	
Q9VF23	arginine kinase	12.25	6	7	6	108215.72829999999	7	
Q9VF24	Crossveinless d	3.88	6	7	6	91943.3829	7	
Q9VF28	Actin-related protein 2/3 complex subunit 3	57.06	8	18	8	483252.34261	17	
Q9VF39	FI01459p	13.04	5	7	5	231756.50615	6	
Q9VF51	Aldehyde oxidase 3, isoform A	7.1	11	15	10	397132.438	14	
Q9VF70	Cerebral cavernous malformation 3	21.63	6	7	6	115438.5408	7	
Q9VF77	FI16517p1	10.74	4	5	4	83307.71916000001	5	
Q9VF82	Trafficking protein particle complex subunit 6B	12.5	2	2	2	21941.6985	2	
Q9VF85	serine--tRNA ligase	7.19	3	3	3	46510.88649999999	3	
Q9VF86	N-acetyl-D-glucosamine kinase	16.95	6	9	6	366338.8222	8	
Q9VF98	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	40.95	4	5	4	62885.49888	5	
Q9VFC7	Mf5 protein	84.93	39	273	0	15413107.6851	176	
Q9VFE9	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	2.99	2	2	2	30583.731200000002	2	
Q9VFF0	Mitochondrial-processing peptidase subunit beta	62.34	26	158	26	31225346.02897	130	
Q9VFI3	GEO08281p1	45.19	3	10	3	248778.02560000002	6	
Q9VFM0	GH19262p	7.14	4	5	4	75233.99040000001	5	
Q9VFN7	GEO07678p1	27.67	5	18	5	539886.7593	18	
Q9VFN9	GEO07882p1	54.84	7	9	7	91717.2362	8	
Q9VFP0	RH07106p	18.65	6	7	6	172012.1005	6	
Q9VFP6	Inositol polyphosphate 1-phosphatase	39.73	14	43	14	2515977.47652	38	
Q9VFQ9	Dipeptidase B, isoform A	35.83	17	27	17	1211911.4923999999	22	
Q9VFS1	Adenosine deaminase	1.59	1	1	1	7159.0527	1	
Q9VFS4	Cilia- and flagella-associated protein 36	22.58	5	5	5	91516.73270000001	5	
Q9VFT4	AT27578p	16.09	9	13	9	83086.21650000001	9	
Q9VFU7	Sidestep IV, isoform C	2.1	2	2	2	30942.323399999997	2	
Q9VFV1	RE55542p	9.81	5	7	5	75243.04029	7	
Q9VFV9	DnaJ-like-2, isoform A	50.12	20	48	20	7985100.925	47	
Q9VFZ4	Methanethiol oxidase	7.41	3	4	3	144904.82679999998	4	
Q9VG00	Cytochrome c oxidase assembly protein COX20, mitochondrial	36.36	5	6	5	63770.932700000005	5	
Q9VG01	RE12073p	1.88	1	1	1	12502.75	1	
Q9VG04	Protein MEMO1	2.71	1	1	1	5974.9844	1	
Q9VG06	peptidyl-tRNA hydrolase	15.83	2	3	2	30616.39204	3	
