Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127C, Sample, n/a, SF1g_F1	Abundances Count: F5: 127C, Sample, n/a, SF1g_F1	Modifications
Q9VC05	Oxysterol-binding protein	3.19	3	5	3	29439.8355	5	
Q9VC06	LD37516p	12.05	9	12	9	72253.3645	10	
Q9VC10	Phosphatidylinositol glycan anchor biosynthesis class S	1.87	1	1	1	2760.734	1	
Q9VC18	Bifunctional purine biosynthesis protein ATIC	21.53	13	33	13	184969.93914	24	
Q9VC30	RE05274p	13.98	3	7	3	13700.61272	4	
Q9VC31	Ras-related protein Rab-1	25.82	6	20	4	63940.66039999999	10	
Q9VC48	Methionine aminopeptidase	19.52	7	14	7	148509.67609999998	14	
Q9VC53	BolA-like protein DDB_G0274169	28.0	5	12	5	151800.5041	10	
Q9VC58	Syntaxin-18	6.08	3	3	3	2340.2433	2	
Q9VC66	AT25567p	25.62	12	25	12	145048.26404	24	
Q9VC67	Juvenile hormone binding protein 12	11.51	3	6	3	23161.73733	6	
Q9VC87	RE57978p	7.51	3	5	3	13950.4589	3	
Q9VCB9	FI08802p	6.15	2	2	2	32123.983	2	
Q9VCC9	LD23779p	2.55	3	5	3	5601.13106	3	
Q9VCD8	Structural maintenance of chromosomes protein	3.15	4	7	4	8854.4931	3	
Q9VCD9	Uncharacterized protein, isoform C	27.27	4	9	4	95152.29624	8	
Q9VCE0	Phosphatidylserine decarboxylase proenzyme, mitochondrial	6.94	3	7	3	17473.2848	7	
Q9VCF8	LD23561p	10.51	4	8	4	53841.519909999995	8	
Q9VCI4	LD32918p	5.33	4	7	4	1571.83543	3	
Q9VCI7	LD02979p	12.03	5	12	1	166690.47449999998	9	
Q9VCK6	LD34157p	14.88	7	11	7	43811.73173	8	
Q9VCR2	N-acyl-aliphatic-L-amino acid amidohydrolase	8.23	4	8	4	46225.90995	7	
Q9VCR4	FI17836p1	3.66	3	5	3	13083.954600000001	3	
Q9VCR9	RH48101p	20.22	8	34	8	352466.34225	31	
Q9VCT4	Klingon	5.69	3	4	3	4380.3155	3	
Q9VCU0	GEO02312p1	33.33	4	15	4	50204.404	12	
Q9VCU1	FI07649p	2.77	2	2	2	507.74387	1	
Q9VCU6	Heterochromatin protein 1c	6.75	2	4	2	34012.159400000004	4	
Q9VCW2	Cardinal	11.33	9	12	9	20980.18853	9	
Q9VCW6	GCS light chain	37.54	12	34	12	393660.12015	29	
Q9VCZ2	FI07970p	5.96	3	4	3	6214.4464	3	
Q9VD00	FI07666p	15.11	4	16	4	156109.15	13	
Q9VD01	LP12095p	8.52	2	4	2	41180.5	4	
Q9VD02	GH14779p	37.99	5	19	5	282769.3159	17	
Q9VD13	GH02671p	17.26	8	11	1	55331.5551	7	
Q9VD14	GH07286p	11.88	8	21	8	244570.29048	21	
Q9VD29	small monomeric GTPase	48.19	9	26	9	2021895.0071	23	
Q9VD30	GH05294p	74.19	12	43	12	2187396.88086	41	
Q9VD55	Holocytochrome c-type synthase	5.34	2	3	2	11206.1794	2	
Q9VD58	Isocitric dehydrogenase subunit beta	45.95	14	105	14	4588052.10713	89	
Q9VD64	ADP-ribosylation factor-like protein 3	24.58	4	5	4	29334.038	3	
Q9VD68	GH19849p	4.3	2	3	2	21597.6881	3	
Q9VD72	Vacuolar-sorting protein SNF8	7.09	2	5	2	51907.32965	5	
Q9VDC0	GH01837p	28.0	5	14	5	52453.53972	11	
Q9VDC2	isopentenyl-diphosphate Delta-isomerase	6.25	2	4	2	50526.2933	4	
Q9VDC3	AP complex subunit sigma	35.92	5	12	5	503717.757	10	
Q9VDE2	oxaloacetate tautomerase	34.09	6	7	6	336759.25896	5	
Q9VDF4	Cortactin, isoform A	27.73	15	34	15	217368.42123	30	
Q9VDH3	GH08630p	66.23	13	38	13	1338832.54033	31	
Q9VDI1	LD46328p	53.04	22	79	0	950989.38045	60	
Q9VDI3	Myosin-2 essential light chain	17.45	3	4	3	10262.4325	2	
Q9VDI5	Uncharacterized protein, isoform A	29.18	5	11	3	49700.70733	6	
Q9VDK2	GH15831p	5.72	4	6	3	23558.9368	5	
Q9VDK7	Signal recognition particle subunit SRP72	25.54	16	32	16	174978.36834000002	23	
Q9VDK9	GH12359p	6.46	4	6	4	52081.2381	6	
Q9VDL5	GEO09602p1	13.43	1	2	1	14314.7257	2	
Q9VDP9	S-formylglutathione hydrolase	29.02	6	23	1	396579.9262	20	
Q9VDQ3	Identity crisis	6.53	4	4	4	2028.4277	1	
Q9VDT1	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	32.84	12	22	12	257220.20577	20	
Q9VDT5	Carboxypeptidase	20.54	8	17	8	348713.21020000003	15	
Q9VDU7	nicotinamidase	15.69	5	15	5	236652.66536	14	
Q9VDV2	AT06125p	8.54	4	4	3	6570.09734	2	
Q9VDY8	MIP08680p	57.35	14	64	1	1238406.9383399999	53	
Q9VDZ8	Mitochondrial import inner membrane translocase subunit TIM44	41.59	20	73	0	941949.96139	73	
Q9VE08	GH10002p	8.92	2	3	2	8212.691429999999	3	
Q9VE12	LD27322p	14.81	5	12	5	44398.78276	9	
Q9VE24	N-sulfoglucosamine sulfohydrolase	6.68	4	7	4	29490.557979999998	6	
Q9VE31	GEO12059p1	16.22	2	3	2	1169.67666	2	
Q9VE52	Cleavage stimulation factor 64 kD subunit	14.08	6	8	6	62232.2232	7	
Q9VE56	FI17806p1	7.14	2	3	2	92555.556	3	
Q9VE57	GEO10850p1	12.41	2	3	2	14096.435300000001	3	
Q9VE73	WD repeat-containing protein 37	3.29	2	2	2	1494.3128000000002	2	
Q9VE75	V-type proton ATPase subunit a	2.76	3	4	2	30434.0634	3	
Q9VE85	Nucleoporin 43kD	12.57	5	11	5	46871.0399	10	
Q9VE94	LD14127p	12.24	5	6	5	13564.286	4	
Q9VEA1	Eukaryotic translation initiation factor 4C	31.08	6	17	6	258810.4672	14	
Q9VEA7	FI01460p	28.09	1	3	1	11887.4387	3	
Q9VEB1	Malate dehydrogenase, mitochondrial	85.12	28	303	28	27135867.96955	244	
Q9VEB7	AT04491p	5.94	3	3	3	26468.5326	3	
Q9VEC2	Proteasome assembly chaperone 2	14.57	4	6	4	41588.33724	5	
Q9VEC6	LD29902p	8.94	10	24	0	352.8469	1	
Q9VEC8	RE23139p1	14.62	2	4	2	33839.4	4	
Q9VED8	Deoxyribonuclease II	10.11	4	12	4	109770.9431	10	
Q9VEF5	Inhibitor of growth protein	7.39	3	4	3	15068.02464	2	
Q9VEG8	RE59232p	2.8	1	1	1	55623.29	1	
Q9VEH2	Transmembrane protein 192	6.15	2	5	2	22504.478600000002	4	
Q9VEJ3	Pyrroline-5-carboxylate reductase	51.28	10	39	2	655204.05116	37	
Q9VEJ9	Curly Su	1.2	1	2	1	18895.1367	2	
Q9VEK7	Cellular repressor of E1A-stimulated genes, isoform A	28.91	6	14	1	214714.66095999998	13	
Q9VEK8	GH07711p	34.05	12	33	12	293403.35674	28	
Q9VEN3	non-specific serine/threonine protein kinase	17.6	12	21	12	107156.55930000001	18	
Q9VEN6	Mitochondrial ribosomal protein S11	7.5	2	2	2	5941.020699999999	2	
Q9VEN9	Protein associated with topo II related - 1, isoform A	6.51	6	8	6	27390.32606	7	
Q9VEP6	Adenylosuccinate lyase	11.64	7	24	7	233866.19806999998	23	
Q9VEP8	GH11385p	13.2	10	14	10	81976.57211	12	
Q9VEP9	Splicing factor 3A subunit 1	15.05	12	22	12	109940.88362000001	17	
Q9VEQ2	ER membrane protein complex subunit 2	14.18	4	10	1	30614.363230000003	7	
Q9VES8	RE28913p	27.34	8	16	8	41489.517810000005	12	
Q9VET3	peptidyl-tRNA hydrolase	11.76	2	3	2	56833.422	3	
Q9VEV3	Tetratricopeptide repeat protein 1	24.33	9	26	9	174250.62024	21	
Q9VEV7	Protein farnesyltransferase subunit beta	5.73	3	3	3	850.6028	1	
Q9VEW1	Jiangshi, isoform A	4.4	3	4	3	9053.1031	2	
Q9VEY0	Uncharacterized protein, isoform C	34.23	11	25	3	163264.73046	23	
Q9VEY4	Growth hormone-regulated TBC protein 1	4.85	2	3	2	37793.744699999996	3	
Q9VEY5	MICOS complex subunit	55.31	12	37	12	1660889.14441	34	
Q9VEY9	GH15759p	2.33	1	1	1	645.4581	1	
Q9VF03	Brahma associated protein 155 kDa	12.32	12	17	1	113723.77823	15	
Q9VF15	GEO09476p1	81.05	12	61	8	1579563.81929	50	
Q9VF23	arginine kinase	7.22	4	6	4	11010.650300000001	2	
Q9VF24	Crossveinless d	5.1	8	12	8	58080.91227	10	
Q9VF28	Actin-related protein 2/3 complex subunit 3	33.33	6	19	6	101809.45195	11	
Q9VF39	FI01459p	4.13	2	2	2	16054.941	1	
Q9VF51	Aldehyde oxidase 3, isoform A	9.89	13	22	10	180994.2188	21	
Q9VF70	Cerebral cavernous malformation 3	16.35	4	7	4	35048.1155	7	
Q9VF77	FI16517p1	10.07	4	7	4	26558.39722	5	
Q9VF82	Trafficking protein particle complex subunit 6B	22.37	4	4	4	26175.14525	4	
Q9VF86	N-acetyl-D-glucosamine kinase	13.79	5	12	5	158865.7606	12	
Q9VF98	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	9.52	1	2	1	38733.838	2	
Q9VFC7	Mf5 protein	84.38	37	292	0	7396643.50947	200	
Q9VFE9	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	3.84	2	3	2	2544.1354	2	
Q9VFF0	Mitochondrial-processing peptidase subunit beta	67.02	24	158	24	10280014.01216	121	
Q9VFI3	GEO08281p1	21.15	1	1	1	7461.103	1	
Q9VFM0	GH19262p	4.96	3	5	3	7246.18973	4	
Q9VFN7	GEO07678p1	20.13	4	19	4	376228.08775	15	
Q9VFN9	GEO07882p1	15.32	2	6	2	31737.28578	5	
Q9VFP0	RH07106p	17.84	7	11	7	81731.56539999999	10	
Q9VFP6	Inositol polyphosphate 1-phosphatase	39.73	14	39	14	854802.66235	29	
Q9VFQ9	Dipeptidase B, isoform A	18.7	11	26	11	490504.77845	22	
Q9VFS1	Adenosine deaminase	6.77	5	9	5	21774.2618	8	
Q9VFS4	Cilia- and flagella-associated protein 36	13.23	4	7	4	34965.65242	5	
Q9VFT4	AT27578p	10.58	6	11	6	22297.8501	8	
Q9VFU7	Sidestep IV, isoform C	3.8	4	6	4	24036.39888	6	
Q9VFV1	RE55542p	2.83	2	2	2	22881.938000000002	2	
Q9VFV9	DnaJ-like-2, isoform A	55.83	19	59	19	1617127.28767	53	
Q9VFZ4	Methanethiol oxidase	9.67	5	11	5	109167.1326	10	
Q9VG00	Cytochrome c oxidase assembly protein COX20, mitochondrial	15.45	3	5	3	16832.8465	4	
Q9VG01	RE12073p	5.26	3	3	3	4985.6085	2	
Q9VG04	Protein MEMO1	10.85	4	6	4	8054.2378100000005	5	
Q9VG06	peptidyl-tRNA hydrolase	5.76	1	1	1	5297.0757	1	
Q9VG23	GH22994p	65.12	12	32	1	1283233.2979000001	27	
Q9VG26	MIP06012p	38.03	8	22	8	559450.80688	19	
Q9VG28	Beaten path Vc	2.36	1	3	1	735.91455	1	
Q9VG31	Malic enzyme	16.64	15	41	0	482377.91956	37	
Q9VG33	Sulfurtransferase	73.64	6	14	6	814342.9733	13	
Q9VG42	Glycine N-methyltransferase	15.57	5	8	5	36974.798500000004	7	
Q9VG44	RE14195p	2.84	2	2	2	1253.5938	2	
Q9VG51	Sorting nexin-3	55.69	9	28	9	195996.65656	24	
Q9VG62	Toys are us	1.44	1	1	1	2171.1296	1	
Q9VG69	LP03547p	32.01	11	35	11	554725.05037	32	
Q9VG81	RH49330p	11.83	6	15	6	62767.41713	10	
Q9VG92	Glutathione S transferase D8	13.21	3	20	2	104679.89199999999	5	
Q9VGA0	Glutathione S transferase D9, isoform A	42.66	9	19	8	379702.6635	15	
Q9VGA1	Glutathione S transferase D10, isoform A	10.48	3	17	1	8604.4882	2	
Q9VGA3	LD12305p	35.91	7	32	6	460214.48960000003	23	
Q9VGC2	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	4.58	2	2	2	5806.9502	2	
Q9VGE4	FI04457p	9.25	11	16	11	53096.17135	13	
Q9VGE7	Beta-galactosidase	8.01	4	9	4	14685.152699999999	7	
Q9VGF3	IP11040p	11.88	5	6	5	15467.8109	4	
Q9VGF7	Mitochondrial glutamate carrier 2	21.5	8	32	6	347289.52296000003	26	
Q9VGJ9	Heme oxygenase	14.53	5	10	5	140561.3112	10	
Q9VGK3	peptidylprolyl isomerase	36.96	4	9	4	127257.7455	9	
Q9VGL0	LD43047p	2.84	4	6	4	1924.2055	3	
Q9VGM2	Fatty acid-binding protein, muscle	84.62	13	246	0	16281594.40077	208	
Q9VGP7	Large ribosomal subunit protein mL40	12.76	3	7	3	41663.2339	7	
Q9VGQ1	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	42.52	20	85	20	4011138.51652	76	
Q9VGQ8	Arfaptin	6.76	3	4	3	33020.63515	4	
Q9VGR0	DnaJ homolog subfamily C member 17	13.04	4	4	4	5076.8465	2	
Q9VGR1	GRIP and coiled-coil domain containing 88 kDa	4.03	3	5	3	7931.15502	5	
Q9VGS3	RH44771p	14.04	3	26	3	597033.35185	21	
Q9VGT0	UDP-glucuronosyltransferase	1.36	1	2	1	17958.251	2	
Q9VGT3	GM04645p	5.3	3	5	3	3562.8833	2	
Q9VGT8	UDP-glucuronosyltransferase	3.68	3	7	3	21690.493039999998	5	
Q9VGU7	Arrestin C-terminal-like domain-containing protein	6.56	3	4	3	18153.26035	4	
Q9VGV9	palmitoyl-protein hydrolase	14.47	4	5	4	40083.1859	4	
Q9VGW7	type I protein arginine methyltransferase	15.16	5	7	5	62998.8686	6	
Q9VGY2	Peptide deformylase	10.08	3	4	1	14342.0485	4	
Q9VGY8	Phytanoyl-CoA dioxygenase domain containing 1	3.82	1	1	1	6306.124	1	
Q9VGZ3	Cytoplasmic aconitate hydratase	13.79	14	24	9	153766.23578000002	20	
Q9VH25	Gamma-soluble NSF attachment protein	19.79	6	13	4	60692.1632	7	
Q9VH26	Carbonic anhydrase	17.11	6	21	6	215701.03879999998	16	
Q9VH37	IP06524p	14.29	3	4	3	35502.2336	4	
Q9VH63	Uncharacterized protein	3.0	2	2	2	3624.4941	1	
Q9VH64	LD29322p	10.03	4	5	4	72195.4222	4	
Q9VH66	FI18258p1	29.61	6	13	6	58435.31877	11	
Q9VH72	TA01656p1	52.94	7	23	7	401192.89252	19	
Q9VH76	Synaptosomal-associated protein	68.87	15	67	13	528118.30288	39	
Q9VH77	mannose-6-phosphate isomerase	7.58	4	10	4	27607.1082	10	
Q9VH81	protein-serine/threonine phosphatase	8.85	5	7	5	78163.72080000001	7	
Q9VH85	GH14967p	3.41	3	3	3	5567.2014500000005	2	
Q9VH98	Diuretic hormone 44, isoform A	21.91	6	8	6	157126.6043	6	
Q9VHA1	Spermidine synthase, isoform A	10.45	3	12	0	170594.39604	9	
Q9VHA8	LD25575p	12.25	8	20	8	242282.4606	15	
Q9VHB1	Mitochondrial pyruvate carrier	35.06	5	19	1	162985.61713	14	
Q9VHB8	2-oxoisovalerate dehydrogenase subunit alpha	7.74	4	7	4	69417.97275	6	
Q9VHC3	Blistery, isoform A	13.19	10	18	10	147274.12924	15	
Q9VHC7	FI21236p1	30.54	19	54	9	1187176.72121	39	
Q9VHC8	LD31448p	10.06	2	2	2	606.8968	1	
Q9VHE3	GH05665p	9.38	4	6	4	45776.94035	6	
Q9VHE4	omega-amidase	17.31	5	13	5	72840.9164	11	
Q9VHE5	Large ribosomal subunit protein eL34	17.86	4	9	0	60980.9088	6	
Q9VHF9	Uncharacterized protein, isoform B	10.11	2	10	2	131018.06906	10	
Q9VHG6	Insulator binding factor 2	22.05	5	9	5	42195.6564	8	
Q9VHH8	Beag	6.82	4	8	4	30233.1924	7	
Q9VHI1	Hyrax	7.06	4	6	4	14956.916580000001	5	
Q9VHI8	Uncharacterized protein, isoform A	26.09	8	21	1	426500.3214	20	
Q9VHJ2	LD32381p	2.65	1	1	1	5776.6123	1	
Q9VHJ5	Carbonic anhydrase	10.98	3	4	2	22179.213	2	
Q9VHJ7	LD41978p	4.65	3	3	3	11176.335	1	
Q9VHL2	T-complex protein 1 subunit eta	38.79	20	47	20	812467.27888	42	
Q9VHM3	LD30467p	10.77	5	8	5	30712.51138	7	
Q9VHN4	GH14121p	9.77	3	5	3	9525.6821	4	
Q9VHN7	transketolase	22.36	14	33	2	760619.6582599999	26	
Q9VHQ0	Large ribosomal subunit protein mL66	5.16	1	2	1	13296.171	2	
Q9VHT3	CG9617 protein	15.17	3	3	3	16852.6349	2	
Q9VHT5	Large ribosomal subunit protein uL1m	10.73	4	7	4	36674.5723	6	
Q9VHX2	GH08043p	9.4	4	7	4	13449.44176	4	
Q9VHX4	LD24679p	66.57	21	108	21	4936227.95758	94	
Q9VI04	Beta-ureidopropionase	13.47	5	8	5	30538.36966	6	
Q9VI09	GH14494p	49.01	6	27	6	1022843.79295	25	
Q9VI21	Dementin, isoform D	3.92	3	3	0	2332.51996	2	
Q9VI24	LD25151p	7.73	3	3	3	4292.8997	2	
Q9VI53	LD44267p	14.93	6	13	6	41885.542050000004	11	
Q9VI57	Dephospho-CoA kinase domain-containing protein	16.95	4	6	4	26499.026	3	
Q9VI64	LD30995p	47.03	13	57	13	1160960.71934	49	
Q9VI80	Thawb	1.58	2	3	2	14102.7524	2	
Q9VIB5	Carboxylic ester hydrolase	6.99	4	5	3	29098.7232	5	
Q9VIE7	GMP synthase (glutamine-hydrolyzing)	5.86	4	7	4	18328.682	4	
Q9VIE8	Aconitate hydratase, mitochondrial	71.92	51	330	44	24854013.35029	274	
Q9VIF2	GM01519p	8.7	4	11	4	75184.9621	10	
Q9VIG0	Malectin domain-containing protein	18.16	7	12	7	73522.0591	11	
Q9VIH1	CG9273 protein	16.67	5	12	5	25745.67789	10	
Q9VII5	GEO08323p1	25.79	4	13	4	131427.1237	10	
Q9VII9	Glyoxylate reductase/hydroxypyruvate reductase	2.76	1	1	0	5229.6216	1	
Q9VIJ3	FI14214p	12.78	2	3	1	2079.06428	2	
Q9VIK0	Alpha-methylacyl-CoA racemase, isoform A	8.04	3	3	3	3545.804	2	
Q9VIK6	Centrocortin, isoform A	14.56	12	20	12	65702.51676	16	
Q9VIL2	LD19544p	8.63	3	8	3	68507.3831	8	
Q9VIM0	Lysosomal Pro-X carboxypeptidase	9.05	6	18	6	193813.36000000002	17	
Q9VIN9	Small ribosomal subunit protein mS40	15.2	3	6	3	79308.0286	6	
Q9VIQ5	RH02620p	27.49	7	16	7	25554.01487	10	
Q9VIQ6	FI17342p1	14.79	3	8	3	72632.4708	7	
Q9VIQ8	Cytochrome c oxidase subunit 4	47.25	11	50	11	1434605.62507	41	
Q9VIS4	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]	6.13	3	3	3	24744.8526	3	
Q9VIU3	FI23988p1	6.9	3	4	3	11104.7699	4	
Q9VIV6	GH04973p	4.56	2	2	2	732.63007	1	
Q9VIW6	small monomeric GTPase	11.72	3	3	3	24877.9918	3	
Q9VIW9	alkaline phosphatase	2.35	1	1	1	1662.8458	1	
Q9VIX1	Galactose-specific C-type lectin, isoform A	24.19	2	2	2	61960.007000000005	2	
Q9VIX7	Fondue, isoform B	19.41	7	15	1	174638.05405	11	
Q9VJ19	Large ribosomal subunit protein eL30	42.34	4	18	4	298892.75114	10	
Q9VJ22	GH09876p	5.41	2	3	2	4933.9176	2	
Q9VJ25	Membrane magnesium transporter	16.51	2	3	2	20351.552900000002	3	
Q9VJ28	L-2-hydroxyglutarate dehydrogenase, mitochondrial	18.02	7	14	7	357319.54374	13	
Q9VJ30	non-specific serine/threonine protein kinase	5.24	7	13	2	62463.129160000004	9	
Q9VJ43	Sterol carrier protein 2	26.47	13	48	6	949688.85763	38	
Q9VJ58	Fas-associated factor 2, isoform A	18.1	9	20	9	68467.29374	13	
Q9VJ60	GM16226p	12.15	3	7	3	51274.720199999996	7	
Q9VJ61	SD03870p	9.81	5	6	5	26973.9942	5	
Q9VJ68	Hydroxylysine kinase	17.03	8	19	8	212541.33876	16	
Q9VJ80	LD42267p	6.89	9	15	9	70137.31135999999	13	
Q9VJ86	Leucine-rich PPR motif-containing protein, mitochondrial	8.85	14	16	14	69878.28494	12	
Q9VJA9	GH07373p	0.94	1	1	0	7137.696	1	
Q9VJC0	GEO08203p1	37.23	5	6	5	52306.526399999995	4	
Q9VJD0	Mitochondrial inner membrane protease ATP23	13.78	4	8	4	43264.4879	7	
Q9VJD1	Glucosidase 2 subunit beta	21.17	12	35	12	190480.81848000002	26	
Q9VJD4	LD24721p	33.84	12	37	12	1137984.5026	26	
Q9VJE3	LD24839p	14.6	7	7	7	31345.5969	6	
Q9VJH8	FI03416p	5.71	4	5	3	28237.9894	5	
Q9VJI5	Protein yellow	13.91	7	13	7	74365.92582	12	
Q9VJI7	U6 snRNA-associated Sm-like protein LSm7	50.0	6	14	6	279092.928	13	
Q9VJJ0	Proteasome subunit beta	44.78	8	27	8	504029.8441	24	
Q9VJJ1	COX assembly mitochondrial protein	14.41	2	2	2	11664.0342	2	
Q9VJN0	Carboxypeptidase	11.48	5	7	5	99718.92899999999	7	
Q9VJQ3	Protein yellow	22.83	9	30	8	922770.6387	30	
Q9VJQ6	Dynactin subunit 5	11.11	2	5	2	50944.8213	4	
Q9VJU6	IP09831p	15.87	4	4	4	26651.462	2	
Q9VJU8	GH23407p	8.48	4	9	4	36018.957460000005	5	
Q9VJX3	B4, isoform A	2.44	3	3	3	6334.937449999999	3	
Q9VJZ1	FI21342p1	8.24	5	6	5	17213.859	6	
Q9VJZ4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	63.19	12	61	12	2100907.93702	51	
Q9VJZ5	LD07294p	17.89	6	14	6	61867.68776	11	
Q9VJZ6	LD40224p	67.13	10	28	10	596136.4002	23	
Q9VK00	Uncharacterized protein, isoform A	13.78	4	8	4	102551.7265	7	
Q9VK11	GH15921p	17.8	5	15	5	278409.0949	15	
Q9VK12	GH20621p	54.0	15	86	15	2735458.29141	66	
Q9VK18	LD36945p	10.11	5	7	5	13028.1438	5	
Q9VK19	FI07225p	7.72	2	2	2	1920.7834	1	
Q9VK25	ethanolamine-phosphate cytidylyltransferase	24.68	10	30	1	734.105	1	
Q9VK31	LD35592p	3.65	2	2	2	3544.8306	2	
Q9VK39	FI09204p	45.28	4	21	4	141560.24187	15	
Q9VK43	LD10135p	8.24	3	3	3	1010.76495	1	
Q9VK58	PIH1 domain containing 1, isoform D	7.13	4	5	3	1394.93335	3	
Q9VK59	LD23647p	32.84	31	71	31	417225.00141	50	
Q9VK60	GH25425p	49.42	10	45	10	2267641.23928	38	
Q9VK69	T-complex protein 1 subunit delta	38.84	20	55	19	938886.4954	45	
Q9VK85	Eukaryotic translation release factor 3, isoform A	12.76	9	21	1	185414.88876	16	
Q9VK90	Heat shock factor-binding protein 1	87.21	5	17	1	362771.44783	14	
Q9VK99	Atilla, isoform B	51.75	9	42	9	1009508.53976	34	
Q9VKA1	FI02817p	15.58	3	7	3	4398.1205	2	
Q9VKC7	Endoplasmic reticulum lectin 1	2.86	2	2	2	12749.563699999999	2	
Q9VKC8	FI03495p	11.04	7	13	7	217530.57723999998	11	
Q9VKD9	MIP16835p1	2.3	2	2	2	7188.0862	2	
Q9VKE2	Crystallin, isoform A	70.65	45	521	45	14097026.64178	383	
Q9VKF0	Cyclin Y, isoform A	5.67	3	8	3	57530.39765	8	
Q9VKG4	BcDNA.GH07269	5.57	3	9	3	39187.219860000005	7	
Q9VKI2	Buddy of Hmr 2, isoform A	9.92	3	4	3	4842.937	1	
Q9VKI8	GH03305p	80.72	20	131	20	3691968.26203	107	
Q9VKJ4	Csl4	22.06	4	6	4	8943.94449	3	
Q9VKM3	ATP synthase subunit g	46.46	6	71	6	2277544.97263	55	
Q9VKM7	AT01533p	9.31	7	9	4	106151.08561	8	
Q9VKQ2	Uncharacterized protein, isoform A	75.51	5	20	5	123762.21011	17	
Q9VKQ5	GEO07393p1	29.03	3	3	3	16226.399000000001	2	
Q9VKR0	ER membrane protein complex subunit 3	10.12	2	7	2	5714.479	1	
Q9VKR4	Aminomethyltransferase	24.94	9	23	9	468095.58	21	
Q9VKU3	Large ribosomal subunit protein mL62	18.72	4	5	4	26667.820399999997	5	
Q9VKU5	LD37206p	7.02	2	3	2	4086.0183	1	
Q9VKV1	Alpha-mannosidase	20.28	20	43	1	793264.51173	35	
Q9VKV2	Alpha-mannosidase	4.11	5	5	5	20997.90303	4	
Q9VKV9	Methionine aminopeptidase	10.09	3	6	3	19874.54665	5	
Q9VKW1	LD41958p	8.58	4	7	4	11267.90242	5	
Q9VKW5	Prolyl endopeptidase	11.77	10	13	10	53033.64194	10	
Q9VKW8	U6 snRNA-associated Sm-like protein LSm4	24.03	3	3	3	931.66064	1	
Q9VKX2	Malate dehydrogenase	54.6	21	158	21	7429857.9773200005	137	
Q9VKY3	ATP-dependent Clp protease proteolytic subunit	38.34	7	17	7	318493.5965	15	
Q9VKZ6	Uncharacterized protein, isoform A	11.81	9	11	1	26840.195209999998	9	
Q9VKZ8	Ubiquitin carboxyl-terminal hydrolase	14.11	7	19	7	199071.20386	17	
Q9VL01	Phenoloxidase-activating factor 2	40.89	15	58	15	724304.48098	49	
Q9VL02	GH08677p	6.78	3	4	2	30105.4484	4	
Q9VL10	Acylglycerol kinase, mitochondrial	11.52	5	8	5	36839.5573	5	
Q9VL11	Transcriptional regulatory protein	9.76	2	3	2	13916.7552	3	
Q9VL16	RE45833p	30.13	6	46	6	1220551.5055200001	40	
Q9VL24	Niemann-Pick type C-1a, isoform A	1.32	2	2	0	6185.6777	2	
Q9VL27	Alpha-galactosidase	2.42	1	1	1	4020.5593	1	
Q9VL50	Translocation protein SEC62	2.41	1	1	0	499.75198	1	
Q9VL66	Enoyl-CoA delta isomerase 1, mitochondrial	6.62	2	7	2	22638.71995	6	
Q9VL67	Enoyl-CoA delta isomerase 1, mitochondrial	3.21	1	4	1	24596.97693	4	
Q9VL68	Enoyl-CoA delta isomerase 1, mitochondrial	41.28	12	48	12	1414484.51746	43	
Q9VL70	HL08109p	78.89	30	118	30	7216031.30864	107	
Q9VL71	LD29830p	7.02	4	5	4	4656.61464	3	
Q9VL89	Methionine aminopeptidase 2	9.82	5	5	5	83283.687	5	
Q9VL91	LD23102p	2.06	2	2	2	3519.6764999999996	2	
Q9VL93	GEO07195p1	13.64	2	4	2	76888.7757	4	
Q9VLB1	Cuticular protein 30B	25.49	3	10	3	74764.5374	7	
Q9VLB7	Rab GDP dissociation inhibitor	39.95	16	51	16	1622150.5886000001	46	
Q9VLC5	aldehyde dehydrogenase (NAD(+))	57.88	21	66	21	2696109.94587	62	
Q9VLG9	Argininosuccinate lyase, isoform B	5.97	3	6	3	21561.923899999998	5	
Q9VLI4	Raw, isoform A	2.53	3	3	0	6500.8633	1	
Q9VLI9	Trafficking protein particle complex subunit	9.59	2	4	2	31411.356	2	
Q9VLM9	Haloacid dehalogenase-like hydrolase domain-containing protein 2	29.41	8	15	8	60701.516480000006	9	
Q9VLP0	IP04187p	20.32	5	7	5	34348.05245	5	
Q9VLP1	GEO08095p1	36.49	4	22	4	192777.9921	15	
Q9VLP2	GEO08076p1	38.78	8	25	8	241975.18367	16	
Q9VLQ6	Uncharacterized protein, isoform A	7.1	1	2	1	51925.19	2	
Q9VLQ9	Sorting nexin	31.85	14	43	1	513498.47195	37	
Q9VLR3	Cytidine deaminase	9.49	2	7	2	34219.9395	6	
Q9VLS0	Chitinase domain-containing protein 1	3.98	2	4	2	29613.7399	4	
