Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 128N, Sample, n/a, SF1g_M3	Abundances Count: F8: 128N, Sample, n/a, SF1g_M3	Modifications
Q7KV94	Purine nucleoside phosphorylase	12.18	4	4	0	73777.41100000001	4	
Q7KVI9	Uncharacterized protein, isoform B	22.45	5	18	2	587723.29406	16	
Q7KVL7	Vacuolar protein sorting-associated protein 35	4.73	4	4	0	42354.395000000004	4	
Q7KVX1	Pyruvate dehydrogenase E1 component subunit alpha	44.47	21	93	0	17097255.45858	82	
Q7KY04	small monomeric GTPase	23.47	5	14	4	14202.8002	2	
Q7PL91	GEO11417p1	30.85	5	12	5	956973.54798	11	
Q7PLE9	Ras-related protein Rab-21	18.02	4	4	0	6340.374900000001	2	
Q7PLI0	P120 catenin	17.03	14	17	14	473917.563	15	
Q7PLL3	Eukaryotic initiation factor 4B	28.98	15	27	3	524276.0112	26	
Q7PLS1	LD01937p	14.61	5	6	0	170712.05450000003	4	
Q7PLT4	Translocase of the inner mitochondrial membrane 17b, isoform A	19.65	3	5	3	71730.1177	4	
Q7YU88	SD08871p	4.1	3	3	0	2692.2055	2	
Q86B44	Glutathione synthetase	19.4	8	9	0	99884.00812	8	
Q86B74	WASp, isoform C	10.53	4	4	0	55367.7986	4	
Q86B93	Uncharacterized protein, isoform D	14.02	2	2	0	19984.6053	2	
Q86BG8	Terminal ADP-ribose protein glycohydrolase 2, isoform C	4.06	1	1	0	10217.181	1	
Q86BI3	Zinc-finger protein at 72D, isoform B	16.06	12	16	3	487716.1126	16	
Q86BM0	Uncharacterized protein, isoform A	30.62	8	17	8	254278.7875	14	
Q86BM5	A kinase anchor protein 200, isoform D	16.49	13	29	1	795181.06753	27	
Q86BP1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	40.41	14	27	0	1388155.9956999999	22	
Q86BQ4	Histidine triad nucleotide binding protein 1, isoform B	70.63	7	23	0	1926534.2273000001	21	
Q86BR8	Mitochondrial transcription factor A, isoform B	38.73	13	38	0	1096402.7884	36	
Q86BS3	Chromator, isoform A	35.53	26	44	26	896046.5778	38	
Q86BS7	Glycogen debranching enzyme	2.2	4	4	0	8760.6786	3	
Q86PD3	Persulfide dioxygenase ETHE1, mitochondrial	48.03	13	25	13	917986.7993	25	
Q86PF5	PRKCA-binding protein	6.16	4	4	0	102549.6706	4	
Q8I077	BcDNA.LD22910	1.76	2	2	2	14873.1897	2	
Q8I099	Uncharacterized protein, isoform A	21.75	7	10	7	223245.3167	7	
Q8I0D4	RE20510p	21.32	17	37	0	2979391.7693000003	34	
Q8I0J3	Mitochondrial ribosomal protein S21, isoform A	44.83	4	5	4	47329.751599999996	5	
Q8I0P9	acid phosphatase	9.67	4	4	0	145985.131	3	
Q8I725	Glyoxylate reductase/hydroxypyruvate reductase	29.97	11	23	11	1635557.631	23	
Q8I930	GH14147p	3.57	3	4	0	16579.53963	4	
Q8I941	GH16843p	32.88	8	25	8	976603.3277400001	24	
Q8IGI1	Misexpression suppressor of KSR 2, isoform J	22.86	9	15	1	31301.673000000003	2	
Q8IGY1	RE08101p	33.19	42	295	0	26047506.88897	159	
Q8IH23	GEO02102p1	67.41	6	14	6	1165284.8105000001	14	
Q8IM93	FI18814p1	35.27	16	37	16	1385143.8615	30	
Q8IMF4	RE24176p	6.68	3	3	0	16930.6405	3	
Q8IMJ0	VhaAC45-related protein, isoform A	33.07	13	38	1	1400135.16378	34	
Q8IMK7	Alphabet, isoform B	7.28	3	4	0	26408.0897	3	
Q8IMQ8	RH29536p	46.4	14	49	0	6295302.00083	47	
Q8IMT3	IP12392p	10.71	4	5	4	72156.425	4	
Q8IMT6	FI01822p	10.66	5	6	5	137382.8305	6	
Q8IMU2	RE10237p	19.18	4	5	0	132638.648	5	
Q8IMV6	Scaffold attachment factor B, isoform B	5.82	4	4	3	34701.28198	4	
Q8IMX4	FI04408p	10.85	4	6	0	82458.47110000001	6	
Q8IMX8	U6 snRNA-associated Sm-like protein LSm3	40.78	4	13	4	284351.06779999996	10	
Q8IN49	MIP05539p	11.03	10	11	10	217199.47155000002	9	
Q8IN51	FI17609p1	37.59	7	14	7	322494.93445	13	
Q8IN95	Nuclear migration protein nudC	8.17	3	3	3	71114.65400000001	2	
Q8INA9	Fasciclin 1, isoform C	50.08	31	171	2	125511.44029999999	4	
Q8ING0	Peptidase S1 domain-containing protein	11.35	5	5	5	32193.51185	4	
Q8INH5	Aminopeptidase	7.53	7	11	0	182296.0782	11	
Q8INQ9	LIM domain-containing protein	7.47	3	3	0	42899.630300000004	3	
Q8INU6	Glyoxylate reductase/hydroxypyruvate reductase	12.23	4	13	2	53004.81	2	
Q8IP52	RE16941p	0.86	1	1	1	7539.891	1	
Q8IP62	Small ribosomal subunit protein mS23	41.27	6	7	6	242856.4985	7	
Q8IP80	ethanolamine-phosphate cytidylyltransferase	38.58	15	20	1	860995.0589000001	18	
Q8IP94	threonine--tRNA ligase	7.54	6	6	0	26824.482	5	
Q8IP97	Peroxin-19	35.62	9	32	9	3073329.5022	28	
Q8IPA5	RE15581p	10.0	3	3	0	73616.02200000001	3	
Q8IPB1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	21.84	4	4	0	26147.7174	3	
Q8IPD8	Cuticular protein 30F	60.96	7	14	7	1033841.1157	14	
Q8IPE8	Trifunctional enzyme subunit alpha, mitochondrial	61.69	39	102	1	8630817.72722	99	
Q8IPG8	Uncharacterized protein	14.21	3	8	3	110242.06880000001	8	
Q8IPH0	protein-glutamine gamma-glutamyltransferase	1.95	2	2	0	18223.297	1	
Q8IPK0	Stathmin, isoform B	11.59	3	3	0	17004.400999999998	2	
Q8IPP8	Ketoreductase domain-containing protein	49.61	11	26	9	973430.585	18	
Q8IPQ6	Polymerase (DNA-directed), delta interacting protein 2, isoform B	13.69	4	5	0	68609.125	4	
Q8IPT0	ER membrane protein complex subunit 10	14.54	3	7	0	176240.6671	6	
Q8IPT6	small monomeric GTPase	10.24	4	13	0	1655.951	1	
Q8IPT9	SD05439p1	39.06	11	32	0	1257428.11317	29	
Q8IPU3	hydroxyacylglutathione hydrolase	31.32	9	53	0	3221182.75085	50	
Q8IPU7	BNIP3, isoform C	16.95	3	3	0	13111.965	1	
Q8IPW1	Arouser, isoform A	5.47	4	4	0	20378.6934	4	
Q8IPZ5	Uncharacterized protein, isoform B	12.42	6	7	0	48977.1016	7	
Q8IQ99	PAR-domain protein 1, isoform J	1.42	1	1	0	7130.2637	1	
Q8IQB7	MIP21654p	9.44	3	3	3	167376.06100000002	3	
Q8IQB8	Tequila, isoform D	6.07	9	12	0	148905.7004	12	
Q8IQC6	Small VCP interacting protein, isoform A	24.39	4	6	4	167948.85400000002	5	
Q8IQD3	Uncharacterized protein, isoform C	2.95	2	3	2	126996.52899999998	3	
Q8IQD7	Phospholipid scramblase	6.44	1	1	0	18867.37	1	
Q8IQE6	Insulin receptor substrate 53 kDa, isoform A	9.29	10	11	1	129984.7369	9	
Q8IQH0	FI12817p	4.98	8	9	1	119178.26860000001	8	
Q8IQM5	Uncharacterized protein, isoform A	12.62	4	9	1	208050.5551	9	
Q8IQQ0	2-oxoglutarate dehydrogenase, mitochondrial	22.03	20	26	1	249710.32032	23	
Q8IQT0	Gamma-glutamylcyclotransferase	12.31	3	3	0	15103.720000000001	2	
Q8IQU1	LD36620p	19.62	9	13	1	102599.2833	2	
Q8IQV4	Lysosome-associated membrane glycoprotein 2-like luminal domain-containing protein	5.76	1	2	1	45645.1413	2	
Q8IQW5	RE23625p	70.83	13	77	3	6356141.35092	62	
Q8IQX3	Uncharacterized protein, isoform A	50.54	5	6	5	66096.6028	5	
Q8IR41	Uncharacterized protein, isoform C	3.51	3	3	0	42035.1886	3	
Q8IR72	FI19011p1	10.06	1	1	1	9623.967	1	
Q8IR76	FAD synthase	16.33	4	4	0	31797.27385	4	
Q8IRD0	RH17559p	42.86	3	8	3	566565.0697999999	8	
Q8IRD3	Glutathione peroxidase	49.58	11	72	0	16514110.79185	70	
Q8IRH0	Puromycin-sensitive aminopeptidase	13.58	16	21	0	535062.29509	20	
Q8IRI5	Trio, isoform D	15.92	12	15	2	192217.9476	12	
Q8IRQ5	fumarate hydratase	74.52	29	154	0	18105592.44603	128	
Q8MKK1	AaRS-interacting multifunctional protein 3	10.61	2	3	2	42211.263	2	
Q8MLP9	GEO08457p1	33.04	4	5	4	83311.60035	5	
Q8MLQ0	FI14118p	11.84	1	1	1	5919.6274	1	
Q8MLS1	5-formyltetrahydrofolate cyclo-ligase	23.88	6	13	6	903219.94	12	
Q8MLS2	ribose-5-phosphate isomerase	36.1	8	16	8	641928.60344	16	
Q8MLW0	Receptor protein-tyrosine kinase	2.69	3	3	2	27812.829850000002	3	
Q8MLW4	Uncharacterized protein, isoform A	34.53	9	14	9	780673.4244	14	
Q8MMD2	Epidermal growth factor receptor pathway substrate clone 15, isoform B	35.23	38	108	0	5030954.18869	96	
Q8MQP2	MIP16184p	2.67	1	1	0	80410.85	1	
Q8MRI4	Diphthine--ammonia ligase	2.22	2	2	2	9737.4912	2	
Q8MRM0	GH16740p	27.0	6	9	6	1025897.50797	9	
Q8MRS5	AT03104p	0.71	1	1	0	7278.404	1	
Q8MRT7	SD26038p	13.79	3	4	3	76972.137	4	
Q8MRW1	SD19278p	14.08	2	4	2	185304.525	4	
Q8MS69	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	17.12	5	6	5	16220.581900000001	5	
Q8MSB1	E3 ubiquitin-protein transferase MAEA	2.54	1	1	1	9312.131	1	
Q8MSI2	GH15296p	85.19	22	138	22	37297827.48635	123	
Q8MSS7	Small ribosomal subunit protein uS2m	13.26	3	6	3	56384.8142	6	
Q8MST5	Tubulin beta chain	40.7	17	120	0	1228583.07924	29	
Q8MT58	Carnosine dipeptidase 2, isoform A	52.09	23	74	5	5983050.63907	70	
Q8MZ07	GEO07581p1	6.16	1	1	1	54260.375	1	
Q8MZI3	RNA helicase	14.91	11	20	5	532946.9576000001	10	
Q8SWS2	RE29468p	77.51	8	32	0	958272.9723	26	
Q8SWS3	RE26528p	17.13	2	6	2	131399.88174	4	
Q8SWZ6	RH51312p	15.35	3	7	3	33607.303	5	
Q8SX06	GEO08318p1	15.43	2	2	2	8018.4298	2	
Q8SX32	type I protein arginine methyltransferase	3.52	1	1	1	11915.963	1	
Q8SX35	GEO07743p1	55.78	5	9	1	216751.032	7	
Q8SX50	RE04530p	17.6	6	7	0	110333.7162	7	
Q8SX54	CLIP domain-containing serine protease	8.06	3	4	3	10330.1113	2	
Q8SX57	LD44221p	38.91	7	17	7	342849.33030000003	16	
Q8SX78	LD05679p	21.72	9	9	9	167138.96490000002	9	
Q8SX89	Kugelkern, isoform A	15.26	6	6	6	67417.96059999999	6	
Q8SXC2	FI04487p	9.56	5	5	5	45300.352399999996	5	
Q8SXD5	GH02216p	57.69	13	41	2	2630315.4067	34	
Q8SXE1	RH69521p	4.68	2	2	2	38307.567800000004	2	
Q8SXF0	Small ribosomal subunit protein uS9m	17.72	8	8	7	112300.0662	6	
Q8SXF2	RH40246p	8.18	4	4	4	78859.978	4	
Q8SXG7	tRNA selenocysteine-associated protein 1	5.06	2	2	2	38997.414000000004	2	
Q8SXK0	RE18748p	6.55	2	2	2	37017.1276	2	
Q8SXM8	Lysine--tRNA ligase	28.92	17	25	1	719653.18484	21	
Q8SXP8	TAR DNA-binding protein 43	12.24	5	8	2	46122.5047	8	
Q8SXQ1	aldehyde dehydrogenase (NAD(+))	25.56	14	20	14	1243146.2086999998	19	
Q8SXQ5	Glutaredoxin-related protein 5, mitochondrial	4.4	1	2	1	4735.558	1	
Q8SXS0	RE40914p	16.23	5	6	5	61390.7613	5	
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	40.59	16	31	16	2055600.5525	29	
Q8SY13	Beaten path IIIc, isoform A	8.62	4	5	0	28276.6987	4	
Q8SY19	Microsomal glutathione S-transferase 1	14.47	3	8	1	279607.075	7	
Q8SY58	Ketimine reductase mu-crystallin	1.97	1	1	1	5325.2036	1	
Q8SY67	lysozyme	14.47	2	6	2	242348.015	6	
Q8SY69	MICOS complex subunit MIC10	25.0	2	7	2	1092633.902	7	
Q8SYC4	RE68566p	3.93	2	2	2	76632.514	2	
Q8SYD9	Endophilin B, isoform A	44.87	17	82	0	4306268.372909999	67	
Q8SYG3	E2 ubiquitin-conjugating enzyme	53.57	11	27	1	1956575.7452	25	
Q8SYH8	RE57644p	19.05	5	10	0	173180.2433	10	
Q8SYJ2	GEO09626p1	67.47	10	68	10	10280178.3137	65	
Q8SYQ4	RE42475p	69.59	10	50	10	3783245.5413	46	
Q8SYQ8	RE40412p	27.94	4	9	4	121334.65834000001	9	
Q8SZK5	RH26533p	16.4	3	4	3	91509.603	3	
Q8SZK9	HL04814p	59.31	15	64	15	11184862.7324	62	
Q8SZM2	RH04334p	28.15	9	35	9	7156400.0755	33	
Q8SZN1	GEO08217p1	73.39	10	27	5	1907011.1549	27	
Q8T0I9	GH27479p	28.88	11	16	1	456685.47229999996	14	
Q8T0J5	GH26851p	40.42	12	39	0	6016286.364800001	39	
Q8T0N5	GH17516p	19.54	8	15	8	665522.181	15	
Q8T0U6	Serine/threonine-protein phosphatase	12.15	6	10	1	61611.374599999996	5	
Q8T0V2	GH02495p	25.5	11	20	0	421751.72115999996	15	
Q8T389	Endophilin B	43.12	16	71	0	9749.554	2	
Q8T3V6	Large ribosomal subunit protein uL29m	16.61	5	5	4	44634.2783	5	
Q8T3W8	Venom allergen-1	12.6	4	6	0	349129.74085	6	
Q8T4C4	ATP synthase subunit beta	11.25	5	77	1	6160.009	1	
Q8T4G5	AFG3 like matrix AAA peptidase subunit 2, isoform A	25.42	23	36	2	1474436.0099	31	
Q8T6I0	Achaete scute target 1, isoform B	64.98	32	81	0	4320300.12	75	
Q8T972	N-terminal E2 ubiquitin-conjugating enzyme	4.55	1	2	0	10267.2549	2	
Q8WR19	AFGF intracellular binding protein	2.79	1	1	0	10068.983	1	
Q94513	Boundary element associated factor	18.79	5	8	1	63962.99277	7	
Q94533	Ribosomal protein S6 kinase	6.12	3	3	3	17667.05	2	
Q94883	DNA replication-related element factor, isoform A	4.23	3	3	3	56001.715	3	
Q95NU8	GH16255p	14.82	7	11	7	216359.7411	10	
Q95NV8	Allatostatin C, isoform B	28.1	2	4	0	19025.62646	4	
Q95PE4	GEO07784p1	5.56	1	1	1	7579.0303	1	
Q95R34	GH16463p	12.62	4	5	4	88921.2953	4	
Q95R98	Protein phosphatase methylesterase 1	7.82	3	6	3	127709.72855999999	5	
Q95RB1	Pre-mRNA-splicing factor RBM22	18.66	8	9	8	64608.128650000006	8	
Q95RB2	Cuticular protein 49Ae	48.51	7	175	7	35674742.86523	161	
Q95RC5	LD44506p	4.95	3	3	3	23896.468500000003	3	
Q95RE4	LD37574p	51.42	13	23	0	62391.317670000004	18	
Q95RF6	LD34461p	34.5	4	12	4	251316.48227	12	
Q95RI2	LD28549p	31.37	9	11	9	156475.5037	11	
Q95RI7	Survival of motor neuron-related-splicing factor 30	20.99	5	6	1	85412.6012	5	
Q95RP1	LD18295p	10.71	2	2	2	21146.14685	2	
Q95RQ1	LD16414p	3.32	2	2	2	11223.6989	2	
Q95RR6	LD15002p	64.6	18	79	0	63965.506	2	
Q95RS6	Phenoloxidase-activating factor 2	15.2	5	8	5	245871.07059999998	8	
Q95RV5	Ribulose-phosphate 3-epimerase	15.38	3	8	3	656920.86185	8	
Q95RY2	LD01461p	45.04	9	18	2	384121.53696	15	
Q95SH0	GH26463p	2.44	2	2	2	39253.920600000005	2	
Q95SH2	Charged multivesicular body protein 1, isoform A	30.54	8	28	8	710872.1183	23	
Q95SH7	GH26007p	3.49	1	2	1	172648.116	2	
Q95SI7	GH23390p	75.09	18	61	18	3895376.0363600003	57	
Q95SN8	GH12395p	15.49	4	7	4	215252.893	6	
Q95TK5	LD44914p	21.21	9	14	8	248900.7946	12	
Q95TL8	Endoplasmic reticulum protein 44, isoform A	33.5	15	31	0	1779343.9016	29	
Q95TP0	LD34582p	4.51	2	2	2	15828.508	1	
Q95TZ7	GH19182p	85.32	28	147	0	13200483.76617	119	
Q95U15	GH14252p	83.65	34	259	0	4066970.1796000004	30	
Q95U34	GH11113p	30.82	13	27	13	1727485.068	26	
Q95WY3	Nucleolar protein 56	16.13	8	9	8	245607.59660000002	9	
Q960D4	SD06560p	20.91	13	13	0	386320.3488	13	
Q960M4	Peroxiredoxin-5	74.21	13	104	13	19367606.26058	96	
Q960Y8	Aluminum tubes, isoform G	25.74	22	26	0	606101.7117	24	
Q961A8	LD25351p	2.07	1	1	0	3111.7751	1	
Q961B3	5'-nucleotidase domain-containing protein 1	5.24	3	3	0	124394.0641	3	
Q961B9	LD24073p	3.72	2	2	2	47816.774000000005	2	
Q961C8	LD22649p	9.84	4	4	0	56831.157	4	
Q961E7	phosphorylase kinase	7.88	4	5	0	55647.109	3	
Q961K6	GH19047p	3.18	2	2	2	3269.367	1	
Q961Q8	GH10454p	8.89	4	5	4	61593.281599999995	5	
Q961T9	GH07914p	32.94	6	12	6	478268.0303	12	
Q961X4	Combover, isoform B	17.43	11	13	0	52826.838	12	
Q966T5	Paxillin, isoform D	28.93	7	20	4	99514.0567	6	
Q967S0	Amidophosphoribosyltransferase	11.33	6	8	0	84411.0951	7	
Q9I7H8	LD37276p	14.29	4	5	4	50696.3188	4	
Q9I7I3	GH12831p	12.97	4	4	4	43494.0408	4	
Q9I7J0	GH21596p	72.19	11	40	11	3853593.8111699997	36	
Q9I7K3	N-acyl-aliphatic-L-amino acid amidohydrolase	3.74	2	2	2	55314.317	2	
Q9I7L9	Uncharacterized protein, isoform A	14.01	5	5	0	88872.2654	5	
Q9I7M3	Uncharacterized protein, isoform A	48.17	12	25	1	1148237.6	25	
Q9I7Q5	Cuticular protein 65Au, isoform A	65.09	7	25	7	2244988.0547	23	
Q9NCC3	Sorting nexin	15.58	8	10	8	346661.3117	10	
Q9NF31	EG:BACN25G24.3 protein (Fbgn0004860;ph-d protein)	1.47	2	2	0	17214.5194	2	
Q9NG60	Eukaryotic translation initiation factor 2D	4.97	2	2	2	7159.194799999999	2	
Q9U1K7	Thioredoxin domain-containing protein 17	37.78	6	8	6	255470.1133	8	
Q9U1L2	EG:BACR7A4.14 protein	55.78	12	16	12	657468.81275	15	
Q9U6P7	FI18813p1	10.55	5	7	5	278286.30533	7	
Q9U6R9	Gamma-soluble NSF attachment protein	63.91	22	60	19	2262174.44954	60	
Q9U9Q2	Neosin, isoform A	20.22	7	7	7	111165.1226	7	
Q9V393	Kurtz arrestin	5.32	2	3	2	33474.3805	2	
Q9V396	Carbonic anhydrase	58.15	15	45	15	2738319.4784	43	
Q9V3A8	Ergic53, isoform A	4.88	3	3	3	34579.322	3	
Q9V3C8	DShc protein	5.62	2	2	2	28680.945900000002	2	
Q9V3D9	Signal recognition particle 54 kDa protein	21.26	10	16	10	375190.7655	16	
Q9V3E3	Large ribosomal subunit protein mL50	19.05	4	5	4	111505.7506	5	
Q9V3E7	LD24793p	42.86	14	26	14	489590.7708	23	
Q9V3E9	RNA polymerase II-associated protein 3	9.36	5	6	5	25402.31704	4	
Q9V3F8	Pyrroline-5-carboxylate reductase	25.71	5	14	5	531720.5126	14	
Q9V3I0	EG:BACR42I17.2 protein	12.18	3	8	3	476553.3156	8	
Q9V3L7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	48.67	6	10	6	218616.7158	9	
Q9V3N7	dihydropyrimidinase	41.6	23	59	4	2808452.6282	57	
Q9V3N9	B6	4.48	3	3	3	132197.247	3	
Q9V3P3	LD45860p	39.18	10	21	10	927844.23735	21	
Q9V3Q4	thioredoxin-dependent peroxiredoxin	12.4	3	4	3	56562.73	4	
Q9V3R3	GPN-loop GTPase	7.59	3	3	3	26009.5373	2	
Q9V3T8	LD32469p	18.46	4	6	4	65593.8972	4	
Q9V3U6	26-29kD-proteinase	24.77	13	38	13	5021175.37554	36	
Q9V3V2	peptidylprolyl isomerase	62.96	14	54	2	3086107.7914	54	
Q9V3V6	26S proteasome regulatory complex subunit p50	61.92	23	69	22	6690776.8675	63	
Q9V3V9	Endonuclease G inhibitor, isoform A	57.38	16	34	16	1063452.82544	32	
Q9V3W2	GM23292p	66.47	16	60	16	4614115.78976	53	
Q9V3W7	LD40489p	52.16	11	26	11	534780.83401	22	
Q9V3W9	UV excision repair protein RAD23	41.3	13	33	5	740630.65074	33	
Q9V3Y4	LD43650p	20.57	5	8	5	133546.76249999998	7	
Q9V3Y7	Uncharacterized protein, isoform A	60.36	15	32	15	1457384.2545999999	30	
Q9V3Z4	GH11341p	30.28	14	31	14	911132.78854	24	
Q9V3Z9	HL02234p	42.6	17	39	17	5529915.2575	37	
Q9V400	Integrin linked kinase, isoform A	9.38	5	5	4	20903.850899999998	5	
Q9V405	26S proteasome regulatory subunit 6B	58.84	29	53	19	2876674.4605	48	
Q9V406	Activator protein 4	13.31	7	11	7	356108.72	11	
Q9V420	FI02878p	15.83	8	12	8	446510.4029	10	
Q9V428	Ras suppressor protein 1	36.04	9	20	9	714766.05977	16	
Q9V434	Asparagine--tRNA ligase, cytoplasmic	8.78	4	5	4	43013.0435	5	
Q9V436	26S proteasome non-ATPase regulatory subunit 8	31.06	9	19	9	984082.1498	17	
Q9V455	Importin subunit alpha	22.37	11	25	11	1688247.1326000001	24	
Q9V470	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	45.91	19	44	19	2041393.48074	42	
Q9V491	Plexin A, isoform A	1.44	3	3	0	26746.0155	3	
Q9V4C1	Uncharacterized protein, isoform E	47.85	34	78	0	2383047.6798300003	70	
Q9V4D9	Purine-rich binding protein-alpha, isoform B	64.73	19	82	0	6919702.490900001	69	
Q9V4E0	Complex I-49kD	31.41	12	19	11	494681.23845999996	19	
Q9V4E7	Transporter	9.12	6	7	3	175913.557	7	
Q9V7W9	Nuclear inhibitor of protein phosphatase 1	6.01	2	3	2	9616.34	3	
Q9V9M7	Large ribosomal subunit protein eL21	28.93	6	17	6	757818.4894000001	11	
Q9V9Q4	LD43819p	30.23	12	26	12	701913.4139	22	
Q9V9S0	Lysosome-associated membrane glycoprotein 5	17.3	5	8	5	167074.34225	8	
Q9V9T5	GM14617p	13.75	10	10	0	74004.6136	9	
Q9V9T9	Beta-glucuronidase	2.92	2	2	2	24168.851300000002	2	
Q9V9U0	RE35358p	4.79	1	2	1	94477.76000000001	2	
Q9V9U7	Tubulin-specific chaperone A	38.18	5	12	5	575924.16354	12	
Q9V9V0	Cleavage stimulation factor subunit 1	4.25	2	2	2	4618.723	1	
Q9V9V4	CRAL-TRIO domain-containing protein	33.89	10	21	10	874190.5495	17	
Q9V9W2	Large ribosomal subunit protein eL6	27.57	9	28	0	2169472.2983	24	
Q9V9W4	GH08048p	1.69	1	1	1	2802.2046	1	
Q9V9Y6	Carbonic anhydrase	8.61	3	3	3	36851.146	2	
Q9VA09	Guanylate cyclase soluble subunit beta-1	6.35	6	6	6	248410.813	6	
Q9VA18	Coiled-coil-helix-coiled-coil-helix domain containing 3	78.03	20	85	20	5579794.99953	82	
Q9VA32	Cuticular protein 100A	29.88	7	16	7	534590.12197	12	
Q9VA34	LP06141p	1.88	2	2	2	29580.154	2	
Q9VA36	CIN85 and CD2AP related, isoform C	24.15	19	24	0	376953.72163	20	
Q9VA41	GEO08227p1	52.87	7	18	3	402249.9301	12	
Q9VA42	Niemann-Pick type C-2g, isoform A	49.69	7	27	4	2694364.19835	24	
Q9VA56	GH23271p	63.77	23	81	2	48149.7197	4	
Q9VA69	procollagen-proline 4-dioxygenase	2.73	2	2	2	44739.13	1	
Q9VA71	FI19924p1	4.52	1	2	1	5393.6108	2	
Q9VA76	IP18706p	16.43	6	8	6	58255.271	4	
Q9VA81	GEO10172p1	29.29	5	5	5	93443.14253	5	
Q9VA95	Trafficking protein particle complex subunit	17.93	2	3	2	103336.307	3	
Q9VA97	Pyridoxal phosphate homeostasis protein	35.43	8	13	8	463534.353	13	
Q9VAA6	GEO12235p1	19.62	3	7	3	189691.043	7	
Q9VAA9	JIL-1 anchoring and stabilizing protein, isoform A	28.21	11	18	11	293743.2415	18	
Q9VAC1	GM14349p	45.49	17	130	17	19781468.14335	122	
Q9VAC4	GEO09167p1	63.46	7	16	7	1053023.3898	15	
Q9VAC9	Uncharacterized protein, isoform A	30.21	10	13	1	67054.28007000001	10	
Q9VAD4	Translation initiation factor eIF2B subunit alpha	8.17	3	3	3	11963.0475	2	
Q9VAD7	RH37294p	18.5	3	3	3	21438.9174	3	
Q9VAG3	trypsin	17.0	4	7	4	148734.7395	7	
Q9VAG9	3'(2'),5'-bisphosphate nucleotidase 1	40.85	10	16	10	604930.3536	13	
Q9VAI9	GEO07291p1	62.25	8	60	5	6396147.9547	54	
Q9VAJ9	Mitochondrial 2-oxoglutarate/malate carrier protein	33.75	12	15	12	397673.4398	15	
Q9VAL7	Calnexin 99A, isoform A	38.51	22	70	1	1898155.26381	64	
Q9VAN7	Phosphoglycerate mutase	62.35	16	134	14	20784692.13073	125	
Q9VAQ4	Peptidase S1 domain-containing protein	12.85	5	6	5	50985.6461	6	
Q9VAS1	Neprilysin-like 19	2.24	2	2	2	14496.409	1	
Q9VAU6	LD27564p	2.99	2	2	2	8966.052800000001	2	
Q9VAV2	FI21480p1	16.52	13	16	13	346724.5338	15	
Q9VAY0	Neprilysin 7	5.16	4	4	4	26978.4578	4	
Q9VAY2	Heat shock protein 83	37.87	32	96	31	4449890.8549	76	
Q9VAY6	Pre-mRNA-splicing factor SPF27	17.99	4	5	4	45592.061	3	
Q9VAY9	GH07821p	7.89	3	3	3	44240.7007	3	
Q9VB05	ALG-2 interacting protein X	26.2	26	47	26	2168145.6122	46	
Q9VB10	Hydroxysteroid dehydrogenase-like protein 2	48.06	18	46	18	4138475.06906	45	
Q9VB17	IP11341p	7.98	3	3	3	83850.91	1	
Q9VB22	LD33695p	14.29	8	11	8	190481.3791	10	
Q9VB23	Serine/threonine protein phosphatase 2A regulatory subunit	22.33	13	26	1	497813.37440000003	20	
Q9VB51	GEO08385p1	42.96	3	3	3	46531.536	2	
Q9VB64	Uridine diphosphate glucose pyrophosphatase NUDT14	47.17	9	29	9	643595.33604	23	
Q9VB66	CLIP domain-containing serine protease	6.04	3	4	3	32810.7356	4	
Q9VB69	Malic enzyme	20.75	12	16	1	144980.63968	16	
Q9VB76	Carbonic anhydrase	3.54	1	2	1	7697.9282	2	
Q9VB77	IP09938p	12.18	4	4	4	112159.644	4	
Q9VB79	IP09473p	24.22	8	17	8	679432.78	15	
Q9VB81	Cuticular protein 97Eb	54.89	13	55	13	6338463.7375	53	
Q9VB86	LP07342p	10.14	2	3	1	26071.9437	3	
Q9VB96	Uncharacterized protein, isoform A	36.49	14	29	2	2126825.8898	29	
Q9VBC1	Uncharacterized protein, isoform A	29.03	3	3	3	36716.2239	3	
Q9VBC9	Beaten path VII	13.15	4	4	4	151161.35340000002	4	
Q9VBI2	UMP-CMP kinase	54.55	16	95	16	9350963.88872	84	
Q9VBI3	RH72336p	28.52	9	21	9	970462.8106	19	
Q9VBL3	GH01188p	13.79	7	7	7	51490.80983	7	
Q9VBN5	60S ribosomal protein L27	26.67	4	6	4	1229411.043	6	
Q9VBP5	Jing interacting gene regulatory 1, isoform A	4.76	2	2	1	30489.252	2	
Q9VBP6	Succinate-semialdehyde dehydrogenase	68.96	32	141	32	22179982.89105	133	
Q9VBR3	Astrocytic leucine-rich repeat molecule	1.7	1	1	1	18629.0	1	
Q9VBS7	Uncharacterized protein, isoform B	34.35	12	24	12	1147795.0211	24	
