Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 130C, Sample, n/a, ctrl_pool_1	Abundance: F5: 131, Sample, n/a, ctrl_pool_2	Modifications
Q86BS7	Glycogen debranching enzyme	3.17	6	9	0	48742.99334	41917.40076	
Q86PD3	Persulfide dioxygenase ETHE1, mitochondrial	21.51	7	17	7	231712.9499	195046.1874	
Q86PF5	PRKCA-binding protein	8.62	5	7	0	22459.4577	19600.757400000002	
Q8I077	BcDNA.LD22910	1.48	2	2	2	406.48978	0.0	
Q8I099	Uncharacterized protein, isoform A	16.56	5	8	5	67847.4458	59877.83684	
Q8I0D4	RE20510p	20.9	17	39	0	1212986.6152000001	1165290.3329999999	
Q8I0J3	Mitochondrial ribosomal protein S21, isoform A	35.63	3	6	3	27337.9352	17828.593240000002	
Q8I0P9	acid phosphatase	1.76	1	2	0	3120.6252	3009.977	
Q8I725	Glyoxylate reductase/hydroxypyruvate reductase	23.63	10	20	10	90635.27427	67702.02121	
Q8I930	GH14147p	4.68	3	4	0	18631.2824	6934.942770000001	
Q8I941	GH16843p	28.83	7	29	7	327536.7735	301288.35607	
Q8IGI1	Misexpression suppressor of KSR 2, isoform J	18.8	8	19	1	8958.7291	7534.6452	
Q8IGY1	RE08101p	33.61	41	326	0	13441958.36966	8332841.7842	
Q8IH23	GEO02102p1	43.7	5	11	5	71414.18902	51370.0984	
Q8IM93	FI18814p1	36.72	17	40	17	345776.04125999997	234044.5776	
Q8IMF4	RE24176p	10.11	5	7	0	22225.56508	14183.70815	
Q8IMJ0	VhaAC45-related protein, isoform A	16.41	7	31	0	473427.4864	381198.5279	
Q8IMK7	Alphabet, isoform B	7.28	3	4	0	21608.0614	19851.108500000002	
Q8IMQ8	RH29536p	33.72	10	31	0	305198.13166	242777.14777	
Q8IMT3	IP12392p	5.95	3	4	3	8880.0577	6751.3481	
Q8IMT6	FI01822p	6.64	3	6	3	52916.59331	50637.85824	
Q8IMU2	RE10237p	13.88	3	5	0	20579.581400000003	13886.3871	
Q8IMV6	Scaffold attachment factor B, isoform B	4.42	3	3	3	5915.9035699999995	4995.996359999999	
Q8IMX4	FI04408p	6.6	2	7	0	23890.1627	16559.2226	
Q8IMX8	U6 snRNA-associated Sm-like protein LSm3	40.78	4	13	4	124367.80841	97001.86514000001	
Q8IN49	MIP05539p	7.19	7	14	7	79845.7151	59841.1115	
Q8IN51	FI17609p1	21.17	3	9	3	33489.41823	36187.74354	
Q8IN95	Nuclear migration protein nudC	5.56	2	2	2	1418.32248	803.80634	
Q8INA9	Fasciclin 1, isoform C	43.97	29	147	1	38092.478200000005	30094.6493	
Q8ING0	Peptidase S1 domain-containing protein	6.92	4	8	4	18676.239419999998	17597.191	
Q8INH5	Aminopeptidase	5.65	6	9	0	36028.0168	26003.2033	
Q8INQ9	LIM domain-containing protein	10.63	4	5	0	56522.6694	45449.410299999996	
Q8INU6	Glyoxylate reductase/hydroxypyruvate reductase	16.21	6	16	4	44362.2561	32354.1363	
Q8IP52	RE16941p	3.69	4	4	4	512.8723	746.40408	
Q8IP62	Small ribosomal subunit protein mS23	23.28	4	4	4	8729.93905	7563.84656	
Q8IP80	ethanolamine-phosphate cytidylyltransferase	24.93	10	32	1	349839.37071	271329.24305	
Q8IP94	threonine--tRNA ligase	5.36	4	6	0	74576.28623	55247.69182000001	
Q8IP97	Peroxin-19	54.11	10	30	10	950342.8643	692924.00773	
Q8IPA5	RE15581p	6.07	2	2	0	14902.091	12751.553	
Q8IPB1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	37.93	6	9	0	26887.26144	22753.064319999998	
Q8IPD8	Cuticular protein 30F	40.41	6	12	6	182194.02485	136140.10002	
Q8IPE8	Trifunctional enzyme subunit alpha, mitochondrial	62.77	38	117	1	1927406.81448	1573089.14897	
Q8IPG8	Uncharacterized protein	17.77	4	12	4	87613.4679	66857.48765	
Q8IPK0	Stathmin, isoform B	5.3	2	2	0	4523.1646	2684.0774	
Q8IPP8	Ketoreductase domain-containing protein	45.31	9	24	8	297274.8935	221317.71888	
Q8IPQ6	Polymerase (DNA-directed), delta interacting protein 2, isoform B	6.5	2	2	0	0.0	728.2752	
Q8IPT0	ER membrane protein complex subunit 10	18.94	4	4	0	41965.73620000001	32310.73115	
Q8IPT9	SD05439p1	36.84	12	19	0	392619.25615	316060.2503	
Q8IPU3	hydroxyacylglutathione hydrolase	29.31	9	60	0	1205897.58548	875523.7887	
Q8IPU7	BNIP3, isoform C	10.17	2	3	0	14286.580600000001	10216.18575	
Q8IPW1	Arouser, isoform A	10.81	8	14	0	37161.79168	28342.93227	
Q8IPZ5	Uncharacterized protein, isoform B	15.12	8	14	0	39449.0818	24663.0531	
Q8IQ99	PAR-domain protein 1, isoform J	4.11	3	4	0	20816.4222	15139.9427	
Q8IQB7	MIP21654p	9.44	3	5	3	0.0	1047.5398	
Q8IQB8	Tequila, isoform D	5.66	7	7	1	33924.2579	22847.3458	
Q8IQC6	Small VCP interacting protein, isoform A	42.68	6	10	6	118759.3719	54098.31591	
Q8IQD3	Uncharacterized protein, isoform C	5.3	3	6	3	33417.10794	25593.12774	
Q8IQD7	Phospholipid scramblase	5.15	1	3	0	16621.5723	16896.456700000002	
Q8IQE6	Insulin receptor substrate 53 kDa, isoform A	7.34	9	17	2	68027.50347	56334.367710000006	
Q8IQH0	FI12817p	5.22	8	11	0	42521.68554	36153.44195	
Q8IQM5	Uncharacterized protein, isoform A	20.82	6	14	1	143651.16875	97941.63875	
Q8IQM9	folate gamma-glutamyl hydrolase	6.43	3	5	3	8605.222259999999	6577.9024	
Q8IQQ0	2-oxoglutarate dehydrogenase, mitochondrial	15.63	17	30	1	397733.90599	324339.32437	
Q8IQT0	Gamma-glutamylcyclotransferase	8.72	2	3	1	46818.919850000006	33412.888399999996	
Q8IQV4	Lysosome-associated membrane glycoprotein 2-like luminal domain-containing protein	2.71	2	4	2	31235.255400000002	23079.84777	
Q8IQW5	RE23625p	79.17	16	78	4	3762000.36859	2756001.42404	
Q8IR41	Uncharacterized protein, isoform C	0.61	1	1	0	3245.6106	2487.5637	
Q8IR72	FI19011p1	10.06	1	3	1	15398.069340000002	13425.67488	
Q8IR76	FAD synthase	12.59	4	7	0	30497.70623	22196.79	
Q8IRD0	RH17559p	42.86	3	12	3	177828.1115	153711.0503	
Q8IRD3	Glutathione peroxidase	51.68	11	86	0	4425008.45664	3410882.7428699997	
Q8IRH0	Puromycin-sensitive aminopeptidase	14.15	17	31	0	164122.38221	124562.96071	
Q8IRI5	Trio, isoform D	8.83	7	10	0	25146.4186	20722.574800000002	
Q8IRQ5	fumarate hydratase	74.95	29	186	0	7893411.61644	6303216.25114	
Q8MKJ5	GEO08105p1	19.47	2	3	2	1163.9245	533.17017	
Q8MKK1	AaRS-interacting multifunctional protein 3	15.08	3	6	3	64478.8989	43818.9312	
Q8MLP9	GEO08457p1	16.96	2	5	2	11817.2844	8758.059669999999	
Q8MLQ0	FI14118p	21.05	2	3	2	66357.00200000001	55971.6957	
Q8MLS1	5-formyltetrahydrofolate cyclo-ligase	17.91	4	14	4	219476.35671999998	161305.98073	
Q8MLS2	ribose-5-phosphate isomerase	25.31	5	5	5	32165.6472	28166.8187	
Q8MLW0	Receptor protein-tyrosine kinase	0.8	1	1	0	2434.4329	977.84686	
Q8MLW4	Uncharacterized protein, isoform A	31.39	8	17	8	199716.40445	198578.99863	
Q8MMD2	Epidermal growth factor receptor pathway substrate clone 15, isoform B	32.55	32	79	0	2788153.88831	2184748.59075	
Q8MQP2	MIP16184p	7.0	2	5	0	36808.314	26420.7747	
Q8MRI4	Diphthine--ammonia ligase	5.99	5	5	5	17892.159659999998	13789.29928	
Q8MRM0	GH16740p	23.63	6	17	6	164486.08694	123411.5309	
Q8MRS5	AT03104p	3.18	3	3	0	4185.5791	1963.0896	
Q8MRT7	SD26038p	13.22	3	7	3	51032.65128	39798.0609	
Q8MS69	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	4.73	2	3	2	7557.0289999999995	3981.6147	
Q8MSB1	E3 ubiquitin-protein transferase MAEA	11.17	4	4	4	4545.454	3617.7005799999997	
Q8MSI2	GH15296p	77.78	17	127	17	1630526.29272	1319166.79299	
Q8MSS7	Small ribosomal subunit protein uS2m	13.26	3	4	3	5281.6698	5324.582399999999	
Q8MST5	Tubulin beta chain	47.92	18	97	0	658170.33669	565979.1364900001	
Q8MT58	Carnosine dipeptidase 2, isoform A	44.77	20	64	4	1242996.42448	1005788.66761	
Q8MZ07	GEO07581p1	10.96	2	5	2	19294.4463	11967.30634	
Q8MZI3	RNA helicase	17.36	13	23	6	93858.1777	68191.39834	
Q8SWS2	RE29468p	39.05	5	14	0	476262.4617	307573.22250000003	
Q8SWS3	RE26528p	17.13	2	3	2	139080.7774	85579.82830000001	
Q8SWZ6	RH51312p	8.33	2	3	2	2607.8606	2250.9697	
Q8SX06	GEO08318p1	6.17	1	1	1	532.5121	0.0	
Q8SX35	GEO07743p1	33.33	3	8	1	78193.5555	52187.931	
Q8SX50	RE04530p	14.96	6	11	0	55354.56246	46344.11196	
Q8SX54	CLIP domain-containing serine protease	2.78	1	1	1	0.0	378.7496	
Q8SX57	LD44221p	42.41	8	19	8	161799.7235	124328.07866	
Q8SX78	LD05679p	19.7	8	11	8	29513.989	18485.9984	
Q8SX89	Kugelkern, isoform A	9.82	5	6	5	48579.665	26935.94093	
Q8SXC2	FI04487p	7.56	4	4	4	29534.7435	24239.184	
Q8SXD5	GH02216p	53.85	11	59	2	1050339.86044	909930.03661	
Q8SXE1	RH69521p	6.23	3	3	3	18593.523	0.0	
Q8SXF0	Small ribosomal subunit protein uS9m	8.35	4	9	4	53688.6118	40603.43226	
Q8SXF2	RH40246p	10.75	5	7	5	23742.468399999998	22362.2256	
Q8SXG7	tRNA selenocysteine-associated protein 1	5.06	2	2	2	4211.54976	2052.1658	
Q8SXK0	RE18748p	10.55	3	3	3	4211.54244	3673.94933	
Q8SXM8	Lysine--tRNA ligase	21.95	13	35	0	119158.54783	99291.65418	
Q8SXP8	TAR DNA-binding protein 43	9.98	5	5	2	14429.7867	11685.9888	
Q8SXQ1	aldehyde dehydrogenase (NAD(+))	28.15	13	30	13	161329.44545	118698.85518	
Q8SXQ5	Glutaredoxin-related protein 5, mitochondrial	10.06	2	6	2	208876.18222000002	220364.95528	
Q8SXS0	RE40914p	11.92	4	6	4	13330.597099999999	7668.20866	
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	35.15	13	28	13	238876.3622	205081.00985	
Q8SY13	Beaten path IIIc, isoform A	8.62	4	6	0	19208.6237	15133.53354	
Q8SY19	Microsomal glutathione S-transferase 1	13.16	2	10	1	246230.84837000002	175924.60238	
Q8SY58	Ketimine reductase mu-crystallin	6.48	2	3	2	2604.3987	1794.2096	
Q8SY67	lysozyme	35.85	3	3	3	106435.4434	69668.0767	
Q8SY69	MICOS complex subunit MIC10	29.17	3	11	3	298926.01003	291093.0256	
Q8SYC4	RE68566p	1.97	1	1	1	1468.8398	806.0439	
Q8SYD9	Endophilin B, isoform A	57.69	19	89	0	2478843.56898	2070228.87518	
Q8SYG3	E2 ubiquitin-conjugating enzyme	52.98	9	22	1	335170.98909000005	294414.0383	
Q8SYH8	RE57644p	19.78	5	13	1	129332.38536	97831.52646000001	
Q8SYJ2	GEO09626p1	61.45	8	53	8	6021288.35457	4860694.5101499995	
Q8SYN0	RE52086p	9.56	4	5	4	27564.084899999998	20952.09216	
Q8SYQ4	RE42475p	52.03	10	68	10	1826180.59175	1228248.70338	
Q8SYQ8	RE40412p	32.35	5	10	5	61975.797399999996	54203.6823	
Q8SZK5	RH26533p	10.93	3	5	3	15019.2169	15512.776	
Q8SZK9	HL04814p	47.19	11	54	11	2269875.0767	1731626.56533	
Q8SZM2	RH04334p	28.15	10	38	10	1654545.13492	1334700.62235	
Q8SZN1	GEO08217p1	51.61	7	31	3	1642371.25477	1196318.97964	
Q8T0I9	GH27479p	23.63	10	27	1	445965.1565	324261.5622	
Q8T0J5	GH26851p	29.62	9	33	0	580426.65578	420903.02632	
Q8T0N5	GH17516p	16.56	6	16	6	245189.31925	173837.25433	
Q8T0U6	Serine/threonine-protein phosphatase	12.15	6	13	0	43078.5664	30952.797	
Q8T0V2	GH02495p	21.25	10	23	0	98961.16306	69376.9541	
Q8T389	Endophilin B	56.35	18	77	0	9634.701	6202.2974	
Q8T3V6	Large ribosomal subunit protein uL29m	6.27	2	2	2	530.307	363.04492	
Q8T3W8	Venom allergen-1	20.61	6	10	0	49195.7963	26007.5488	
Q8T4G5	AFG3 like matrix AAA peptidase subunit 2, isoform A	26.51	22	41	2	332179.84138	226753.87833	
Q8T6I0	Achaete scute target 1, isoform B	50.94	25	77	0	1576281.78551	1358053.30165	
Q8T972	N-terminal E2 ubiquitin-conjugating enzyme	6.49	1	2	0	23943.678600000003	20562.4247	
Q8WR19	AFGF intracellular binding protein	2.23	1	1	1	6047.954	5022.838	
Q94513	Boundary element associated factor	12.41	5	12	1	40024.8229	27038.03842	
Q94533	Ribosomal protein S6 kinase	5.31	3	7	3	49934.9772	38061.57016	
Q95NU8	GH16255p	16.25	8	18	8	179330.71325	118414.26289	
Q95NV8	Allatostatin C, isoform B	9.92	1	4	0	36985.47	25603.123199999998	
Q95PE4	GEO07784p1	6.17	1	1	1	816.17523	1614.4478	
Q95R34	GH16463p	9.71	3	4	3	9921.9251	7882.3377	
Q95R98	Protein phosphatase methylesterase 1	12.22	5	11	5	35179.45581	32586.57948	
Q95RB1	Pre-mRNA-splicing factor RBM22	18.66	8	19	8	58979.27829	39146.66196	
Q95RB2	Cuticular protein 49Ae	81.34	9	171	9	20045787.414189998	14509283.76536	
Q95RE4	LD37574p	44.32	15	30	1	157229.60877	123433.30426	
Q95RF6	LD34461p	43.27	5	7	5	94436.61505	72015.6281	
Q95RI2	LD28549p	27.78	9	14	9	64094.6133	48967.11294	
Q95RI7	Survival of motor neuron-related-splicing factor 30	24.69	6	8	1	57084.31526	36851.1791	
Q95RQ1	LD16414p	3.71	2	2	2	2292.9272	739.90875	
Q95RR6	LD15002p	64.6	17	77	0	34594.2775	59615.731999999996	
Q95RS6	Phenoloxidase-activating factor 2	17.34	6	13	6	83059.3789	67102.7236	
Q95RV5	Ribulose-phosphate 3-epimerase	12.22	2	4	2	413079.984	357696.456	
Q95RY2	LD01461p	20.61	5	11	1	127769.45924	83417.879	
Q95SH0	GH26463p	5.58	5	6	5	8169.7583	6084.563	
Q95SH2	Charged multivesicular body protein 1, isoform A	33.99	9	38	9	492928.72958	335708.4136	
Q95SH7	GH26007p	7.94	2	3	2	1661.1317	466.28693	
Q95SI7	GH23390p	75.09	17	43	17	1999036.67909	1671340.21865	
Q95SN8	GH12395p	26.76	5	14	5	146789.58536	108139.3447	
Q95TK5	LD44914p	12.95	7	17	7	136625.32692	98693.61055	
Q95TL8	Endoplasmic reticulum protein 44, isoform A	30.58	13	39	0	648533.1506	555093.31413	
Q95TP0	LD34582p	1.97	1	1	1	4575.366	2853.755	
Q95TZ7	GH19182p	79.35	28	155	0	5308293.46607	3432064.5406400003	
Q95U15	GH14252p	82.05	32	274	0	4019289.5205	2237692.32483	
Q95U34	GH11113p	20.41	10	36	10	301588.99306	233815.28126000002	
Q95WY3	Nucleolar protein 56	9.68	5	6	5	45258.5261	38189.6682	
Q960D4	SD06560p	22.09	14	22	0	203090.9786	154446.0424	
Q960M4	Peroxiredoxin-5	64.74	12	97	12	9359008.5812	6402859.684909999	
Q960Y8	Aluminum tubes, isoform G	21.28	19	34	0	253978.15661	193723.29502000002	
Q961A8	LD25351p	1.27	1	1	1	526.0337	0.0	
Q961B3	5'-nucleotidase domain-containing protein 1	4.49	3	5	0	12702.2192	8660.15846	
Q961B9	LD24073p	8.37	4	4	4	8787.84367	8258.271	
Q961C8	LD22649p	15.3	5	10	0	32183.9605	25310.41936	
Q961E7	phosphorylase kinase	10.74	5	5	1	26632.09998	16864.7946	
Q961K6	GH19047p	4.19	3	3	3	12139.8161	4975.6302	
Q961Q8	GH10454p	10.86	5	7	5	28215.211799999997	17238.17685	
Q961T9	GH07914p	35.88	6	11	6	102323.35584	72705.94086	
Q961X4	Combover, isoform B	10.01	8	13	0	83539.0826	68227.63736	
Q966T5	Paxillin, isoform D	37.06	7	18	2	82481.1898	59525.2236	
Q967S0	Amidophosphoribosyltransferase	10.97	6	11	0	85401.5777	68377.48454	
Q9I7I3	GH12831p	9.56	3	4	3	8115.4705	4183.7838	
Q9I7J0	GH21596p	73.37	11	57	11	1991974.40059	1686435.14282	
Q9I7K3	N-acyl-aliphatic-L-amino acid amidohydrolase	3.49	2	4	2	33975.0126	22437.1876	
Q9I7L9	Uncharacterized protein, isoform A	15.91	6	8	0	13082.44888	13436.60535	
Q9I7M3	Uncharacterized protein, isoform A	48.17	12	30	1	832137.72403	679526.07839	
Q9I7Q5	Cuticular protein 65Au, isoform A	65.09	7	19	7	3956240.2794	3305973.897	
Q9NCC3	Sorting nexin	14.34	8	16	8	85880.61317	56553.78732	
Q9NF31	EG:BACN25G24.3 protein (Fbgn0004860;ph-d protein)	2.35	3	3	0	393.90305	375.4809	
Q9U1K7	Thioredoxin domain-containing protein 17	16.3	3	10	3	67740.17635000001	65648.72714	
Q9U1L2	EG:BACR7A4.14 protein	37.05	9	16	9	217016.5843	201449.9181	
Q9U6P7	FI18813p1	14.35	7	9	7	48769.430700000004	43591.1083	
Q9U6R9	Gamma-soluble NSF attachment protein	57.28	17	44	15	1325568.5774	1085663.9634099999	
Q9U9Q2	Neosin, isoform A	12.13	5	6	5	31605.58665	18953.371	
Q9V393	Kurtz arrestin	10.0	5	9	5	114160.93255	97506.55766	
Q9V396	Carbonic anhydrase	46.67	12	54	12	1243397.83935	1021974.05096	
Q9V3A8	Ergic53, isoform A	11.13	7	10	7	54449.5477	40964.878	
Q9V3C8	DShc protein	3.42	2	3	2	4928.3145	2977.335	
Q9V3D9	Signal recognition particle 54 kDa protein	13.19	8	16	8	103259.82263	72514.27894999999	
Q9V3E3	Large ribosomal subunit protein mL50	10.05	2	3	2	9481.239	5266.3762	
Q9V3E7	LD24793p	42.48	12	35	12	602749.27792	471349.40417	
Q9V3E9	RNA polymerase II-associated protein 3	5.24	3	4	3	28333.4281	22335.4397	
Q9V3F8	Pyrroline-5-carboxylate reductase	25.71	5	13	5	230970.48196	170319.13814	
Q9V3H0	DNAation factor-related protein 4	4.22	2	2	2	1597.042	587.5705	
Q9V3I0	EG:BACR42I17.2 protein	6.09	2	8	2	34206.346099999995	22871.3862	
Q9V3L7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	48.0	4	6	4	151632.9754	121655.6685	
Q9V3N7	dihydropyrimidinase	38.03	21	56	6	866760.34256	674757.20735	
Q9V3N9	B6	5.73	4	6	4	38694.3966	30254.219399999998	
Q9V3P3	LD45860p	40.0	10	21	10	757211.11496	639779.18726	
Q9V3Q4	thioredoxin-dependent peroxiredoxin	11.16	3	9	3	85892.74966	59887.02946	
Q9V3R3	GPN-loop GTPase	5.5	2	3	2	11793.4972	9139.42998	
Q9V3T8	LD32469p	14.36	4	5	4	88887.495	72232.085	
Q9V3U6	26-29kD-proteinase	24.41	11	43	11	1935420.9269400002	1505343.4920599998	
Q9V3V2	peptidylprolyl isomerase	67.59	13	44	1	1478118.41968	1200054.93501	
Q9V3V6	26S proteasome regulatory complex subunit p50	53.27	21	64	20	1745202.659	1481995.26748	
Q9V3V9	Endonuclease G inhibitor, isoform A	47.63	16	37	16	723938.2162	614117.33592	
Q9V3W2	GM23292p	61.08	12	86	12	3892283.45571	2780551.51653	
Q9V3W7	LD40489p	41.18	10	24	10	479921.15807000006	409979.17693	
Q9V3W9	UV excision repair protein RAD23	28.5	9	33	4	207957.03732	161300.96437	
Q9V3Y4	LD43650p	6.65	2	4	2	6828.09	6126.0083	
Q9V3Y7	Uncharacterized protein, isoform A	37.54	11	33	11	256038.64682	217047.88086	
Q9V3Z4	GH11341p	22.31	12	31	12	140824.81042	104328.86739	
Q9V3Z9	HL02234p	46.21	14	53	14	2365364.98505	1824543.44705	
Q9V400	Integrin linked kinase, isoform A	6.7	4	6	3	39173.43814	28916.524299999997	
Q9V405	26S proteasome regulatory subunit 6B	41.65	19	51	11	716751.06931	566963.37531	
Q9V406	Activator protein 4	9.03	7	16	7	56920.64721	39372.31874	
Q9V420	FI02878p	13.91	5	10	5	64343.83626	54214.6522	
Q9V428	Ras suppressor protein 1	29.33	9	20	9	207808.6168	198068.79275	
Q9V434	Asparagine--tRNA ligase, cytoplasmic	4.66	3	5	3	30928.953	29635.423600000002	
Q9V436	26S proteasome non-ATPase regulatory subunit 8	29.17	7	12	7	188610.1803	159589.131	
Q9V455	Importin subunit alpha	15.95	9	16	9	282186.512	245215.60407	
Q9V470	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	33.41	15	35	15	457014.29044	367517.37818	
Q9V491	Plexin A, isoform A	1.03	2	2	0	1155.3271599999998	0.0	
Q9V4C1	Uncharacterized protein, isoform E	29.3	23	61	0	1796463.61424	1342832.36078	
Q9V4D9	Purine-rich binding protein-alpha, isoform B	64.0	17	75	0	1606471.94484	1319087.8332	
Q9V4E0	Complex I-49kD	26.28	9	14	8	228459.41226	205014.38796999998	
Q9V4E7	Transporter	3.62	3	6	2	29680.3958	24212.755299999997	
Q9V7W9	Nuclear inhibitor of protein phosphatase 1	8.88	3	3	3	5062.5419999999995	4953.0373	
Q9V9M7	Large ribosomal subunit protein eL21	35.22	6	13	6	130197.51365000001	106063.27781	
Q9V9Q4	LD43819p	24.01	9	22	9	233436.83239	177718.033	
Q9V9S0	Lysosome-associated membrane glycoprotein 5	8.81	2	5	2	100909.5234	103625.64648	
Q9V9T5	GM14617p	15.04	10	14	1	34365.33963	26325.12358	
Q9V9T9	Beta-glucuronidase	2.62	2	2	2	3756.53397	2378.7001	
Q9V9U0	RE35358p	10.11	2	3	2	1073.82186	933.8648000000001	
Q9V9U7	Tubulin-specific chaperone A	24.55	4	12	4	107771.09481	83040.64845	
Q9V9V0	Cleavage stimulation factor subunit 1	6.6	3	3	3	5426.6383000000005	3004.62843	
Q9V9V4	CRAL-TRIO domain-containing protein	13.76	5	13	5	133718.34406	125042.58125999999	
Q9V9W2	Large ribosomal subunit protein eL6	21.4	7	29	0	649326.00976	534613.80604	
Q9V9W4	GH08048p	3.6	2	2	2	1703.37	797.7367	
Q9V9Y6	Carbonic anhydrase	2.65	1	2	1	1127.04334	397.0955	
Q9VA09	Guanylate cyclase soluble subunit beta-1	4.57	5	9	5	43615.9074	35987.6578	
Q9VA18	Coiled-coil-helix-coiled-coil-helix domain containing 3	78.92	20	89	20	4926022.80008	3545611.50843	
Q9VA32	Cuticular protein 100A	15.35	4	16	4	140660.12935	86748.9715	
Q9VA34	LP06141p	3.64	4	5	4	16945.20666	9906.605739999999	
Q9VA36	CIN85 and CD2AP related, isoform C	17.91	16	33	0	164253.8806	118432.37133	
Q9VA41	GEO08227p1	42.04	6	16	2	113247.07483	73575.73946	
Q9VA42	Niemann-Pick type C-2g, isoform A	49.69	7	22	4	760113.4924199999	534928.67898	
Q9VA56	GH23271p	60.79	20	66	1	4710.4927	3658.224	
Q9VA69	procollagen-proline 4-dioxygenase	1.27	1	3	1	13319.785100000001	12530.45	
Q9VA71	FI19924p1	6.19	3	3	3	9306.5324	5239.902099999999	
Q9VA76	IP18706p	11.33	4	8	4	16303.4346	14208.53077	
Q9VA81	GEO10172p1	7.14	1	1	1	493.89117	372.66766	
Q9VA95	Trafficking protein particle complex subunit	5.52	1	2	1	3372.8319300000003	3577.9089	
Q9VA97	Pyridoxal phosphate homeostasis protein	34.25	10	19	10	274773.9098	235064.96102	
Q9VAA6	GEO12235p1	10.76	2	6	2	51224.8914	41035.2502	
Q9VAA9	JIL-1 anchoring and stabilizing protein, isoform A	16.21	9	20	9	122984.0909	86215.91028000001	
Q9VAC1	GM14349p	63.31	21	113	21	5373788.37828	4975888.07084	
Q9VAC4	GEO09167p1	23.08	3	12	3	331579.5687	291892.5306	
Q9VAC9	Uncharacterized protein, isoform A	28.12	9	17	1	38729.91891	28204.61063	
Q9VAD4	Translation initiation factor eIF2B subunit alpha	8.5	3	4	3	5217.92513	5159.7617	
Q9VAD7	RH37294p	11.56	2	3	2	2040.3605000000002	1589.90369	
Q9VAG3	trypsin	11.46	3	6	3	83904.01550000001	55371.35601	
Q9VAG9	3'(2'),5'-bisphosphate nucleotidase 1	20.92	7	10	7	38673.31736	30111.216699999997	
Q9VAI9	GEO07291p1	62.25	9	62	5	3673905.59327	3047595.89243	
Q9VAJ9	Mitochondrial 2-oxoglutarate/malate carrier protein	23.34	8	14	8	175361.4129	159394.64346	
Q9VAL5	protein-tyrosine-phosphatase	2.29	3	4	0	6152.7834	2968.7836	
Q9VAL7	Calnexin 99A, isoform A	32.07	20	84	1	2541671.23317	1887054.33997	
Q9VAN7	Phosphoglycerate mutase	63.53	18	121	16	13947286.65834	10743913.93372	
Q9VAQ4	Peptidase S1 domain-containing protein	12.85	5	10	5	70693.7486	58428.1299	
Q9VAS1	Neprilysin-like 19	3.58	3	5	3	4311.9852	4364.1862	
Q9VAU6	LD27564p	2.62	2	2	2	10721.109799999998	6477.2325	
Q9VAV2	FI21480p1	16.09	13	25	13	109690.51357	82965.81964999999	
Q9VAY0	Neprilysin 7	5.58	4	4	4	3805.12207	1543.65239	
Q9VAY2	Heat shock protein 83	34.31	28	98	27	1363007.51884	1084745.81433	
Q9VAY6	Pre-mRNA-splicing factor SPF27	7.19	2	2	2	45785.131	33773.021	
Q9VAY9	GH07821p	4.83	2	2	2	14942.222	12321.884	
Q9VB05	ALG-2 interacting protein X	17.46	19	58	19	640512.62939	525878.7197	
Q9VB10	Hydroxysteroid dehydrogenase-like protein 2	48.54	18	54	18	1039612.41295	862074.71663	
Q9VB17	IP11341p	10.12	4	7	4	20070.2334	16946.7514	
Q9VB22	LD33695p	13.07	8	14	8	280919.4364	219265.89489999998	
Q9VB23	Serine/threonine protein phosphatase 2A regulatory subunit	14.5	9	31	1	158917.92736	99057.37384	
Q9VB64	Uridine diphosphate glucose pyrophosphatase NUDT14	41.98	7	10	7	171012.81483	146543.6072	
Q9VB66	CLIP domain-containing serine protease	7.35	3	3	2	1156.0369	0.0	
Q9VB69	Malic enzyme	19.45	12	25	1	535665.8669	336847.72204	
Q9VB76	Carbonic anhydrase	5.79	2	4	2	19925.181	13750.542	
Q9VB77	IP09938p	4.06	1	2	1	3716.3179	3390.44477	
Q9VB78	Eater	12.38	3	7	3	11414.9187	6862.850850000001	
Q9VB79	IP09473p	14.19	5	15	5	47590.67091	46039.21616	
Q9VB81	Cuticular protein 97Eb	42.98	11	59	11	1293121.2522	752465.145	
Q9VB86	LP07342p	7.34	1	1	1	7146.353	5961.89	
Q9VB96	Uncharacterized protein, isoform A	24.33	11	26	2	219422.27362	235911.70715	
Q9VBC1	Uncharacterized protein, isoform A	39.78	4	8	4	20388.014	12065.068739999999	
Q9VBC9	Beaten path VII	3.68	2	4	2	22308.6967	16101.853200000001	
Q9VBI2	UMP-CMP kinase	50.99	13	74	13	2841059.60341	2203432.7952	
Q9VBI3	RH72336p	22.66	7	23	7	324356.10735999997	256768.63116	
Q9VBL3	GH01188p	8.54	5	6	5	11637.7711	5603.9809399999995	
Q9VBN5	60S ribosomal protein L27	5.93	1	1	1	525.458	674.68646	
Q9VBP5	Jing interacting gene regulatory 1, isoform A	7.44	3	3	2	32020.711799999997	23662.654000000002	
Q9VBP6	Succinate-semialdehyde dehydrogenase	76.03	33	149	33	5798125.25554	4582245.24486	
