Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 127C, Sample, n/a, SF1g_F3	Abundances Count: F8: 127C, Sample, n/a, SF1g_F3	Modifications
Q9VB76	Carbonic anhydrase	3.54	1	2	1	11171.357899999999	2	
Q9VB77	IP09938p	12.18	4	4	4	121198.239	4	
Q9VB79	IP09473p	24.22	8	17	8	622921.5197000001	15	
Q9VB81	Cuticular protein 97Eb	54.89	13	55	13	6119557.054	53	
Q9VB86	LP07342p	10.14	2	3	1	15782.51293	3	
Q9VB96	Uncharacterized protein, isoform A	36.49	14	29	2	1880591.2596	29	
Q9VBC1	Uncharacterized protein, isoform A	29.03	3	3	3	23802.630100000002	3	
Q9VBC9	Beaten path VII	13.15	4	4	4	121953.539	4	
Q9VBI2	UMP-CMP kinase	54.55	16	95	16	10145966.60333	85	
Q9VBI3	RH72336p	28.52	9	21	9	1026058.16792	19	
Q9VBL3	GH01188p	13.79	7	7	7	55128.309	6	
Q9VBN5	60S ribosomal protein L27	26.67	4	6	4	1237560.9109999998	6	
Q9VBP5	Jing interacting gene regulatory 1, isoform A	4.76	2	2	1	24642.429	2	
Q9VBP6	Succinate-semialdehyde dehydrogenase	68.96	32	141	32	20950586.3046	133	
Q9VBR3	Astrocytic leucine-rich repeat molecule	1.7	1	1	1	16341.859	1	
Q9VBS7	Uncharacterized protein, isoform B	34.35	12	24	12	1305582.1403	24	
Q9VBT1	CHK kinase-like domain-containing protein	12.95	6	9	6	287741.252	8	
Q9VBT2	IP11926p	9.86	4	4	4	20130.8686	3	
Q9VBU0	Uncharacterized protein, isoform A	7.43	4	4	3	34834.0046	3	
Q9VBU9	40S ribosomal protein S27	38.1	3	9	3	3696141.287	8	
Q9VBV4	Juvenile hormone binding protein 7	30.4	8	10	8	271836.5632	9	
Q9VBY7	Protein lin-7 homolog	63.08	12	50	1	4047735.8581	44	
Q9VC05	Oxysterol-binding protein	9.44	6	7	6	42983.08692	7	
Q9VC06	LD37516p	15.21	10	15	10	173849.234	14	
Q9VC10	Phosphatidylinositol glycan anchor biosynthesis class S	3.17	2	2	2	8408.5466	2	
Q9VC18	Bifunctional purine biosynthesis protein ATIC	28.64	15	23	15	589642.69773	21	
Q9VC30	RE05274p	8.06	1	2	1	6074.85025	2	
Q9VC31	Ras-related protein Rab-1	32.39	7	28	5	431919.873	15	
Q9VC48	Methionine aminopeptidase	25.67	9	14	9	530792.4585	14	
Q9VC53	BolA-like protein DDB_G0274169	21.33	4	13	4	491110.18700000003	10	
Q9VC58	Syntaxin-18	8.86	4	4	4	23082.8	4	
Q9VC66	AT25567p	28.82	13	18	13	342254.2101	18	
Q9VC67	Juvenile hormone binding protein 12	11.9	3	4	3	44853.206999999995	4	
Q9VC87	RE57978p	10.75	4	4	4	15851.6179	3	
Q9VCB9	FI08802p	26.23	6	12	6	730363.0654	12	
Q9VCD8	Structural maintenance of chromosomes protein	0.89	1	1	1	315.06223	1	
Q9VCD9	Uncharacterized protein, isoform C	34.42	5	10	5	774287.3353200001	10	
Q9VCE0	Phosphatidylserine decarboxylase proenzyme, mitochondrial	11.41	5	5	5	64011.17876	4	
Q9VCF8	LD23561p	23.45	8	11	8	226368.18983	11	
Q9VCI4	LD32918p	3.55	3	3	3	43847.913799999995	3	
Q9VCI7	LD02979p	17.37	7	12	0	316109.5687	11	
Q9VCK6	LD34157p	20.89	8	10	8	162863.5709	7	
Q9VCR2	N-acyl-aliphatic-L-amino acid amidohydrolase	10.22	5	5	4	62065.343	4	
Q9VCR4	FI17836p1	7.58	6	7	6	86131.23906	7	
Q9VCR9	RH48101p	39.61	11	25	11	1337552.78	21	
Q9VCT4	Klingon	6.06	3	4	3	22753.7348	4	
Q9VCU0	GEO02312p1	34.17	4	8	4	582097.7423	8	
Q9VCU1	FI07649p	1.31	1	1	1	14610.516	1	
Q9VCU6	Heterochromatin protein 1c	14.35	3	3	3	74460.563	2	
Q9VCW2	Cardinal	5.3	5	6	5	71335.9767	6	
Q9VCW6	GCS light chain	36.14	13	31	13	2117884.7121	27	
Q9VCZ2	FI07970p	2.48	1	1	1	31377.89	1	
Q9VD00	FI07666p	23.74	6	12	6	262533.27758	12	
Q9VD01	LP12095p	18.75	3	3	3	91742.81	2	
Q9VD02	GH14779p	30.73	4	10	4	340620.40447	10	
Q9VD13	GH02671p	14.64	8	9	0	123159.21	8	
Q9VD14	GH07286p	17.02	9	13	9	176478.1683	12	
Q9VD29	small monomeric GTPase	54.92	10	33	10	1826769.23606	27	
Q9VD30	GH05294p	79.44	14	60	14	5848821.1611	46	
Q9VD55	Holocytochrome c-type synthase	3.56	1	1	1	22751.795	1	
Q9VD58	Isocitric dehydrogenase subunit beta	52.7	17	90	17	15498203.0857	79	
Q9VD64	ADP-ribosylation factor-like protein 3	35.75	5	7	4	114517.408	6	
Q9VD68	GH19849p	6.84	3	3	3	37297.984000000004	3	
Q9VD72	Vacuolar-sorting protein SNF8	3.15	1	1	1	21223.297	1	
Q9VDC0	GH01837p	24.0	5	14	5	467620.3084	12	
Q9VDC1	Deoxyribonuclease TATDN1	5.33	2	2	2	9409.5388	2	
Q9VDC2	isopentenyl-diphosphate Delta-isomerase	10.55	2	2	2	8823.5913	2	
Q9VDC3	AP complex subunit sigma	44.37	6	14	6	892525.7433	13	
Q9VDE2	oxaloacetate tautomerase	44.09	8	15	8	975405.7087000001	14	
Q9VDF4	Cortactin, isoform A	36.31	23	28	23	1076213.7493	25	
Q9VDH3	GH08630p	58.77	13	36	13	2306702.84684	33	
Q9VDI1	LD46328p	56.88	24	81	1	3047324.57709	72	
Q9VDI3	Myosin-2 essential light chain	17.45	3	3	3	84507.8576	3	
Q9VDI5	Uncharacterized protein, isoform A	33.1	6	14	4	171369.139	13	
Q9VDK2	GH15831p	3.87	3	3	2	49944.091	3	
Q9VDK7	Signal recognition particle subunit SRP72	36.62	21	30	21	439721.95934	27	
Q9VDK9	GH12359p	4.89	3	4	3	114114.29	4	
Q9VDL0	Signal recognition particle 14 kDa protein	20.18	3	4	3	89657.2165	4	
Q9VDL5	GEO09602p1	52.24	3	3	3	58200.21715	3	
Q9VDP9	S-formylglutathione hydrolase	21.33	5	13	1	462754.3854	8	
Q9VDQ3	Identity crisis	8.06	4	4	4	30337.2405	4	
Q9VDT1	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	30.12	11	21	11	998726.3477	20	
Q9VDT4	Uncharacterized protein, isoform A	9.39	1	2	1	9484.2914	2	
Q9VDT5	Carboxypeptidase	25.73	10	18	10	726393.47428	18	
Q9VDU1	Acyl-CoA synthetase X3	8.36	4	5	3	31435.7527	5	
Q9VDU7	nicotinamidase	31.37	11	16	11	516031.713	16	
Q9VDV2	AT06125p	8.26	4	4	3	60292.098	3	
Q9VDY8	MIP08680p	74.26	18	75	2	4214057.4693	60	
Q9VDZ8	Mitochondrial import inner membrane translocase subunit TIM44	42.76	23	47	0	3392219.87944	46	
Q9VE08	GH10002p	13.62	3	3	3	28590.8351	3	
Q9VE12	LD27322p	19.44	7	8	7	63681.1185	5	
Q9VE24	N-sulfoglucosamine sulfohydrolase	8.59	5	6	5	71778.274	4	
Q9VE31	GEO12059p1	18.92	2	2	2	3022.3885	2	
Q9VE52	Cleavage stimulation factor 64 kD subunit	14.08	6	8	6	69387.1496	7	
Q9VE56	FI17806p1	18.88	4	7	4	407054.29439999996	5	
Q9VE57	GEO10850p1	6.9	1	2	1	25787.1325	2	
Q9VE73	WD repeat-containing protein 37	3.49	2	2	2	9858.975	2	
Q9VE75	V-type proton ATPase subunit a	2.28	3	3	3	59959.199	2	
Q9VE85	Nucleoporin 43kD	19.27	7	9	7	91105.7845	9	
Q9VE94	LD14127p	8.85	3	4	3	84837.97140000001	4	
Q9VEA1	Eukaryotic translation initiation factor 4C	31.08	6	15	6	539168.6337	13	
Q9VEA7	FI01460p	44.94	3	5	3	450567.5574	5	
Q9VEB1	Malate dehydrogenase, mitochondrial	85.12	28	305	28	64483686.032	262	
Q9VEB7	AT04491p	12.1	4	4	4	36637.0833	4	
Q9VEC2	Proteasome assembly chaperone 2	36.44	8	9	8	223305.683	9	
Q9VEC6	LD29902p	14.83	12	17	0	919.25525	1	
Q9VEC8	RE23139p1	26.15	3	3	3	216131.52769999998	3	
Q9VED8	Deoxyribonuclease II	10.11	4	7	4	131786.2441	7	
Q9VEF5	Inhibitor of growth protein	13.16	4	4	4	38999.825	3	
Q9VEG8	RE59232p	10.8	2	2	2	39589.257	2	
Q9VEH2	Transmembrane protein 192	17.31	4	4	4	199693.94245	4	
Q9VEJ3	Pyrroline-5-carboxylate reductase	45.79	9	30	2	1252567.9102999999	28	
Q9VEJ9	Curly Su	2.39	2	2	2	10646.3033	2	
Q9VEK7	Cellular repressor of E1A-stimulated genes, isoform A	23.7	4	7	0	136858.7988	7	
Q9VEK8	GH07711p	39.88	11	22	11	613233.7307	21	
Q9VEN3	non-specific serine/threonine protein kinase	24.14	15	18	15	403704.1612	15	
Q9VEN6	Mitochondrial ribosomal protein S11	5.0	1	1	1	12816.672	1	
Q9VEN9	Protein associated with topo II related - 1, isoform A	5.27	5	6	5	34578.9683	5	
Q9VEP6	Adenylosuccinate lyase	22.25	11	27	11	586507.28644	23	
Q9VEP8	GH11385p	21.38	13	18	13	304980.85206	17	
Q9VEP9	Splicing factor 3A subunit 1	26.79	18	22	18	427717.7579	19	
Q9VEQ2	ER membrane protein complex subunit 2	22.34	6	8	1	160798.09876	8	
Q9VES8	RE28913p	29.5	9	16	9	1263413.1709	16	
Q9VET3	peptidyl-tRNA hydrolase	25.21	4	5	4	125877.837	3	
Q9VEV3	Tetratricopeptide repeat protein 1	45.25	12	19	12	578195.7096	19	
Q9VEV6	Uncharacterized protein, isoform A	10.84	3	3	3	11455.64156	2	
Q9VEV7	Protein farnesyltransferase subunit beta	4.3	2	2	2	18698.5805	2	
Q9VEW1	Jiangshi, isoform A	8.01	5	5	5	107306.70404	5	
Q9VEY0	Uncharacterized protein, isoform C	44.74	14	31	6	849869.43897	29	
Q9VEY4	Growth hormone-regulated TBC protein 1	2.12	1	1	1	23325.967	1	
Q9VEY5	MICOS complex subunit	62.39	12	34	12	2619624.7965	32	
Q9VEY9	GH15759p	3.1	1	1	1	717.33704	1	
Q9VF03	Brahma associated protein 155 kDa	11.25	11	11	0	259800.0006	11	
Q9VF15	GEO09476p1	81.05	12	39	8	3428782.7033800003	38	
Q9VF23	arginine kinase	12.25	6	7	6	100682.5965	7	
Q9VF24	Crossveinless d	3.88	6	7	6	84146.32130000001	7	
Q9VF28	Actin-related protein 2/3 complex subunit 3	57.06	8	18	8	398186.47671	16	
Q9VF39	FI01459p	13.04	5	7	5	216865.96204	6	
Q9VF51	Aldehyde oxidase 3, isoform A	7.1	11	15	10	349320.511	14	
Q9VF70	Cerebral cavernous malformation 3	21.63	6	7	6	93180.3686	7	
Q9VF77	FI16517p1	10.74	4	5	4	72209.0853	5	
Q9VF82	Trafficking protein particle complex subunit 6B	12.5	2	2	2	20183.972	2	
Q9VF85	serine--tRNA ligase	7.19	3	3	3	52431.4064	3	
Q9VF86	N-acetyl-D-glucosamine kinase	16.95	6	9	6	259565.83539999998	8	
Q9VF98	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	40.95	4	5	4	48254.97217	5	
Q9VFC7	Mf5 protein	84.93	39	273	0	16787451.12114	176	
Q9VFE9	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	2.99	2	2	2	46798.4326	2	
Q9VFF0	Mitochondrial-processing peptidase subunit beta	62.34	26	158	26	28924327.72064	130	
Q9VFI3	GEO08281p1	45.19	3	10	3	221795.1566	6	
Q9VFM0	GH19262p	7.14	4	5	4	74748.87180000001	5	
Q9VFN7	GEO07678p1	27.67	5	18	5	536887.7726	18	
Q9VFN9	GEO07882p1	54.84	7	9	7	86475.70880000001	8	
Q9VFP0	RH07106p	18.65	6	7	6	140060.4907	6	
Q9VFP6	Inositol polyphosphate 1-phosphatase	39.73	14	43	14	2194863.2934	38	
Q9VFQ9	Dipeptidase B, isoform A	35.83	17	27	17	1116365.3792	22	
Q9VFS1	Adenosine deaminase	1.59	1	1	1	3807.0576	1	
Q9VFS4	Cilia- and flagella-associated protein 36	22.58	5	5	5	96520.98670000001	5	
Q9VFT4	AT27578p	16.09	9	13	9	103744.80837	9	
Q9VFU7	Sidestep IV, isoform C	2.1	2	2	2	24803.703	2	
Q9VFV1	RE55542p	9.81	5	7	5	64874.534100000004	7	
Q9VFV9	DnaJ-like-2, isoform A	50.12	20	48	20	7499260.6379	47	
Q9VFZ4	Methanethiol oxidase	7.41	3	4	3	133858.90230000002	4	
Q9VG00	Cytochrome c oxidase assembly protein COX20, mitochondrial	36.36	5	6	5	48445.7233	5	
Q9VG01	RE12073p	1.88	1	1	1	9977.037	1	
Q9VG04	Protein MEMO1	2.71	1	1	1	5989.1587	1	
Q9VG06	peptidyl-tRNA hydrolase	15.83	2	3	2	23218.630559999998	3	
Q9VG23	GH22994p	69.3	12	69	1	7713825.36254	61	
Q9VG26	MIP06012p	45.07	9	28	9	1151341.5347	21	
Q9VG28	Beaten path Vc	5.39	2	2	2	25592.665	2	
Q9VG31	Malic enzyme	19.79	16	26	0	1297706.0866	24	
Q9VG33	Sulfurtransferase	85.45	8	22	8	1750543.62037	20	
Q9VG42	Glycine N-methyltransferase	17.3	5	8	5	24759.4885	5	
Q9VG44	RE14195p	2.98	2	2	2	7709.937	1	
Q9VG51	Sorting nexin-3	51.5	8	25	8	1442187.49593	20	
Q9VG62	Toys are us	2.89	2	2	2	19247.442	2	
Q9VG69	LP03547p	42.59	16	39	16	2159221.05907	36	
Q9VG81	RH49330p	11.14	5	6	5	99158.9559	6	
Q9VG92	Glutathione S transferase D8	27.36	5	15	4	91177.31873	5	
Q9VGA0	Glutathione S transferase D9, isoform A	44.5	12	22	10	1233420.9044	22	
Q9VGA1	Glutathione S transferase D10, isoform A	14.76	4	14	2	74395.0895	4	
Q9VGA3	LD12305p	36.82	8	23	7	1722839.0782	19	
Q9VGC2	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	4.34	2	2	2	23170.327	2	
Q9VGE4	FI04457p	6.96	8	8	8	92608.2719	7	
Q9VGE7	Beta-galactosidase	5.97	3	4	3	21867.5007	3	
Q9VGF3	IP11040p	18.84	6	7	6	116642.7783	7	
Q9VGF7	Mitochondrial glutamate carrier 2	37.69	13	43	11	2780158.73965	40	
Q9VGJ9	Heme oxygenase	20.61	6	6	6	386552.056	6	
Q9VGK3	peptidylprolyl isomerase	53.62	5	16	5	203213.08875999998	16	
Q9VGL0	LD43047p	2.61	3	3	3	13177.4365	3	
Q9VGM2	Fatty acid-binding protein, muscle	86.92	14	229	0	76157610.23007	183	
Q9VGP7	Large ribosomal subunit protein mL40	18.88	4	4	4	106127.7562	4	
Q9VGQ1	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	31.62	15	75	15	12697238.04396	68	
Q9VGQ8	Arfaptin	25.35	9	11	9	237533.7586	10	
Q9VGR0	DnaJ homolog subfamily C member 17	12.37	3	3	3	29785.5363	3	
Q9VGR1	GRIP and coiled-coil domain containing 88 kDa	4.03	3	4	3	29252.1812	4	
Q9VGS3	RH44771p	23.39	4	22	4	1048196.9037	19	
Q9VGT0	UDP-glucuronosyltransferase	3.88	2	2	2	18792.355	2	
Q9VGT3	GM04645p	3.98	2	2	2	6457.1175	2	
Q9VGT8	UDP-glucuronosyltransferase	16.25	7	8	7	56859.0716	6	
Q9VGU7	Arrestin C-terminal-like domain-containing protein	2.41	1	1	1	49304.38	1	
Q9VGV9	palmitoyl-protein hydrolase	19.15	5	5	5	138498.9257	5	
Q9VGW7	type I protein arginine methyltransferase	20.48	6	10	6	335962.2473	10	
Q9VGY2	Peptide deformylase	5.88	2	3	1	34750.5282	3	
Q9VGY8	Phytanoyl-CoA dioxygenase domain containing 1	20.14	4	6	4	132953.34900000002	6	
Q9VGZ3	Cytoplasmic aconitate hydratase	16.57	14	16	9	182941.91055	14	
Q9VH25	Gamma-soluble NSF attachment protein	29.33	9	12	6	99005.9479	7	
Q9VH26	Carbonic anhydrase	17.11	6	15	6	520179.5504	15	
Q9VH37	IP06524p	27.09	5	7	5	430577.38	7	
Q9VH64	LD29322p	19.0	7	8	7	481951.99114999996	8	
Q9VH66	FI18258p1	24.89	5	9	5	95103.07846	9	
Q9VH72	TA01656p1	37.25	6	10	6	477111.3723	10	
Q9VH76	Synaptosomal-associated protein	70.75	16	82	14	1237689.32985	44	
Q9VH77	mannose-6-phosphate isomerase	13.13	5	7	5	113382.1673	7	
Q9VH81	protein-serine/threonine phosphatase	9.42	4	4	4	25832.049499999997	3	
Q9VH98	Diuretic hormone 44, isoform A	23.6	5	10	5	81141.3641	9	
Q9VHA1	Spermidine synthase, isoform A	14.98	4	6	0	237172.65790000002	6	
Q9VHA8	LD25575p	15.06	10	12	10	721430.5897	12	
Q9VHB1	Mitochondrial pyruvate carrier	50.0	7	19	2	1009537.1722	19	
Q9VHB8	2-oxoisovalerate dehydrogenase subunit alpha	7.52	4	4	4	42872.6337	4	
Q9VHC3	Blistery, isoform A	29.17	18	23	18	387199.52685	21	
Q9VHC7	FI21236p1	34.65	17	32	9	1034372.026	26	
Q9VHC8	LD31448p	10.06	2	2	2	676.58984	1	
Q9VHE3	GH05665p	1.79	1	1	1	19554.717	1	
Q9VHE4	omega-amidase	20.85	7	16	7	727557.914	16	
Q9VHE5	Large ribosomal subunit protein eL34	13.1	3	7	0	308843.5882	6	
Q9VHF9	Uncharacterized protein, isoform B	10.11	2	7	2	319660.711	6	
Q9VHG6	Insulator binding factor 2	18.46	4	5	4	84298.18462	5	
Q9VHH8	Beag	1.26	1	1	1	4314.56	1	
Q9VHI1	Hyrax	8.36	4	4	4	26240.5396	4	
Q9VHI8	Uncharacterized protein, isoform A	41.45	13	23	1	1793133.71818	22	
Q9VHJ2	LD32381p	9.12	3	3	3	116308.79999999999	3	
Q9VHJ5	Carbonic anhydrase	6.67	2	3	2	4647.2783	1	
Q9VHJ7	LD41978p	4.48	3	3	3	53929.944	3	
Q9VHL2	T-complex protein 1 subunit eta	46.69	23	50	23	3325271.70404	46	
Q9VHM3	LD30467p	8.85	4	4	4	28118.8087	3	
Q9VHN4	GH14121p	12.64	3	4	3	40220.666600000004	3	
Q9VHN7	transketolase	30.51	16	25	2	1067766.4692	22	
Q9VHQ0	Large ribosomal subunit protein mL66	12.26	2	2	2	22586.375	2	
Q9VHR5	Veneno	2.96	2	2	2	3303.721	1	
Q9VHT3	CG9617 protein	20.79	4	5	4	70304.20883999999	5	
Q9VHT5	Large ribosomal subunit protein uL1m	13.28	5	5	5	105457.2904	5	
Q9VHX2	GH08043p	4.58	2	2	2	46032.051	2	
Q9VHX4	LD24679p	77.51	23	101	23	12061862.1294	91	
Q9VI04	Beta-ureidopropionase	30.83	9	14	9	380347.4567	11	
Q9VI09	GH14494p	52.48	7	29	7	1843480.1008000001	28	
Q9VI21	Dementin, isoform D	2.98	2	2	0	8548.1096	2	
Q9VI24	LD25151p	4.38	1	1	1	3435.3936	1	
Q9VI53	LD44267p	19.43	7	13	7	104526.9675	11	
Q9VI57	Dephospho-CoA kinase domain-containing protein	9.75	2	4	2	70177.8014	4	
Q9VI64	LD30995p	46.46	14	42	14	2888536.24277	37	
Q9VI66	GH28833p	15.54	4	6	4	128256.873	6	
Q9VI80	Thawb	2.46	2	4	2	19528.34393	4	
Q9VIB5	Carboxylic ester hydrolase	9.97	5	6	4	43346.86602	6	
Q9VIE7	GMP synthase (glutamine-hydrolyzing)	8.64	5	6	5	91480.112	5	
Q9VIE8	Aconitate hydratase, mitochondrial	69.12	50	339	44	85075640.98609	305	
Q9VIF2	GM01519p	11.13	6	8	6	451484.637	7	
Q9VIG0	Malectin domain-containing protein	23.63	9	13	9	416067.8629	12	
Q9VIH1	CG9273 protein	29.27	6	7	6	155199.1413	7	
Q9VII5	GEO08323p1	20.13	3	8	3	400727.54287999996	8	
Q9VII9	Glyoxylate reductase/hydroxypyruvate reductase	9.51	2	2	0	190766.89140000002	2	
Q9VIJ3	FI14214p	45.0	7	10	2	74166.0808	6	
Q9VIJ5	GEO05038p1	20.15	2	3	2	22470.4801	3	
Q9VIK0	Alpha-methylacyl-CoA racemase, isoform A	11.53	4	4	4	8920.8475	2	
Q9VIK6	Centrocortin, isoform A	20.51	17	19	17	151898.59196	16	
Q9VIL2	LD19544p	23.14	4	5	4	43790.2196	4	
Q9VIM0	Lysosomal Pro-X carboxypeptidase	14.95	6	12	6	642975.3417	12	
Q9VIN9	Small ribosomal subunit protein mS40	21.57	4	5	4	153910.13689999998	5	
Q9VIQ5	RH02620p	29.08	5	7	5	225247.11785	5	
Q9VIQ6	FI17342p1	17.68	4	5	4	45573.63484	5	
Q9VIQ8	Cytochrome c oxidase subunit 4	51.65	13	75	13	8096228.24182	61	
Q9VIS4	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]	5.3	3	3	3	22253.2993	3	
Q9VIU3	FI23988p1	3.98	2	2	2	9324.4143	2	
Q9VIV6	GH04973p	8.83	3	3	3	192779.8738	3	
Q9VIW6	small monomeric GTPase	7.42	2	2	2	47938.528	2	
Q9VIW9	alkaline phosphatase	6.38	3	3	3	3600.2133	2	
Q9VIX1	Galactose-specific C-type lectin, isoform A	20.43	3	5	3	397159.0136	5	
Q9VIX7	Fondue, isoform B	20.62	7	19	1	542486.97945	16	
Q9VJ19	Large ribosomal subunit protein eL30	60.36	6	23	6	1010878.1525	20	
Q9VJ22	GH09876p	5.41	2	2	2	20765.6272	2	
Q9VJ25	Membrane magnesium transporter	16.51	2	3	2	125915.7365	3	
Q9VJ28	L-2-hydroxyglutarate dehydrogenase, mitochondrial	24.18	11	20	11	1113523.9215	19	
Q9VJ30	non-specific serine/threonine protein kinase	9.68	9	11	0	177933.5233	8	
Q9VJ43	Sterol carrier protein 2	30.15	14	37	7	1877587.0303	29	
Q9VJ58	Fas-associated factor 2, isoform A	23.06	10	14	10	282450.00869999995	13	
Q9VJ59	PRA1 family protein	5.31	1	2	1	57482.6	2	
Q9VJ60	GM16226p	17.29	3	4	3	177021.36959999998	4	
Q9VJ61	SD03870p	4.67	2	2	2	5983.7063	2	
Q9VJ68	Hydroxylysine kinase	26.14	10	16	10	360542.77564999997	15	
Q9VJ80	LD42267p	8.46	10	12	10	160164.9114	12	
Q9VJ86	Leucine-rich PPR motif-containing protein, mitochondrial	10.41	14	16	13	292771.3849	13	
Q9VJA9	GH07373p	7.69	5	6	0	52513.0063	6	
Q9VJC0	GEO08203p1	37.96	5	8	5	251161.0472	8	
Q9VJD0	Mitochondrial inner membrane protease ATP23	21.2	5	6	5	111104.9173	5	
Q9VJD1	Glucosidase 2 subunit beta	24.27	12	24	12	1116031.78296	22	
Q9VJD4	LD24721p	34.44	12	41	12	3914539.7716	35	
Q9VJE3	LD24839p	11.63	6	8	6	57649.9813	8	
Q9VJH8	FI03416p	3.13	2	2	2	8983.931400000001	2	
Q9VJI5	Protein yellow	16.56	8	9	8	546044.77	9	
Q9VJI7	U6 snRNA-associated Sm-like protein LSm7	42.73	5	6	5	164276.0822	5	
Q9VJJ0	Proteasome subunit beta	27.36	7	27	7	1448429.4282	21	
Q9VJJ1	COX assembly mitochondrial protein	25.42	2	2	2	35727.812	1	
Q9VJN0	Carboxypeptidase	17.8	7	10	7	469629.0838	10	
Q9VJQ3	Protein yellow	38.13	15	33	14	2880190.2963799997	30	
Q9VJQ6	Dynactin subunit 5	14.29	3	3	3	17090.2569	3	
Q9VJU6	IP09831p	7.3	2	3	2	64251.802	2	
Q9VJU8	GH23407p	10.27	5	6	5	59921.842699999994	4	
Q9VJZ1	FI21342p1	11.57	6	7	6	112913.4418	7	
Q9VJZ4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	74.31	15	51	15	3423288.8269	40	
Q9VJZ5	LD07294p	26.58	8	14	8	243419.1399	12	
Q9VJZ6	LD40224p	76.39	13	40	13	2089680.38786	35	
Q9VK00	Uncharacterized protein, isoform A	20.53	6	16	6	473762.79403	14	
Q9VK11	GH15921p	22.65	6	13	6	734070.49905	13	
Q9VK12	GH20621p	64.8	18	93	18	12118590.9679	85	
Q9VK18	LD36945p	17.14	9	10	9	69218.7025	7	
Q9VK19	FI07225p	7.72	1	1	1	7724.571	1	
Q9VK25	ethanolamine-phosphate cytidylyltransferase	37.91	15	20	1	2252.0571	1	
Q9VK31	LD35592p	5.19	2	2	2	3728.8967	1	
Q9VK39	FI09204p	52.83	5	23	5	602440.307	18	
Q9VK43	LD10135p	7.71	3	3	3	19186.4446	2	
Q9VK58	PIH1 domain containing 1, isoform D	8.14	6	7	6	132713.6965	5	
Q9VK59	LD23647p	33.58	28	46	28	642823.33957	36	
Q9VK60	GH25425p	52.14	13	50	13	3788396.5938999997	45	
Q9VK69	T-complex protein 1 subunit delta	48.97	23	53	23	3333280.00106	45	
Q9VK85	Eukaryotic translation release factor 3, isoform A	13.89	8	13	1	307871.44299999997	13	
Q9VK90	Heat shock factor-binding protein 1	94.19	6	12	1	197057.64380000002	10	
Q9VK99	Atilla, isoform B	51.75	8	30	8	1619564.8737	25	
Q9VKA1	FI02817p	16.23	4	6	4	34276.4057	3	
Q9VKC7	Endoplasmic reticulum lectin 1	5.33	3	3	3	17827.5173	3	
Q9VKC8	FI03495p	14.26	8	10	8	237740.95472	10	
Q9VKD9	MIP16835p1	1.35	1	1	1	4175.0986	1	
Q9VKE2	Crystallin, isoform A	67.92	39	568	39	34440213.35518	382	
Q9VKF0	Cyclin Y, isoform A	14.29	5	6	5	86154.10978	6	
Q9VKG4	BcDNA.GH07269	2.79	2	2	2	137742.44999999998	2	
Q9VKI2	Buddy of Hmr 2, isoform A	10.71	2	2	2	29041.46	1	
Q9VKI8	GH03305p	65.36	19	134	19	9123932.32855	126	
Q9VKJ4	Csl4	18.14	3	4	3	74812.007	3	
Q9VKM3	ATP synthase subunit g	54.55	7	69	7	8581858.55806	59	
Q9VKM7	AT01533p	7.09	4	10	0	370123.9475	10	
Q9VKQ2	Uncharacterized protein, isoform A	75.51	5	16	5	183975.86424999998	15	
Q9VKQ5	GEO07393p1	16.94	2	4	2	246622.578	2	
Q9VKR0	ER membrane protein complex subunit 3	10.12	2	4	2	24117.2327	3	
Q9VKR4	Aminomethyltransferase	30.62	10	21	10	775101.4187	21	
Q9VKU3	Large ribosomal subunit protein mL62	36.95	7	9	7	227648.9582	9	
Q9VKU5	LD37206p	14.04	4	4	4	37886.5454	2	
Q9VKV1	Alpha-mannosidase	25.65	24	42	2	2071104.28795	38	
Q9VKV2	Alpha-mannosidase	3.89	4	5	4	50759.95970000001	5	
Q9VKV9	Methionine aminopeptidase	17.98	5	7	5	107569.81640000001	7	
Q9VKW1	LD41958p	1.96	1	1	1	2403.7544	1	
Q9VKW5	Prolyl endopeptidase	16.01	14	17	14	381107.2239	16	
Q9VKW8	U6 snRNA-associated Sm-like protein LSm4	18.18	2	5	2	18901.47654	2	
Q9VKX2	Malate dehydrogenase	65.88	22	188	22	16240910.29299	154	
Q9VKY3	ATP-dependent Clp protease proteolytic subunit	25.69	6	13	6	1157115.518	12	
Q9VKZ6	Uncharacterized protein, isoform A	20.99	12	14	1	181530.6019	14	
Q9VKZ8	Ubiquitin carboxyl-terminal hydrolase	34.11	14	33	14	726215.11195	29	
Q9VL01	Phenoloxidase-activating factor 2	52.96	17	47	17	2759686.53026	45	
Q9VL02	GH08677p	19.51	7	7	2	106286.75660000001	7	
Q9VL10	Acylglycerol kinase, mitochondrial	16.42	7	12	7	395395.2433	12	
Q9VL11	Transcriptional regulatory protein	13.01	3	5	3	97219.9228	5	
