Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127N, Sample, n/a, SFug_M2	Abundances Count: F5: 127N, Sample, n/a, SFug_M2	Modifications
Q7KMP8	26S proteasome non-ATPase regulatory subunit 13	28.53	10	21	10	259975.2072	21	
Q7KMQ0	26S proteasome regulatory subunit 7	51.73	22	57	20	681832.61234	53	
Q7KMS3	Dynein light chain roadblock	43.3	3	5	3	31160.91506	5	
Q7KN75	Dodeca-satellite-binding protein 1, isoform A	19.75	24	36	24	436958.9458	34	
Q7KN94	Electron transfer flavoprotein subunit alpha	71.52	18	114	18	1942815.8947	98	
Q7KND8	FI09619p	3.7	3	3	3	31604.0934	3	
Q7KNM2	Dorsal interacting protein 4	26.42	6	14	6	327452.35699999996	13	
Q7KRT4	GH07253p	4.94	2	2	0	4141.1752	2	
Q7KRZ3	Exocyst complex component 8	5.36	4	4	0	15311.87048	4	
Q7KS11	Uracil-DNA degrading factor, isoform B	12.66	4	6	4	18421.49742	6	
Q7KSD3	non-specific serine/threonine protein kinase	13.77	6	10	1	131529.87945	10	
Q7KSE4	GH05443p	2.78	2	2	2	8339.8797	2	
Q7KSM5	SUMO-activating enzyme subunit 1	29.08	9	15	9	403927.50330000004	15	
Q7KSQ0	Citrate transport protein	28.71	10	26	10	1001936.4713000001	23	
Q7KSQ2	Tyrosine-protein kinase	2.21	2	3	0	16369.3696	2	
Q7KSV7	Uncharacterized protein, isoform D	12.54	3	3	0	4634.0587	2	
Q7KSW3	pyridoxal 5'-phosphate synthase	45.99	12	24	1	250975.86116	20	
Q7KT11	Glyoxylate reductase/hydroxypyruvate reductase	76.07	16	43	0	545392.38469	41	
Q7KT58	GH08155p	3.52	2	3	2	14583.5857	3	
Q7KT70	FI18641p1	2.93	3	3	3	12618.82676	3	
Q7KTA1	HL01444p	17.1	7	10	7	95150.4479	9	
Q7KTG2	Apolipoprotein lipid transfer particle	5.72	25	28	25	188482.45316	24	
Q7KTJ7	Basigin, isoform G	22.69	14	67	3	1898817.99867	62	
Q7KTN9	FI01009p	3.11	2	2	0	5514.124400000001	2	
Q7KTP7	LP22840p	31.49	5	7	5	94801.26306	7	
Q7KTW5	Inositol-1-monophosphatase	52.88	17	62	17	1019584.11061	55	
Q7KUA4	SUMO-activating enzyme subunit	18.71	11	17	11	223449.2677	16	
Q7KUC2	Pyridoxal kinase	38.49	11	26	10	250899.0067	23	
Q7KUD4	phospholipase A2	2.93	3	3	0	1579.8759	1	
Q7KUK9	Uncharacterized protein, isoform B	7.73	13	14	8	695648.19995	14	
Q7KUL1	Dally-like, isoform C	4.58	3	3	0	27613.978900000002	3	
Q7KUT5	Protein MIX23	26.89	4	6	0	31084.6983	5	
Q7KUU5	Sulfhydryl oxidase	19.16	5	7	0	47276.3467	6	
Q7KUW2	5' nucleotidase B, isoform B	7.68	5	6	0	17167.6065	3	
Q7KUX7	Eukaryotic translation initiation factor 4H	46.09	14	24	0	164036.35685	16	
Q7KV27	alanine transaminase	51.76	27	130	0	4336988.09544	119	
Q7KV34	Pinkman	38.9	26	40	26	759199.16956	39	
Q7KV94	Purine nucleoside phosphorylase	7.08	2	2	0	11160.068200000002	2	
Q7KVB1	Iron-sulfur clusters transporter ABCB7, mitochondrial	1.27	1	1	0	4029.8108	1	
Q7KVI9	Uncharacterized protein, isoform B	22.04	4	19	1	39898.61316	14	
Q7KVL7	Vacuolar protein sorting-associated protein 35	0.87	1	1	0	11229.106	1	
Q7KVX1	Pyruvate dehydrogenase E1 component subunit alpha	46.05	19	92	0	3620389.2613	82	
Q7KY04	small monomeric GTPase	21.13	4	7	3	6503.6412	2	
Q7PL91	GEO11417p1	19.15	3	8	3	202085.68303	7	
Q7PLE9	Ras-related protein Rab-21	12.16	3	3	0	5487.921	2	
Q7PLI0	P120 catenin	15.62	12	15	12	115485.90926	13	
Q7PLL3	Eukaryotic initiation factor 4B	28.1	12	14	1	204630.92134	14	
Q7PLS1	LD01937p	15.76	6	8	0	58166.4594	8	
Q7PLT4	Translocase of the inner mitochondrial membrane 17b, isoform A	19.65	3	6	3	60374.56055	6	
Q7YU88	SD08871p	2.84	3	3	0	1654.55204	2	
Q86B44	Glutathione synthetase	13.17	8	13	0	102014.8506	10	
Q86B74	WASp, isoform C	12.55	5	5	0	23938.3536	5	
Q86B93	Uncharacterized protein, isoform D	24.39	3	4	0	35247.6439	4	
Q86BG8	Terminal ADP-ribose protein glycohydrolase 2, isoform C	4.06	1	1	0	6500.429	1	
Q86BI3	Zinc-finger protein at 72D, isoform B	24.66	17	22	5	153868.4276	21	
Q86BM0	Uncharacterized protein, isoform A	45.45	8	11	8	65279.68036	9	
Q86BM5	A kinase anchor protein 200, isoform D	12.78	10	19	1	173037.6194	16	
Q86BP1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	32.12	10	16	0	304200.08259999997	13	
Q86BQ4	Histidine triad nucleotide binding protein 1, isoform B	54.76	6	15	0	607170.63725	15	
Q86BR8	Mitochondrial transcription factor A, isoform B	39.08	13	28	0	286904.53506	23	
Q86BS3	Chromator, isoform A	28.19	21	40	21	264212.13265	31	
Q86BS7	Glycogen debranching enzyme	3.75	6	6	0	14161.3924	5	
Q86PD3	Persulfide dioxygenase ETHE1, mitochondrial	42.29	11	23	11	272634.4203	20	
Q86PF5	PRKCA-binding protein	5.34	3	3	0	11025.469239999999	3	
Q8I099	Uncharacterized protein, isoform A	16.56	5	5	5	56079.591	4	
Q8I0D4	RE20510p	28.36	21	42	0	496878.64867	39	
Q8I0J3	Mitochondrial ribosomal protein S21, isoform A	19.54	2	3	2	20797.1645	3	
Q8I0P9	acid phosphatase	1.76	1	1	0	29368.115	1	
Q8I725	Glyoxylate reductase/hydroxypyruvate reductase	32.56	12	18	12	313006.84186	18	
Q8I930	GH14147p	2.22	1	1	0	7136.626	1	
Q8I941	GH16843p	35.59	10	23	10	248959.6193	23	
Q8IGY1	RE08101p	30.52	35	241	0	7635008.88334	116	
Q8IH23	GEO02102p1	20.74	4	12	4	271220.20454	11	
Q8IM93	FI18814p1	37.97	17	28	17	204661.52564	25	
Q8IMF4	RE24176p	5.23	3	5	0	17962.9392	5	
Q8IMJ0	VhaAC45-related protein, isoform A	27.86	11	29	0	331223.8675	24	
Q8IMK7	Alphabet, isoform B	9.97	4	4	0	25310.97987	4	
Q8IMQ8	RH29536p	42.94	12	32	0	693299.2585400001	30	
Q8IMT3	IP12392p	6.19	3	3	2	17824.7478	3	
Q8IMT6	FI01822p	8.29	4	5	4	21744.2072	4	
Q8IMU2	RE10237p	6.53	2	2	0	30530.243000000002	2	
Q8IMV6	Scaffold attachment factor B, isoform B	3.88	2	2	1	6582.8734	2	
Q8IMX4	FI04408p	6.6	2	4	0	9279.756	3	
Q8IMX8	U6 snRNA-associated Sm-like protein LSm3	26.21	2	7	2	47278.713	5	
Q8IN49	MIP05539p	9.17	8	10	8	56000.5718	9	
Q8IN51	FI17609p1	37.59	7	17	7	69694.3552	15	
Q8INA9	Fasciclin 1, isoform C	51.3	33	128	1	55339.015400000004	3	
Q8ING0	Peptidase S1 domain-containing protein	3.65	2	3	2	9614.315200000001	2	
Q8INH5	Aminopeptidase	7.53	7	8	0	26016.70042	8	
Q8INQ9	LIM domain-containing protein	8.62	3	4	0	33344.8664	3	
Q8INU6	Glyoxylate reductase/hydroxypyruvate reductase	9.79	3	7	1	3696.6016	1	
Q8IP52	RE16941p	2.66	3	3	3	5867.4367	3	
Q8IP62	Small ribosomal subunit protein mS23	46.03	7	8	7	66165.5555	8	
Q8IP80	ethanolamine-phosphate cytidylyltransferase	32.55	14	25	1	215069.54037	23	
Q8IP94	threonine--tRNA ligase	2.46	2	2	0	31672.627	1	
Q8IP97	Peroxin-19	52.05	11	27	11	231277.03858	23	
Q8IPA5	RE15581p	5.36	1	2	0	11396.772	2	
Q8IPB1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	9.77	2	2	0	69018.4857	2	
Q8IPD8	Cuticular protein 30F	29.45	4	10	4	72023.8199	9	
Q8IPE8	Trifunctional enzyme subunit alpha, mitochondrial	56.85	33	79	1	1458711.92225	69	
Q8IPG8	Uncharacterized protein	14.21	4	4	4	29457.9075	4	
Q8IPH0	protein-glutamine gamma-glutamyltransferase	3.52	3	3	0	11543.7107	3	
Q8IPP8	Ketoreductase domain-containing protein	57.03	12	23	11	325032.6443	17	
Q8IPQ6	Polymerase (DNA-directed), delta interacting protein 2, isoform B	3.71	1	1	0	7005.4297	1	
Q8IPT0	ER membrane protein complex subunit 10	24.67	5	6	0	68946.87520000001	6	
Q8IPT6	small monomeric GTPase	11.95	5	9	1	8568.5952	2	
Q8IPT9	SD05439p1	43.49	11	21	0	255222.40586	14	
Q8IPU3	hydroxyacylglutathione hydrolase	35.92	10	34	0	504046.7523	31	
Q8IPW1	Arouser, isoform A	8.2	6	7	0	19333.0655	7	
Q8IPZ5	Uncharacterized protein, isoform B	4.51	3	3	0	8422.45155	2	
Q8IQ99	PAR-domain protein 1, isoform J	2.69	2	2	0	6446.9616000000005	2	
Q8IQB7	MIP21654p	9.44	3	4	3	25684.999300000003	3	
Q8IQB8	Tequila, isoform D	2.9	4	4	0	10842.432499999999	4	
Q8IQC6	Small VCP interacting protein, isoform A	23.17	3	3	3	27533.1683	3	
Q8IQD3	Uncharacterized protein, isoform C	1.57	1	1	1	19077.004	1	
Q8IQE6	Insulin receptor substrate 53 kDa, isoform A	7.06	8	9	2	55896.5121	6	
Q8IQH0	FI12817p	5.37	8	8	1	24803.1406	7	
Q8IQM5	Uncharacterized protein, isoform A	19.87	5	8	1	46573.8018	6	
Q8IQM9	folate gamma-glutamyl hydrolase	2.14	1	2	1	928.98596	1	
Q8IQQ0	2-oxoglutarate dehydrogenase, mitochondrial	14.45	14	23	0	58905.51876	19	
Q8IQT0	Gamma-glutamylcyclotransferase	8.72	2	2	1	30486.474	2	
Q8IQW5	RE23625p	73.96	13	69	3	1540508.9081299999	51	
Q8IQX3	Uncharacterized protein, isoform A	32.26	4	4	4	20135.929650000002	4	
Q8IR41	Uncharacterized protein, isoform C	2.56	2	3	0	2235.9860400000002	2	
Q8IR76	FAD synthase	17.35	5	5	0	18174.9605	4	
Q8IRD0	RH17559p	40.82	2	7	2	63488.4444	6	
Q8IRD3	Glutathione peroxidase	47.06	9	62	0	2448146.36081	60	
Q8IRH0	Puromycin-sensitive aminopeptidase	11.59	13	18	0	106222.92792	17	
Q8IRI5	Trio, isoform D	10.7	8	10	0	62015.340899999996	10	
Q8IRQ5	fumarate hydratase	73.45	29	159	0	3447896.98399	132	
Q8MKK1	AaRS-interacting multifunctional protein 3	6.15	1	2	1	8101.3079	2	
Q8MLP9	GEO08457p1	33.93	4	5	4	20888.4904	4	
Q8MLQ0	FI14118p	21.05	2	4	2	62344.159600000006	3	
Q8MLS1	5-formyltetrahydrofolate cyclo-ligase	33.33	7	15	7	176999.3249	14	
Q8MLS2	ribose-5-phosphate isomerase	34.02	6	13	6	105786.05950999999	12	
Q8MLW4	Uncharacterized protein, isoform A	32.29	8	15	8	209159.28798	14	
Q8MMD2	Epidermal growth factor receptor pathway substrate clone 15, isoform B	32.47	33	84	0	1356758.47985	71	
Q8MQP2	MIP16184p	7.0	2	2	0	15047.23	2	
Q8MRI4	Diphthine--ammonia ligase	1.11	1	2	1	4918.32626	2	
Q8MRM0	GH16740p	35.44	8	18	8	247313.47923	17	
Q8MRT7	SD26038p	9.2	2	2	2	11520.7241	2	
Q8MRW1	SD19278p	5.83	1	1	1	2815.7185	1	
Q8MSB1	E3 ubiquitin-protein transferase MAEA	4.31	2	3	2	6680.8023	3	
Q8MSI2	GH15296p	82.01	19	124	19	5960513.87512	106	
Q8MSS7	Small ribosomal subunit protein uS2m	13.26	3	5	3	11754.1883	3	
Q8MST5	Tubulin beta chain	45.08	17	105	0	274643.5412	28	
Q8MT58	Carnosine dipeptidase 2, isoform A	61.3	28	65	6	1476357.34579	61	
Q8MZ07	GEO07581p1	17.81	3	5	3	54911.5753	5	
Q8MZI3	RNA helicase	18.34	13	16	3	105870.036	11	
Q8SWS2	RE29468p	60.95	6	30	0	337944.72784	24	
Q8SWS3	RE26528p	20.44	2	4	2	20164.364299999997	4	
Q8SWZ6	RH51312p	8.33	2	2	2	15268.08984	2	
Q8SX06	GEO08318p1	16.67	2	3	2	22215.6664	3	
Q8SX32	type I protein arginine methyltransferase	8.21	2	3	2	12819.0523	3	
Q8SX35	GEO07743p1	26.53	3	4	0	22140.1567	4	
Q8SX50	RE04530p	17.3	6	7	0	35303.574440000004	6	
Q8SX54	CLIP domain-containing serine protease	8.33	3	3	3	27651.526	3	
Q8SX57	LD44221p	47.08	8	17	8	116842.68110999999	13	
Q8SX78	LD05679p	17.93	7	7	7	26867.3618	7	
Q8SX89	Kugelkern, isoform A	7.37	3	4	3	19879.2696	4	
Q8SXC2	FI04487p	9.11	5	5	5	18590.1898	5	
Q8SXD5	GH02216p	55.13	11	33	2	540136.7336	30	
Q8SXE1	RH69521p	2.6	1	2	1	1962.649	2	
Q8SXF0	Small ribosomal subunit protein uS9m	13.42	6	6	5	55111.926	4	
Q8SXF2	RH40246p	7.01	3	4	3	25707.0716	4	
Q8SXG7	tRNA selenocysteine-associated protein 1	7.44	3	3	3	7496.9537	2	
Q8SXK0	RE18748p	2.91	1	1	1	5466.7144	1	
Q8SXM8	Lysine--tRNA ligase	22.82	14	23	0	156481.65919	21	
Q8SXP8	TAR DNA-binding protein 43	7.91	3	3	0	3244.8176	1	
Q8SXQ1	aldehyde dehydrogenase (NAD(+))	27.22	14	21	14	244871.6873	17	
Q8SXQ5	Glutaredoxin-related protein 5, mitochondrial	10.06	2	5	2	4117.18646	3	
Q8SXS0	RE40914p	12.25	5	5	5	9584.9014	3	
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	28.71	11	22	11	504685.3628	18	
Q8SY13	Beaten path IIIc, isoform A	5.74	2	2	0	762.5412	1	
Q8SY19	Microsomal glutathione S-transferase 1	15.13	2	2	1	38759.2	1	
Q8SY58	Ketimine reductase mu-crystallin	5.63	2	3	2	5538.60115	3	
Q8SY67	lysozyme	14.47	2	3	2	5684.21285	2	
Q8SY69	MICOS complex subunit MIC10	25.0	2	7	2	168601.3301	6	
Q8SYC4	RE68566p	1.72	1	1	1	18818.664	1	
Q8SYD9	Endophilin B, isoform A	42.56	16	65	0	1091738.99886	50	
Q8SYG3	E2 ubiquitin-conjugating enzyme	41.67	7	19	0	309223.59948	16	
Q8SYH8	RE57644p	18.68	5	10	1	31264.29301	8	
Q8SYJ2	GEO09626p1	67.47	9	59	9	2211063.09717	55	
Q8SYN0	RE52086p	9.3	4	5	4	14233.2906	4	
Q8SYQ4	RE42475p	70.27	11	44	11	894849.3563	39	
Q8SYQ8	RE40412p	19.85	3	3	3	28007.139499999997	3	
Q8SZK5	RH26533p	10.29	3	3	3	6086.652099999999	2	
Q8SZK9	HL04814p	48.48	12	60	12	2083106.7933399999	54	
Q8SZM2	RH04334p	25.19	7	27	7	799502.2115	26	
Q8SZN1	GEO08217p1	51.61	7	29	3	289222.10747	28	
Q8T0I9	GH27479p	16.47	7	12	1	121172.83816	10	
Q8T0J5	GH26851p	41.11	12	33	0	700902.0846000001	30	
Q8T0N5	GH17516p	19.21	6	9	6	157454.8104	8	
Q8T0U6	Serine/threonine-protein phosphatase	16.92	8	14	0	62809.5228	9	
Q8T0V2	GH02495p	19.91	8	13	0	94884.9794	10	
Q8T389	Endophilin B	40.74	15	54	0	3000.8352	1	
Q8T3V6	Large ribosomal subunit protein uL29m	11.07	3	3	3	9740.91645	3	
Q8T3W8	Venom allergen-1	9.54	3	3	0	19296.0946	3	
Q8T4C4	ATP synthase subunit beta	11.25	5	66	1	2322.5083	1	
Q8T4G5	AFG3 like matrix AAA peptidase subunit 2, isoform A	31.84	25	39	2	456503.01780000003	32	
Q8T6I0	Achaete scute target 1, isoform B	58.99	29	65	0	1044168.17189	57	
Q8WR19	AFGF intracellular binding protein	8.94	3	3	1	13959.0582	3	
Q94513	Boundary element associated factor	18.79	5	10	1	71688.7202	9	
Q94533	Ribosomal protein S6 kinase	9.8	5	7	5	29136.9752	6	
Q94883	DNA replication-related element factor, isoform A	3.1	2	2	2	5845.625	1	
Q95NU8	GH16255p	13.57	8	12	8	85045.12333	11	
Q95NV8	Allatostatin C, isoform B	9.92	1	1	0	1861.9734	1	
Q95PE4	GEO07784p1	6.17	1	1	1	9556.343	1	
Q95R34	GH16463p	9.71	3	3	3	20386.1384	3	
Q95R98	Protein phosphatase methylesterase 1	7.82	3	4	3	43525.1593	3	
Q95RB1	Pre-mRNA-splicing factor RBM22	12.2	5	6	5	33302.5804	5	
Q95RB2	Cuticular protein 49Ae	81.34	7	149	7	7765027.77671	124	
Q95RC5	LD44506p	5.31	3	3	3	12033.0772	3	
Q95RE4	LD37574p	41.48	11	18	0	25742.32411	11	
Q95RF6	LD34461p	34.5	4	13	4	108284.41464	11	
Q95RI2	LD28549p	27.78	8	12	8	67581.0815	10	
Q95RI7	Survival of motor neuron-related-splicing factor 30	17.28	4	4	0	19617.166400000002	4	
Q95RQ1	LD16414p	3.32	2	2	2	4283.6255	1	
Q95RR6	LD15002p	64.6	17	61	0	61326.905	2	
Q95RS6	Phenoloxidase-activating factor 2	21.62	7	8	7	69513.3991	7	
Q95RV5	Ribulose-phosphate 3-epimerase	3.62	1	2	1	228263.213	2	
Q95RY2	LD01461p	48.09	10	18	2	241831.95954	12	
Q95SH0	GH26463p	1.52	2	2	2	6855.747	1	
Q95SH2	Charged multivesicular body protein 1, isoform A	30.54	8	14	8	177816.30775	11	
Q95SH7	GH26007p	8.57	2	3	2	14262.9195	3	
Q95SI7	GH23390p	65.87	15	59	15	951902.44178	51	
Q95SN8	GH12395p	21.83	5	8	5	89837.34494	8	
Q95TK5	LD44914p	22.77	9	11	8	57973.837	11	
Q95TL8	Endoplasmic reticulum protein 44, isoform A	36.17	17	31	0	407064.94412	31	
Q95TP0	LD34582p	3.1	1	1	1	4877.162	1	
Q95TZ7	GH19182p	78.36	26	115	0	1641830.93852	81	
Q95U15	GH14252p	75.64	27	227	0	1655557.9284599999	31	
Q95U34	GH11113p	22.45	11	21	11	293459.62645	18	
Q95WY3	Nucleolar protein 56	13.1	6	8	6	81272.8186	8	
Q960D4	SD06560p	25.8	16	21	1	164030.9614	19	
Q960M4	Peroxiredoxin-5	52.63	9	87	9	3374592.03653	78	
Q960Y8	Aluminum tubes, isoform G	21.97	19	26	1	145950.8199	24	
Q961B3	5'-nucleotidase domain-containing protein 1	6.93	4	4	0	53573.544	4	
Q961B9	LD24073p	6.28	3	4	3	25083.059699999998	4	
Q961C8	LD22649p	10.93	4	5	0	6844.54555	4	
Q961E7	phosphorylase kinase	7.16	4	5	1	11793.647860000001	3	
Q961Q8	GH10454p	6.42	3	3	3	19362.108	2	
Q961T9	GH07914p	29.41	6	10	6	132204.6708	10	
Q961X4	Combover, isoform B	11.74	9	14	0	42831.8044	13	
Q966T5	Paxillin, isoform D	28.93	7	18	3	60690.8493	3	
Q967S0	Amidophosphoribosyltransferase	9.69	5	5	0	28621.2667	4	
Q9I7I3	GH12831p	9.56	3	3	3	17176.12585	3	
Q9I7J0	GH21596p	69.23	11	41	11	704546.08844	32	
Q9I7K3	N-acyl-aliphatic-L-amino acid amidohydrolase	2.0	1	1	1	4491.9585	1	
Q9I7M3	Uncharacterized protein, isoform A	32.89	10	21	0	360324.73684	19	
Q9I7Q5	Cuticular protein 65Au, isoform A	65.09	5	29	5	423700.68435	20	
Q9NCC3	Sorting nexin	9.03	5	7	5	51243.1311	7	
Q9NF31	EG:BACN25G24.3 protein (Fbgn0004860;ph-d protein)	3.02	4	4	0	26205.81125	4	
Q9U1K7	Thioredoxin domain-containing protein 17	26.67	4	6	4	90440.4585	6	
Q9U1L2	EG:BACR7A4.14 protein	47.01	11	15	11	89464.4082	14	
Q9U6P7	FI18813p1	11.39	5	8	5	85008.6028	7	
Q9U6R9	Gamma-soluble NSF attachment protein	49.01	19	59	16	915042.90507	55	
Q9U9Q2	Neosin, isoform A	11.59	5	5	5	17646.916999999998	4	
Q9V393	Kurtz arrestin	9.57	4	5	4	30176.8216	5	
Q9V396	Carbonic anhydrase	64.44	15	34	15	1088277.6489000001	31	
Q9V3A8	Ergic53, isoform A	4.69	3	3	3	38442.712	3	
Q9V3C8	DShc protein	1.71	1	1	1	6568.919	1	
Q9V3D9	Signal recognition particle 54 kDa protein	14.37	8	11	8	63508.9051	9	
Q9V3E3	Large ribosomal subunit protein mL50	14.29	3	3	3	32106.196	3	
Q9V3E7	LD24793p	39.85	12	24	12	160459.75161	21	
Q9V3E9	RNA polymerase II-associated protein 3	1.87	1	1	1	593.9838	1	
Q9V3F8	Pyrroline-5-carboxylate reductase	25.71	5	13	5	203588.9466	12	
Q9V3H0	DNAation factor-related protein 4	2.67	1	1	1	835.75305	1	
Q9V3I0	EG:BACR42I17.2 protein	12.18	3	3	3	40745.464	2	
Q9V3L7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	52.0	6	14	6	153794.3538	13	
Q9V3N7	dihydropyrimidinase	45.16	25	46	6	881439.07164	44	
Q9V3N9	B6	1.79	1	1	1	16242.749	1	
Q9V3P3	LD45860p	35.1	9	21	9	266171.5488	18	
Q9V3Q4	thioredoxin-dependent peroxiredoxin	17.36	4	4	4	36740.99685	4	
Q9V3R3	GPN-loop GTPase	5.5	2	2	2	3684.8932299999997	2	
Q9V3T8	LD32469p	14.36	3	3	3	15991.1796	3	
Q9V3U6	26-29kD-proteinase	24.41	11	33	11	887582.3119	31	
Q9V3V2	peptidylprolyl isomerase	56.48	12	33	2	493874.96222	30	
Q9V3V6	26S proteasome regulatory complex subunit p50	61.21	22	52	21	1318901.3291800001	47	
Q9V3V9	Endonuclease G inhibitor, isoform A	50.97	17	25	17	283791.51572	25	
Q9V3W2	GM23292p	61.68	14	52	14	959125.12191	47	
Q9V3W7	LD40489p	47.45	11	20	11	67465.13168	13	
Q9V3W9	UV excision repair protein RAD23	33.57	10	25	3	178598.42836	22	
Q9V3Y4	LD43650p	8.23	2	3	2	3430.3347	1	
Q9V3Y7	Uncharacterized protein, isoform A	62.76	17	33	17	442121.03748	31	
Q9V3Z4	GH11341p	27.89	14	24	14	302800.9318	18	
Q9V3Z9	HL02234p	42.6	15	43	15	1730192.62917	33	
Q9V400	Integrin linked kinase, isoform A	5.13	3	3	3	6167.67743	3	
Q9V405	26S proteasome regulatory subunit 6B	38.74	20	32	12	476599.2491	29	
Q9V406	Activator protein 4	9.35	6	8	6	63111.5372	6	
Q9V420	FI02878p	19.66	7	10	7	95090.593	8	
Q9V428	Ras suppressor protein 1	27.92	8	14	8	205396.19429	13	
Q9V434	Asparagine--tRNA ligase, cytoplasmic	7.35	5	5	5	13906.476200000001	5	
Q9V436	26S proteasome non-ATPase regulatory subunit 8	39.39	10	21	10	468151.6561	21	
Q9V455	Importin subunit alpha	19.84	9	23	9	305957.68291	23	
Q9V470	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	46.15	16	45	16	477677.19721	38	
Q9V4C1	Uncharacterized protein, isoform E	40.5	28	61	0	528217.54463	50	
Q9V4D9	Purine-rich binding protein-alpha, isoform B	64.73	18	66	0	926317.1391	53	
Q9V4E0	Complex I-49kD	33.97	12	20	11	213248.1974	19	
Q9V4E7	Transporter	3.46	3	4	2	31936.814000000002	3	
Q9V9M7	Large ribosomal subunit protein eL21	38.36	7	13	7	190114.2371	12	
Q9V9Q4	LD43819p	34.18	13	24	13	354208.51477	22	
Q9V9S0	Lysosome-associated membrane glycoprotein 5	11.64	3	5	3	68094.8676	5	
Q9V9T5	GM14617p	2.44	2	2	0	4890.853	2	
Q9V9T9	Beta-glucuronidase	2.62	2	2	2	12458.768100000001	2	
Q9V9U0	RE35358p	10.11	2	3	2	22080.4354	3	
Q9V9U7	Tubulin-specific chaperone A	39.09	6	10	6	116742.2432	9	
Q9V9V0	Cleavage stimulation factor subunit 1	2.12	1	1	1	2597.8088	1	
Q9V9V4	CRAL-TRIO domain-containing protein	27.85	7	17	7	163829.31246	15	
Q9V9W2	Large ribosomal subunit protein eL6	24.69	8	26	0	787737.3373	25	
Q9V9W4	GH08048p	1.69	1	1	1	1836.078	1	
Q9V9Y6	Carbonic anhydrase	8.94	3	5	3	24553.213	5	
Q9VA09	Guanylate cyclase soluble subunit beta-1	7.62	6	8	6	29916.71431	8	
Q9VA18	Coiled-coil-helix-coiled-coil-helix domain containing 3	78.03	19	64	19	1073337.35623	56	
Q9VA32	Cuticular protein 100A	21.99	4	10	4	41276.7173	7	
Q9VA34	LP06141p	2.47	3	4	3	8879.02267	4	
Q9VA36	CIN85 and CD2AP related, isoform C	16.67	13	19	0	102409.60220000001	14	
Q9VA41	GEO08227p1	52.87	7	17	3	76327.2328	8	
Q9VA42	Niemann-Pick type C-2g, isoform A	49.69	7	28	4	439223.48772	21	
Q9VA56	GH23271p	54.34	20	59	1	2630.75	1	
Q9VA69	procollagen-proline 4-dioxygenase	7.09	4	4	4	24439.00965	4	
Q9VA71	FI19924p1	7.86	3	3	3	716.7117	1	
Q9VA76	IP18706p	16.71	5	7	5	20519.588499999998	6	
Q9VA81	GEO10172p1	13.57	2	3	2	21314.8052	3	
Q9VA95	Trafficking protein particle complex subunit	15.17	2	3	2	7361.8001699999995	3	
Q9VA97	Pyridoxal phosphate homeostasis protein	32.28	9	13	9	192842.4127	12	
Q9VAA6	GEO12235p1	19.62	3	4	3	27472.5319	4	
Q9VAA9	JIL-1 anchoring and stabilizing protein, isoform A	23.58	9	11	9	47206.70795	10	
Q9VAC1	GM14349p	62.05	20	122	20	3759975.90047	101	
Q9VAC4	GEO09167p1	55.77	8	20	8	445691.99555	20	
Q9VAC9	Uncharacterized protein, isoform A	11.98	4	6	0	17457.04483	5	
Q9VAD4	Translation initiation factor eIF2B subunit alpha	9.15	3	3	3	6873.9753	2	
Q9VAD7	RH37294p	5.2	1	1	1	877.3548	1	
Q9VAG3	trypsin	24.11	5	8	5	88935.12425	7	
Q9VAG9	3'(2'),5'-bisphosphate nucleotidase 1	37.91	10	19	10	114655.75518000001	15	
Q9VAI9	GEO07291p1	62.25	9	53	5	2099236.10238	48	
Q9VAJ9	Mitochondrial 2-oxoglutarate/malate carrier protein	25.87	9	9	9	117340.6824	8	
Q9VAL5	protein-tyrosine-phosphatase	2.72	3	3	0	4541.8619	2	
Q9VAL7	Calnexin 99A, isoform A	37.52	23	55	1	632582.50276	48	
Q9VAN7	Phosphoglycerate mutase	65.88	17	107	15	3789642.57246	96	
Q9VAQ4	Peptidase S1 domain-containing protein	13.48	4	4	4	30971.682399999998	4	
Q9VAS1	Neprilysin-like 19	2.53	2	2	2	4110.365400000001	2	
Q9VAU6	LD27564p	2.99	2	2	2	5503.8127	2	
Q9VAV2	FI21480p1	13.07	11	15	11	121794.2901	15	
Q9VAY0	Neprilysin 7	3.91	3	3	3	12136.095299999999	3	
Q9VAY2	Heat shock protein 83	39.9	31	79	30	818101.43542	67	
Q9VAY6	Pre-mRNA-splicing factor SPF27	11.87	3	4	3	18322.544	2	
Q9VAY9	GH07821p	8.65	3	3	3	8089.9024	3	
Q9VB05	ALG-2 interacting protein X	24.28	25	38	25	518102.5823	33	
Q9VB10	Hydroxysteroid dehydrogenase-like protein 2	42.72	16	48	16	863040.2762	41	
Q9VB17	IP11341p	10.74	3	3	3	24357.2291	3	
Q9VB22	LD33695p	18.39	9	13	9	38362.623830000004	11	
Q9VB23	Serine/threonine protein phosphatase 2A regulatory subunit	21.76	12	22	1	138742.2909	16	
Q9VB51	GEO08385p1	13.33	1	1	1	2040.4608	1	
